title,scenariste,dessinateur,code_barre,editeur,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"LES AIGLES DECAPITES : T16 LA GUERRE DES AIGLES","PIERRET","ARNOUX","1000000027532","GLENAT","Aventure","2004-03-09T00:00:00.000Z",,102753,,,
"LES AIGLES DECAPITES : T17 LE CHATIMENT DU BANNI","PIERRET","ARNOUX","1000000027549","GLENAT","Aventure","2004-03-09T00:00:00.000Z",,102754,,,
"CALVIN ET HOBBES : T23 Y A DES JOURS COMME CA","BILL WATTERSON","BILL WATTERSON","1000000027556","HORS COLLECTION","Humour","2004-03-09T00:00:00.000Z",,102755,,,
"MONSTER : T01","URASAWA","NAOKI","1000000027563","KANA","Manga","2004-03-09T00:00:00.000Z",,102756,,,
"MONSTER : T02","URASAWA","NAOKI","1000000027570","KANA","Manga","2004-03-09T00:00:00.000Z",,102757,,,
"MONSTER : T03","URASAWA","NAOKI","1000000027587","KANA","Manga","2004-03-09T00:00:00.000Z",,102758,,,
"MONSTER : T04","URASAWA","NAOKI","1000000027594","KANA","Manga","2004-03-09T00:00:00.000Z",,102759,,,
"MONSTER : T05","URASAWA","NAOKI","1000000027600","KANA","Manga","2004-03-09T00:00:00.000Z",,102760,,,
"L'ORDRE IMPAIR","TENG","CUADRA","1000000027617","LOMBARD","Aventure","2004-03-09T00:00:00.000Z",,102761,,,
"PATATE DOUCE","COLLECTIF","COLLECTIF","1000000027624","POTAGER MODERNE","Humour","2004-03-09T00:00:00.000Z",,102762,,,
"AU TEMPS DE BOTCHAN","TANIGUCHI","TANIGUCHI","1000000027631","SEUIL","Manga","2004-03-09T00:00:00.000Z",,102763,,,
"LANFEUST DES ETOILES : T03 LES SABLES D'ABRAXAR","ARLESTON","TARQUIN","1000000027648","SOLEIL","Fantastique","2004-03-09T00:00:00.000Z",,102764,,,
"PETIT POLIO : T01","BOUDJELLAL","BOUDJELLAL","1000000027655","SOLEIL","Aventure","2004-03-09T00:00:00.000Z",,102765,,,
"PETIT POLIO : T02","BOUDJELLAL","BOUDJELLAL","1000000027662","SOLEIL","Aventure","2004-03-09T00:00:00.000Z",,102766,,,
"PETIT POLIO : T03","BOUDJELLAL","BOUDJELLAL","1000000027679","SOLEIL","Aventure","2004-03-09T00:00:00.000Z",,102767,,,
"PETIT D'HOMME : T03 CHAOS","MICHEL","CRISSE","1000000027686","SOLEIL","Fantastique","2004-03-09T00:00:00.000Z",,102768,,,
"GOLDEN CITY : T04 GOLDY","PECQUEUR","MALFIN","1000000027693","DELCOURT","Fantastique","2004-03-09T00:00:00.000Z",,102769,,,
"STORM 1","DUNN SAUL","DON LAWRENCE","1000000027709","GLéNAT","Fantastique","1986-06-08T00:00:00.000Z",,102770,,,
"FACE DE LUNE : T01 LE DOMPTEUR DE VAGUES","JODOROWSKY","BOUCQ","1000000027716","CASTERMANN","Fantastique","2004-10-21T00:00:00.000Z",,102771,,,
"FACE DE LUNE : T02 LA CATHEDRALE INVISIBLE","JODOROWSKY","BOUCQ","1000000027723","CASTERMAN","Fantastique","2004-10-21T00:00:00.000Z",,102772,,,
"FACE DE LUNE : T03 LA PIERRE DE FAITE","JODOROWSKY","BOUCQ","1000000027730","CASTERMAN","Fantastique","2004-10-21T00:00:00.000Z",,102773,,,
"CARNETS D'ORIENT :  T05 LE CIMETIERE DES PRINCESSES","JACQUES","FERNANDEZ","1000000027747","CASTERMAN","Aventure","2004-10-21T00:00:00.000Z",,102774,,,
"CARNETS D'ORIENT : T06 LA GUERRE FANTOME","JACQUES","FERNANDEZ","1000000027754","CASTERMAN","Aventure","2004-10-21T00:00:00.000Z",,102775,,,
"L'ORME DU CAUCASE","TANIGUCHI","TANIGUCHI","1000000027761","CASTERMAN","Manga","2004-10-21T00:00:00.000Z",,102776,,,
"MISSILES POUR ISLAMABAD","GARRETA","BARTOLO","1000000027778","DARGAUD","Aventure","2004-10-21T00:00:00.000Z",,102777,,,
"ISAAC LE PIRATE : T04 LA CAPITALE","BLAIN","BLAIN","1000000027785","DARGAUD","Aventure","2004-10-21T00:00:00.000Z",,102778,,,
"LE COMBAT ORDINAIRE : T01","LARCENET","LARCENET","1000000027792","DARGAUD","Humour","2004-10-21T00:00:00.000Z",,102779,,,
"L'HABIT DU WOCHITA","VINK","VINK","1000000027808","DARGAUD","Fantastique","2004-10-21T00:00:00.000Z",,102780,,,
"DE CAPE ET DE CROCS : T06 LUNA INCOGNITA","AYROLES","MASBOU","1000000027815","DELCOURT","Fantastique","2004-10-21T00:00:00.000Z",,102781,,,
"STARWARS : T04 CLONE WARS","DIVERS","DIVERS","1000000027822","DELCOURT","Fantastique","2004-10-21T00:00:00.000Z",,102782,,,
"LARGO WINCH : T13 LE PRIX DE L'ARGENT","VAN HAMME","FRANCQ","1000000027839","DUPUIS","Aventure","2004-10-21T00:00:00.000Z",,102783,,,
"LE PHOTOGRAPHE : T02","GUIBERT","LEFEVRE","1000000027846","DUPUIS","Aventure","2004-10-21T00:00:00.000Z",,102784,,,
"KID PADDLE : T03 APOCALYPSE BOY","MIDAM","MIDAM","1000000027853","DUPUIS","Enfants","2004-10-21T00:00:00.000Z",,102785,,,
"KID PADDLE : T09 BOING ! BOING ! BOING !","MIDAM","MIDAM","1000000027860","DUPUIS","Enfants","2004-10-21T00:00:00.000Z",,102786,,,
"KID PADDLE : T08 PADDLE...MY NAME IS KID","MIDAM","MIDAM","1000000027877","DUPUIS","Enfants","2004-10-21T00:00:00.000Z",,102787,,,
"L'AFFAIRE DU SIECLE : T01 CHATEAU DE VAMPIRE A VENDRE","BEINEX","DE DIEULEVEU","1000000027884","GLENAT","Fantastique","2004-10-21T00:00:00.000Z",,102788,,,
"TITEUF : T 10 NADIA SE MARIE","ZEP","ZEP","1000000027891","GLENAT","Enfants","2004-10-21T00:00:00.000Z",,102789,,,
"MONSTER : T06","URASAWA","NAOKI","1000000027907","KANA","Manga","2004-10-21T00:00:00.000Z",,102790,,,
"MONSTER : T07","URASAWA","NAOKI","1000000027914","KANA","Manga","2004-10-21T00:00:00.000Z",,102791,,,
"MONSTER : T08","URASAWA","NAOKI","1000000027921","KANA","Manga","2004-10-21T00:00:00.000Z",,102792,,,
"MONSTER : T09","URASAWA","NAOKI","1000000027938","KANA","Manga","2004-10-21T00:00:00.000Z",,102793,,,
"MONSTER : T10","URASAWA","NAOKI","1000000027945","KANA","Manga","2004-10-21T00:00:00.000Z",,102794,,,
"MONSTER : T11","URASAWA","NAOKI","1000000027952","KANA","Manga","2004-10-21T00:00:00.000Z",,102795,,,
"MONSTER : T12","URASAWA","NAOKI","1000000027969","KANA","Manga","2004-10-21T00:00:00.000Z",,102796,,,
"JAMES HEALER : T02 LA NUIT DU COBRA","SWOLFS","DE VITA","1000000027976","LOMBART","Aventure","2004-10-21T00:00:00.000Z",,102797,,,
"JAMES HEALER : T03 LA MONTAGNE SACREE","SWOLFS","DE VITA","1000000027983","LOMBART","Aventure","2004-10-21T00:00:00.000Z",,102798,,,
"DANY : T06 COMMENT OSEZ VOUS ?","DANY","DANY","1000000027990","JOKER","Erotique","2004-10-21T00:00:00.000Z",,102799,,,
"LUCKY LUKE : LA BELLE PROVINCE","GERRA","ACHDE","1000000028003","LUCKY","Humour","2004-10-21T00:00:00.000Z",,102800,,,
"PATATE DOUCE : T05","COLLECTIF","COLLECTIF","1000000028010","POTAGER MODERNE","Humour","2004-10-21T00:00:00.000Z",,102801,,,
"MONSTER : T13","URASAWA","NAOKI","1000000028027","KANA","Manga","2005-03-21T00:00:00.000Z",,102802,,,
"MONSTER : T14","URASAWA","NAOKI","1000000028034","KANA","Manga","2005-03-21T00:00:00.000Z",,102803,,,
"MONSTER : T15","URASAWA","NAOKI","1000000028041","KANA","Manga","2005-03-21T00:00:00.000Z",,102804,,,
"LA GESTE DES CHEVALIERS DRAGONS : T02 AKANAH","ANGE","BRIONES","1000000028058","VENTS D'OUEST","Fantastique","2005-03-21T00:00:00.000Z",,102805,,,
"LA GESTE DES CHEVALIERS DRAGONS : T03 LE PAYS DE NON-VIE","ANGE","BRIONES","1000000028065","VENTS D'OUEST","Fantastique","2005-03-21T00:00:00.000Z",,102806,,,
"LES IMPOSTEURS : T02","CAILLEAUX","CAILLEAUX","1000000028072","CASTERMAN","Aventure","2005-03-21T00:00:00.000Z",,102807,,,
"LES IMPOSTEURS : T03","CAILLEAUX","CAILLEAUX","1000000028089","CASTERMAN","Aventure","2005-03-21T00:00:00.000Z",,102808,,,
"LOU : T01 JOURNAL INFIME","NEEL","NEEL","1000000028096","GLENAT","Enfants","2005-03-21T00:00:00.000Z",,102809,,,
"STAR : T04 COMME LE CHEVAL ENTRAVE","DELPERDANGE","CAYMA","1000000028102","CASTERMAN","Aventure","2005-03-21T00:00:00.000Z",,102810,,,
"LE RETOUR A LA TERRE : T03 LE VASTE MONDE","FERRI","LARCENET","1000000028119","POISSON PILOTE","Humour","2005-03-21T00:00:00.000Z","2012-04-27T00:00:00.000Z",102811,,,
"AQUABLUE : T 10 LE BAISER D'ARAKH","CAILLETEAU","TOTA","1000000028126","DELCOURT","Fantastique","2005-03-21T00:00:00.000Z",,102812,,,
"LE CYCLE DE CYANN : TOME 3 AIEIA D'ALDAAL","BOURGEON","LACROIX","1000000028133","CASTERMAN","Fantastique","2005-03-21T00:00:00.000Z",,102813,,,
"CALVIN ET HOBBES : T24 CETTE FOIS, C'EST FINI !","BILL WATTERSON","BILL WATTERSON","1000000028140","HORS COLLECTION","Humour","2005-03-21T00:00:00.000Z",,102814,,,
"LE SCORPION : T04 LE DEMON DU VATICAN","DESBERG","MARINI","1000000028157","DARGAUD","Aventure","2005-03-21T00:00:00.000Z",,102815,,,
"LE SCORPION : T05 LA VALLEE SACREE","DESBERG","MARINI","1000000028164","DARGAUD","Aventure","2005-03-21T00:00:00.000Z",,102816,,,
"KID PADDLE : T05 ALIEN CHANTILLY","MIDAM","MIDAM","1000000028171","DUPUIS","Enfants","2005-03-21T00:00:00.000Z",,102817,,,
"KID PADDLE : T07 WATERMINATOR","MIDAM","MIDAM","1000000028188","DUPUIS","Enfants","2005-03-21T00:00:00.000Z",,102818,,,
"DANY : JUSTE POUR RIRE","DANY","DANY","1000000028195","JOKER","Erotique","2005-03-21T00:00:00.000Z",,102819,,,
"MARIE FRISSON : T01 IL EST REVENU LE TEMPS DU MUGUET","BAPTIZAT","SUPIOT","1000000028201","GLENAT","Enfants","2005-03-21T00:00:00.000Z",,102820,,,
"MARIE FRISSON : T06 JE TE SURVIVRAI","BAPTIZAT","SUPIOT","1000000028218","GLENAT","Enfants","2005-03-21T00:00:00.000Z",,102821,,,
"ATALANTE : T01 LE PACTE","CRISSE","CRISSE","1000000028225","SOLEIL","Fantastique","2005-03-21T00:00:00.000Z",,102822,,,
"ATALANTE : T02 NAUTILIAA","CRISSE","CRISSE","1000000028232","SOLEIL","Fantastique","2005-03-21T00:00:00.000Z",,102823,,,
"ATALANTE : T03 LES MYSTERES DE SAMOTHRACE","CRISSE","CRISSE","1000000028249","SOLEIL","Fantastique","2005-03-21T00:00:00.000Z",,102824,,,
"LES PROFS : T08 FENETRE SUR COURS","PICA","ERROC","1000000028348","BAMBOO","Humour","2005-10-12T00:00:00.000Z",,102834,,,
"LE DONJON DE NAHEULBEUK : SAISON 1 PARTIE 1","LANG","POINSOT","1000000028256","CLAIR DE LUNE","Fantastique","2005-03-21T00:00:00.000Z",,102825,,,
"LA CROIX DE CAZENAC : T06 NI DIEUX NI BETE","BOISSERIE","STALNER","1000000028263","DARGAUD","Aventure","2005-03-21T00:00:00.000Z",,102826,,,
"KID PADDLE : T06 RODEO BLURK","MIDAM","MIDAM","1000000028270","DUPUIS","Enfants","2005-03-21T00:00:00.000Z",,102827,,,
"LE TROISIEME TESTAMENT : T 04 JEAN OU LE JOUR DU CORBEAU","DORISON","ALICE","1000000028287","GLENAT","Aventure","2005-03-21T00:00:00.000Z",,102828,,,
"MONSTER : T16","URASAWA","NAOKI","1000000028294","KANA","Manga","2005-03-21T00:00:00.000Z",,102829,,,
"MONSTER : T17","URASAWA","NAOKI","1000000028300","KANA","Manga","2005-03-21T00:00:00.000Z",,102830,,,
"MONSTER : T18","URASAWA","NAOKI","1000000028317","KANA","Manga","2005-03-21T00:00:00.000Z",,102831,,,
"LANFEUST DES ETOILES : T04 LES BUVEURS DE MONDES","ARLESTON","TARQUIN","1000000028324","SOLEIL","Fantastique","2005-03-21T00:00:00.000Z",,102832,,,
"PETER PAN : T 06 DESTINS","LOISEL","LOISEL","1000000028331","VENTS D'OUEST","Aventure","2005-03-21T00:00:00.000Z",,102833,,,
"INDIA DREAMS : T01 LES CHEMINS DE BRUME","CHARLES","CHARLES","1000000028355","CASTERMAN","Aventure","2005-10-12T00:00:00.000Z",,102835,,,
"INDIA DREAMS : T02 QUAND REVIENT LA MOUSSON","CHARLES","CHARLES","1000000028362","CASTERMAN","Aventure","2005-10-12T00:00:00.000Z",,102836,,,
"ISAAC LE PIRATE : T05 JACQUES","BLAIN","BLAIN","1000000028379","DARGAUD","Aventure","2005-10-12T00:00:00.000Z",,102837,,,
"LE DEMON D'APRES MIDI","CESTAC","CESTAC","1000000028386","DARGAUD","Humour","2005-10-12T00:00:00.000Z",,102838,,,
"LES COEURS BOUDINES : T01","KRASSINSKY","KRASSINSKY","1000000028393","DARGAUD","Humour","2005-10-12T00:00:00.000Z",,102839,,,
"LE COMBAT ORDINAIRE : T02 LES QUANTITES NEGLIGEABLES","LARCENET","LARCENET","1000000028409","DARGAUD","Humour","2005-10-12T00:00:00.000Z",,102840,,,
"BETELGEUSE : T05 L'AUTRE","LEO","LEO","1000000028416","DARGAUD","Fantastique","2005-10-12T00:00:00.000Z",,102841,,,
"DEXTER LONDON : T03 LES SOURCES DE ROUANDIZ","GARCIA","LEO","1000000028423","DARGAUD","Fantastique","2005-10-12T00:00:00.000Z",,102842,,,
"LE CHAT DU RABBIN : T04 PARADIS TERRESTRE","SFAR","SFAR","1000000028430","DARGAUD","Aventure","2005-10-12T00:00:00.000Z",,102843,,,
"XIII : T17 L'OR DE MAXIMILLIEN","VAN HAMME","VANCE","1000000028447","DARGAUD","Aventure","2005-10-12T00:00:00.000Z",,102844,,,
"FINKEL : T07 CORRUPTION","CONVARD","CONVARD","1000000028454","DELCOURT","Fantastique","2005-10-12T00:00:00.000Z",,102845,,,
"LES MAUVAISES GENS : UNE HISTOIRE DE MILITANTS","DAVODEAU","DAVODEAU","1000000028461","DELCOURT","Divers","2005-10-12T00:00:00.000Z",,102846,,,
"GOLDEN CITY : T06 JESSICA","PECQUEUR","MALFIN","1000000028478","DELCOURT","Fantastique","2005-10-12T00:00:00.000Z",,102847,,,
"LE VENT DANS LES SABLES : T01 INVITATION","PLESSIX","PLESSIX","1000000028485","DELCOURT","Enfants","2005-10-12T00:00:00.000Z",,102848,,,
"LE VOL DU CORBEAU : T02","GIBRAT","GIBRAT","1000000028492","AIRE LIBRE","Aventure","2005-10-12T00:00:00.000Z",,102849,,,
"L'AIGLE SANS ORTEILS","LAX","LAX","1000000028508","DUPUIS","Aventure","2005-10-12T00:00:00.000Z",,102850,,,
"KID PADDLE : T10 DARK J'ADORE","MIDAM","MIDAM","1000000028515","DUPUIS","Enfants","2005-10-12T00:00:00.000Z",,102851,,,
"SPIROU ET FANTASIO : T48 L'HOMME QUI NE VOULAIT PAS MOURRIR","TOME","JANRY","1000000028522","DUPUIS","Humour","2005-10-12T00:00:00.000Z",,102852,,,
"L'ASSASSIN QUI PARLE AUX OISEAUX","SERVAIS","SERVAIS","1000000028539","DUPUIS","Aventure","2005-10-12T00:00:00.000Z",,102853,,,
"LE TRIANGLE SECRET : T01 LE TESTAMENT DU FOU","CONVARD","KRAHEN","1000000028546","GLENAT","Aventure","2005-10-12T00:00:00.000Z",,102854,,,
"LE TRIANGLE SECRET : T02 LE JEUNE HOMME AU SUAIRE","CONVARD","KRAHEN","1000000028553","GLENAT","Aventure","2005-10-12T00:00:00.000Z",,102855,,,
"LE TRIANGLE SECRET : T03 DE CENDRE ET D'OR","CONVARD","KRAHEN","1000000028560","GLENAT","Aventure","2005-10-12T00:00:00.000Z",,102856,,,
"LOU : T02 MORTEBOUSE","NEEL","NEEL","1000000028577","GLENAT","Enfants","2005-10-12T00:00:00.000Z",,102857,,,
"EL NINO : T04 LES OUBLIES DE KRA","PERRISSIN","PAVLOVIC","1000000028584","HUMANOIDES","Aventure","2005-10-12T00:00:00.000Z",,102858,,,
"TROLLS DE TROY : T07 PLUME DE SAGE","ARLESTON","MOURIER","1000000028591","SOLEIL","Fantastique","2005-10-12T00:00:00.000Z",,102859,,,
"TROLLS DE TROY : T08 ROCK'N TROLL ATTITUDE","ARLESTON","MOURIER","1000000028607","SOLEIL","Fantastique","2005-10-12T00:00:00.000Z",,102860,,,
"SPOON & WHITE : T06 XXL","YANN","LETURGIE","1000000028614","VENT D'OUEST","Humour","2005-10-12T00:00:00.000Z",,102861,,,
"LA CROIX DE CAZENAC : T07 LES ESPIONS DU CAIRE","BOISSERIE","STALNER","1000000028621","DARGAUD","Aventure","2005-10-12T00:00:00.000Z",,102862,,,
"ASTERIX : N33 LE CIEL LUI TOMBE SUR LA TETE","UDERZO","UDERZO","1000000028638","ALBERT RENE","Humour","2005-10-12T00:00:00.000Z",,102863,,,
"EL NINO : T03 L'ARCHIPEL DES BADJOS","PERRISSIN","PAVLOVIC","1000000028645","HUMANOIDES","Aventure","2005-10-12T00:00:00.000Z",,102864,,,
"LARGO WINCH : T14 LA LOI DU DOLLARD","VAN HAMME","FRANCQ","1000000028652","DUPUIS","Aventure","2006-02-12T00:00:00.000Z",,102865,,,
"LANFEUST DES ETOILES : T05 LA CHEVAUCHEE DES BACTERIES","ARLESTON","TARQUIN","1000000028669","SOLEIL","Fantastique","2006-02-12T00:00:00.000Z",,102866,,,
"DE CAPE ET DE CROCS : T07 CHASSEURS DE CHIMERES","AYROLES","MASBOU","1000000028676","DELCOURT","Fantastique","2006-02-12T00:00:00.000Z",,102867,,,
"KENYA : T03 ABERRATIONS","RODOLPHE","LEO","1000000028683","DARGAUD","Fantastique","2006-02-12T00:00:00.000Z",,102868,,,
"KENYA : T04 INTERVENTIONS","RODOLPHE","LEO","1000000028690","DARGAUD","Fantastique","2006-02-12T00:00:00.000Z",,102869,,,
"INDIA DREAMS : T04 IL N'Y A RIEN A VOIR A DARJEELING","CHARLES","CHARLES","1000000028706","CASTERMAN","Aventure","2006-02-12T00:00:00.000Z",,102870,,,
"INDIA DREAMS : T05 TROIS FEMMES","CHARLES","CHARLES","1000000028713","CASTERMAN","Aventure","2006-02-12T00:00:00.000Z",,102871,,,
"LE BORDEL DES MUSES : T02 MIMI ET HENRI","SMUDJA","SMUDJA","1000000028720","DELCOURT","Bibliographie","2006-02-12T00:00:00.000Z",,102872,,,
"PASSE MOI L'CIEL : T05 TOUS AU PARADIS !","STUF","JANRY","1000000028737","DUPUIS","Humour","2006-02-12T00:00:00.000Z",,102873,,,
"NULL","NULL","NULL","1000000028744","NULL","Humour","2006-02-12T00:00:00.000Z",,102874,,,
"BLACKSAD : T03 AME ROUGE","DIAZ CANALES","GUARNIDO","1000000028751","DARGAUD","Policier","2006-02-12T00:00:00.000Z",,102875,,,
"SUR LA TERRE COMME AU CIEL","TOMASI","SNEJBJERG","1000000028768","SOLEIL","Aventure","2006-02-12T00:00:00.000Z",,102876,,,
"LE CRI DU PEUPLE : T03 LES HEURES SANGLANTES","VAUTRIN","TARDI","1000000028775","CASTERMAN","Aventure","2006-02-12T00:00:00.000Z",,102877,,,
"LE CRI DU PEUPLE : T04 LE TESTAMENT DES RUINES","VAUTRIN","TARDI","1000000028782","CASTERMAN","Aventure","2006-02-12T00:00:00.000Z",,102878,,,
"LE GOURMET SOLITAIRE","KUSUMI","JIRO TANIGUCHI","1000000028799","DUPUIS","Manga","2006-02-12T00:00:00.000Z",,102879,,,
"LES NOUVEAUX TSARS : T01 LA CHASSE EST OUVERTE","DELITTE","DELITTE","1000000028805","GLENAT","Aventure","2006-02-12T00:00:00.000Z",,102880,,,
"LES NOUVEAUX TSARS : T02 L'EFFET BLAST","DELITTE","DELITTE","1000000028812","GLENAT","Aventure","2006-02-12T00:00:00.000Z",,102881,,,
"LE DONJON DE NAHEULBEUK : SAISON 1 PARTIE 2","LANG","POINSOT","1000000028829","CLAIR DE LUNE","Fantastique","2006-02-12T00:00:00.000Z",,102882,,,
"LE PHOTOGRAPHE : T03","GUIBERT","LEFEVRE","1000000028836","DUPUIS","Aventure","2006-02-12T00:00:00.000Z",,102883,,,
"VICTOR LALOUZ : T01 EN ROUTE POUR LA GLOIRE","DIEGO ARANEGA","DIEGO ARANEGA","1000000028843","POISSON PILOTE","Humour","2006-02-12T00:00:00.000Z","2012-04-27T00:00:00.000Z",102884,,,
"LES VOISINS DU 109","COYOTE","BOMBARDIER","1000000028850","LOMBARD","Humour","2006-02-12T00:00:00.000Z",,102885,,,
"LES PAUVRES AVENTURES DE JEREMIE : T01 LES JOLIS PIEDS DE FLORENCE","RIAD SATTOUF","RIAD SATTOUF","1000000028867","POISSON PILOTE","Humour","2006-02-12T00:00:00.000Z",,102886,,,
"LES PAUVRES AVENTURES DE JEREMIE : T03 LE REVE DE JEREMIE","RIAD SATTOUF","RIAD SATTOUF","1000000028874","POISSON PILOTE","Humour","2006-02-12T00:00:00.000Z",,102887,,,
"SOCRATE LE DEMI-CHIEN  : T02 ULYSSE","SFAR","BLAIN","1000000028881","DARGAUD","Aventure","2006-02-12T00:00:00.000Z",,102888,,,
"SPIROU ET FANTASIO NOUVEAU : T01 LES GEANTS PETRIFIES","YOANN","VEHLMANN","1000000028898","DUPUIS","Humour","2006-02-13T00:00:00.000Z",,102889,,,
"LA MARQUISE DES LUMIERES - T4 LE GLAIVE ET LA BALANCE","COTHIAS","LAX","1000000028904","VENT D'OUEST","Aventure","2006-11-14T00:00:00.000Z",,102890,,,
"LES DRUIDES : T01 LE MYSTERE DES OGHAMS","ISTIN / JIGOUREL","LAMONTAGNE","1000000028911","SOLEIL","Fantastique","2006-12-03T00:00:00.000Z",,102891,,,
"LES DRUIDES : T02 IS LA BLANCHE","ISTIN / JIGOUREL","LAMONTAGNE","1000000028928","SOLEIL","Fantastique","2006-12-03T00:00:00.000Z",,102892,,,
"AQUABLUE : T 11 LA FORTERESSE DE SABLE","CAILLETEAU","SIRO","1000000028935","DELCOURT","Fantastique","2006-12-03T00:00:00.000Z",,102893,,,
"LUCKY LUKE : LA CORDE AU COU","GERRA","ACHDE","1000000028942","LUCKY","Humour","2006-12-03T00:00:00.000Z",,102894,,,
"LOU : T03 LE CIMETIERE DES AUTOBUS","NEEL","NEEL","1000000028959","GLENAT","Enfants","2006-12-03T00:00:00.000Z",,102895,,,
"LE RETOUR A LA TERRE : T04 LE DELUGE","FERRI","LARCENET","1000000028966","POISSON PILOTE","Humour","2006-12-03T00:00:00.000Z","2012-04-27T00:00:00.000Z",102896,,,
"L'ENRAGE : T02","BARU","BARU","1000000028973","DUPUIS","Aventure","2006-12-03T00:00:00.000Z",,102897,,,
"LE CONCOMBRE MASQUE : LE BAIN DE MINUIT","MANDRYKA","MANDRYKA","1000000028980","DARGAUD","Humour","2006-12-03T00:00:00.000Z",,102898,,,
"LE BOUDDHA D'AZUR : T01","COSEY","COSEY","1000000028997","DUPUIS","Aventure","2006-12-03T00:00:00.000Z",,102899,,,
"LE BOUDDHA D'AZUR : T02","COSEY","COSEY","1000000029000","DUPUIS","Aventure","2006-12-03T00:00:00.000Z",,102900,,,
"TROLLS DE TROY : T09 LES PRISONNIERS DU DARSHAN","ARLESTON","MOURIER","1000000029017","SOLEIL","Fantastique","2006-12-03T00:00:00.000Z",,102901,,,
"LA GESTE DES CHEVALIERS DRAGONS : T04 BRISKEN","ANGE","BRIONES","1000000029024","VENTS D'OUEST","Fantastique","2006-12-03T00:00:00.000Z",,102902,,,
"LA GESTE DES CHEVALIERS DRAGONS : T05 LES JARDINS DU PALAIS","ANGE","PATY","1000000029031","VENTS D'OUEST","Fantastique","2006-12-03T00:00:00.000Z",,102903,,,
"INDIA DREAMS : T03 A L'OMBRE DES BOUGAINVILLEES","CHARLES","CHARLES","1000000029048","CASTERMAN","Aventure","2006-12-03T00:00:00.000Z",,102904,,,
"UN CIEL RADIEUX","TANIGUCHI","TANIGUCHI","1000000029055","CASTERMAN","Manga","2006-12-03T00:00:00.000Z",,102905,,,
"CHAQUE CHOSE","NEEL","NEEL","1000000029062","GALLIMARD","Bibliographie","2006-12-03T00:00:00.000Z",,102906,,,
"MUCHACHO : T01","LEPAGE","LEPAGE","1000000029079","AIRE LIBRE","Aventure","2006-12-03T00:00:00.000Z",,102907,,,
"MUCHACHO : T02","LEPAGE","LEPAGE","1000000029086","AIRE LIBRE","Aventure","2006-12-03T00:00:00.000Z",,102908,,,
"FACE DE LUNE : T04 LA FEMME QUI VIENT DU CIEL","JODOROWSKY","BOUCQ","1000000029093","CASTERMAN","Fantastique","2006-12-03T00:00:00.000Z",,102909,,,
"FACE DE LUNE : T05 L'OEUF DE L'AME","JODOROWSKY","BOUCQ","1000000029109","CASTERMAN","Fantastique","2006-12-03T00:00:00.000Z",,102910,,,
"LES CINQ CONTEURS DE BAGDAD","VEHLMANN","DUCHAZEAU","1000000029116","DARGAUD","Aventure","2006-12-03T00:00:00.000Z",,102911,,,
"JACK B QUICK : ENFANT PRODIGE","MOORE","NOWLAN","1000000029123","DIVERS","Fantastique","2006-12-03T00:00:00.000Z",,102912,,,
"LES AVENTURE DE LA MORT ET LAO TSEU : WWW.LA-MORT.FR","BOUCQ","BOUCQ","1000000029130","FLUIDE GLACIAL","Humour","2006-12-03T00:00:00.000Z",,102913,,,
"RENDEZ-VOUS A PARIS","BILAL","BILAL","1000000029147","CASTERMAN","Fantastique","2006-12-03T00:00:00.000Z",,102914,,,
"LES MYSTERES D'OSIRIS","JACQ / MARYSE / CHARLES","ROELS","1000000029154","GLENAT","Aventure","2006-12-03T00:00:00.000Z",,102915,,,
"LE SCORPION : T06 LE TRESOR DU TEMPLE","DESBERG","MARINI","1000000029161","DARGAUD","Aventure","2006-12-03T00:00:00.000Z",,102916,,,
"LE SCORPION : T07 AU NOM DU PERE","DESBERG","MARINI","1000000029178","DARGAUD","Aventure","2006-12-03T00:00:00.000Z",,102917,,,
"BOUNCER : T03 LA JUSTICE DES SERPENTS","JODOROWSKY","BOUCQ","1000000029185","HUMANOIDES","Aventure","2006-12-03T00:00:00.000Z",,102918,,,
"BOUNCER : T04 LA VENGEANCE DU MANCHOT","JODOROWSKY","BOUCQ","1000000029192","HUMANOIDES","Aventure","2006-12-03T00:00:00.000Z",,102919,,,
"BOUNCER : T05 LA PROIE DES LOUVES","JODOROWSKY","BOUCQ","1000000029208","HUMANOIDES","Aventure","2006-12-03T00:00:00.000Z",,102920,,,
"LES COEURS BOUDINES : T02","KRASSINSKY","KRASSINSKY","1000000029215","DARGAUD","Humour","2006-12-03T00:00:00.000Z",,102921,,,
"MAGASIN GENERAL : T01 MARIE","LOISEL / TRIPP","LOISEL / TRIPP","1000000029222","CASTERMAN","Aventure","2006-12-03T00:00:00.000Z",,102922,,,
"MAGASIN GENERAL : T02 SERGE","LOISEL / TRIPP","LOISEL / TRIPP","1000000029239","CASTERMAN","Aventure","2006-12-03T00:00:00.000Z",,102923,,,
"LES ADOS LAURA ET LUDO","CESTAC","CESTAC","1000000029246","DARGAUD","Humour","2006-12-03T00:00:00.000Z",,102924,,,
"LES PAUVRES AVENTURES DE JEREMIE : T02 LE PAYS DE LA SOIF","RIAD SATTOUF","RIAD SATTOUF","1000000029253","POISSON PILOTE","Humour","2006-12-03T00:00:00.000Z",,102925,,,
