title,scenariste,dessinateur,code_barre,editeur,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"LES MAITRES DU SILENCE : T 01 LA CITE DU NON-RETOUR","","FERRANDINO","1000000007381","GLENAT","Fantastique",,,100738,,,
"MEMORY : T 01 LE BAL DES MANDIBULES","","COTHIAS","1000000007398","GLENAT","Aventure",,,100739,,,
"LE VENT DES DIEUX : T 02 LE VENTRE DU DRAGON","","COTHIAS","1000000007404","GLENAT","Aventure",,,100740,,,
"THORGAL : T 02 L'ILE DES MERS GELEES","","VAN HAMME","1000000007411","LOMBARD","Fantastique",,,100741,,,
"PASTISHES : 5 VOLUMES DE PASTICHE, 1 VOLUME DE PORNO","","","1000000007466","GLENAT","Humour",,,100746,,,
"LA DERNIERE RECRE","","TRILLO","1000000007428","GLENAT","Aventure",,,100742,,,
"ROUTE DES FALAISES","","RODOLPHE","1000000007435","VENTS D'OUEST","Fantastique",,,100743,,,
"OLYCKA : T 01 LA DAME DE LETTONIE","","SUBERCAZE","1000000007442","LA LITOTE","Fantastique",,,100744,,,
"TETFOL : T 07 LA PIERRE DES CERTITUDES","","","1000000007459","LOMBARD","Fantastique",,,100745,,,
"BEATIFICAT BLUES : T 01","","DUFAUX","1000000007473","DARGAUD","Fantastique",,,100747,,,
"DERRIERE LA HAIE DE BAMBOUS","","","1000000007480","LOMBARD","Aventure",,,100748,,,
"BRUCE J. HAWKER : T 02 L'ORGIE DES DAMNES","","DUCHATEAU","1000000007497","LOMBARD","Aventure",,,100749,,,
"LE BAL DU RAT MORT : T 01","","BUCQUOY","1000000007503","GLENAT","Fantastique",,,100750,,,
"LUCKY LUKE : LE RANCH MAUDIT","","LETURGIE - GUYLUV","1000000007510","DARGAUD","Humour",,,100751,,,
"AU NOM DE TOUS LES MIENS : T 01 LES FOURMIS","","COTHIAS","1000000007527","GLENAT","Aventure",,,100752,,,
"THORGAL : T 01 LA MAGICIENNE TRAHIE","","VAN HAMME","1000000007534","LOMBARD","Fantastique",,,100753,,,
"LE DESTIN DE SARAH : T 01 DANS LA GUEULE DU LOOK","","","1000000007541","GLENAT","Fantastique",,,100754,,,
"L'EMPIRE DE TRIGAN : T 02 ELEKTRON EN PERIL","BUTTERWORTH","BUTTERWORTH","1000000007558","GLENAT","Fantastique",,,100755,,,
"LA TERRE DE LA BOMBE : T 05 POUR LES BEAUX YEUX DE LA PRINCES","","DURAND","1000000007565","GLENAT","Fantastique",,,100756,,,
"A L'OMBRE DES DIEUX","","CONVARD","1000000007572","LOMBARD","Aventure",,,100757,,,
"YOKO TSUNO : N 16 LE DRAGON DE HONG KONG","","","1000000007589","DUPUIS","Fantastique",,,100758,,,
"CHRONIQUE DE LA MAISON LE QUEANT : T 02 LES QUARANTES-HUITARD","","BARDET","1000000007596","GLENAT","Aventure",,,100759,,,
"LES TOURS DE BOIS MAURY : T 02 ELOISE DE MONTGRI","","","1000000007602","GLENAT","Aventure",,,100760,,,
"LES TOURS DE BOIS MAURY : T 03 GERMAIN","","","1000000007619","GLENAT","Aventure",,,100761,,,
"LES HERITIERS DU SOLEIL : T 01 LE MASQUE DE MORT","","BIHEL","1000000007626","GLENAT","Aventure",,,100762,,,
"LES CHEMINS DE LA GLOIRE : T 02 UN JEUNE HOMME AMBITIEUX","","BUCQUOY","1000000007633","GLENAT","Aventure",,,100763,,,
"TIMON DES BLES : T 01 LE REVE D'AMERIQUE","","BARDET","1000000007640","GLENAT","Aventure",,,100764,,,
"MAITRE BERGER : T 02 LA VEUVE DE CONFOLENS","RIVIERE","DUMAS","1000000007657","GLENAT","Policier",,,100765,,,
"MAXIME TURBILLON - DU SANG SUR LES GROSEILLES","AUBRUN","LAX","1000000007664","GLENAT","Humour",,,100766,,,
"BEC EN FER - PAS D'ARMAGNACS POUR BEC EN FER !","","","1000000007671","FLEURUS","Humour",,,100767,,,
"BEC EN FER - LE COMPLOT DE BEC EN FER","","","1000000007688","FLEURUS","Humour",,,100768,,,
"STONE : T 02 AGENT DE MOSCOU","","BUCQUOY","1000000007695","GLENAT","Aventure",,,100769,,,
"DANS L'OMBRE DU SOLEIL : T 02 MANTELL","","","1000000007718","GLENAT","Fantastique",,,100771,,,
"LE CHARIOT DE THESPIS : T 02 L'INDIEN NOIR","","","1000000007725","GLENAT","Aventure",,,100772,,,
"STORM : T 04 L'ENFER VERT","","MATENA","1000000007732","GLENAT","Fantastique",,,100773,,,
"L'EMPIRE DE TRIGAN : T 04 LA VENGEANCE DE DARAK","BUTTERWORTH","BUTTERWORTH","1000000007749","GLENAT","Fantastique",,,100774,,,
"SANG D'ARMENIE","CLAVE","VIDAL","1000000007756","DARGAUD","Aventure",,,100775,,,
"FELINA : L'OGRE DU DJEBEL","MORA","GOETZINGER","1000000007763","DARGAUD","Aventure",,,100776,,,
"LA BOITE MORTE : LE VENGEUR ET SON DOUBLE","CHRISTIN","PUCHULU","1000000007770","DARGAUD","Aventure",,,100777,,,
"UN CERCLE MAGIQUE","CHRISTIN","TOURNADRE","1000000007787","DARGAUD","Aventure",,,100778,,,
"INEPUISABLE SNOOPY","","","1000000007794","DARGAUD","Humour",,,100779,,,
"MAC COY - LES COLLINES DE LA PEUR","GOURMELEN","PALACIOS","1000000007817","DARGAUD","Aventure",,,100781,,,
"SENTIMENTAL","","FREMOND","1000000007824","DARGAUD","Aventure",,,100782,,,
"CHANCES","","ALTUNA","1000000007831","DARGAUD","Aventure",,,100783,,,
"MARIE L'AVENTURE : LA MORT ROUGE","MIGEAT - UGHETTO","UDERZO","1000000007848","DARGAUD","Aventure",,,100784,,,
"LEONARD : T 04 HI-FI GENIE","","DE GROOT","1000000007855","DARGAUD","Humour",,,100785,,,
"YOKO TSUNO : N 14 LE FEU DE WOTAN","","","1000000007862","DUPUIS","Fantastique",,,100786,,,
"GASTON LAGAFFE : T 10 LE GEANT DE LA GAFFE","","FRANQUIN","1000000007879","DUPUIS","Humour",,,100787,,,
"GASTON LAGAFFE : T 07 UN GAFFEUR SACHANT GAFFER","","FRANQUIN","1000000007886","DUPUIS","Humour",,,100788,,,
"SPIROU ET FANTASIO : T 33 VIRUS","","JANRY","1000000007893","DUPUIS","Humour",,,100789,,,
"LES SCHTROUMPFS : T 11 LES SCHTROUMPFS OLYMPIQUES","PEYO","PEYO","1000000007909","DUPUIS","Enfants",,,100790,,,
"MERDICHESKY","TRILLO","ALTUNA","1000000007916","CAMPUS","Aventure",,,100791,,,
"LES CITES OBSCURES : LES MURAILLES DE SAMARIS","","PEETERS","1000000007923","CASTERMAN","Fantastique",,,100792,,,
"TONTON MARCEL : LE GENIE DU SIECLE","","FRANC","1000000007930","CASTERMAN","Divers",,,100793,,,
"LEFRANC : LES PORTES DE L'ENFER","CHAILLET","MARTIN","1000000007947","CASTERMAN","Aventure",,,100794,,,
"ALIX : LA TOUR DE BABEL","","MARTIN","1000000007954","CASTERMAN","Aventure",,,100795,,,
"TONTON MARCEL : CAPITAINE D'INDUSTRIE","","FRANC","1000000007961","CASTERMAN","Humour",,,100796,,,
"CARNETS D'ORIENT : T01","","FERRANDEZ","1000000007978","CASTERMAN","Aventure",,,100797,,,
"CARRAT VANDALL - REQUIEM EN FA DIESE MINEUR","","CARPENTRIE","1000000007985","ANSALDI","Aventure",,,100798,,,
"TENDRE BANLIEUE : LA BRIQUETERIE","TITO","TITO","1000000007992","OKAPI","Divers",,,100799,,,
"CONTES ET SORTILEGES DU MOYEN AGE : LE CRI DU FAUCON","","","1000000008005","LOMBARD","Fantastique",,,100800,,,
"VASCO : T 05 LES BARONS","","CHAILLET","1000000008012","LOMBARD","Aventure",,,100801,,,
"BRUCE J. HAWKER : T 03 PRESS GANG","","DUCHATEAU","1000000008029","LOMBARD","Aventure",,,100802,,,
"LE SIGNE DU TAUREAU : T 01 LES CORNES DU CRAPEAU","","COTHIAS","1000000008036","GLENAT","Aventure",,,100803,,,
"DE SILENCE ET DE SANG : T 02 MULBERRY STREETS","MITTON","CORTEGGIANI","1000000008043","GLENAT","Aventure",,,100804,,,
"BD NOIRE : LES ENQUETES DE SAM PEZZO : T 04","","GIARDINO","1000000008050","GLENAT","Policier",,,100805,,,
"YERUSHALAIM : T 02 L'HIVER DE FAUST","","MOYNOT","1000000008067","GLENAT","Aventure",,,100806,,,
"IBERLAND : T 03 LA NUIT DES ANGES DECHUS","","DE ANGELIS","1000000008074","GLENAT","Fantastique",,,100807,,,
"MEMORY : T 02 LE CARGO SOUS LA MER","","COTHIAS","1000000008081","GLENAT","Aventure",,,100808,,,
"LES HEROS CAVALIERS : T 01 PERD CHEVAL","TARRAL","COTHIAS","1000000008098","GLENAT","Aventure",,,100809,,,
"SOLEDAD : T 04 LA MEMOIRE BLESSEE","","","1000000008104","GLENAT","Aventure",,,100810,,,
"LES AIGLES DECAPITES : T 01 LA NUIT DES JONGLEURS","PIERRET","PELLERIN","1000000008111","GLENAT","Aventure",,,100811,,,
"ORN : T 05 CHIEN DE COEUR","","COTHIAS","1000000008128","DARGAUD","Fantastique",,,100812,,,
"CARGO : T 04 LE MATA-HARI","","","1000000008135","GLENAT","Aventure",,,100813,,,
"FORUM","","","1000000008142","FLUIDE GLACIAL","Humour",,,100814,,,
"JEAN-PIERRE L'HEUREUX","","BUCQUOY","1000000008159","GLENAT","Humour",,,100815,,,
"RAYMOND CALBUTH : T 01 FILS DU VENT","","TRONCHET","1000000008166","GLENAT","Humour",,,100816,,,
"LES AIGLES DECAPITES : T 02 L'HERITIER SANS NOM","PIERRET","PELLERIN","1000000008173","GLENAT","Aventure",,,100817,,,
"TORPEDO : N 03 NI FLEURS NI COURONNES","ABULI","BERNET","1000000008197","ALBIN MICHEL","Aventure",,,100819,,,
"TORPEDO : N 05 EN VOITURE SIMONE","ABULI","BERNET","1000000008203","ALBIN MICHEL","Aventure",,,100820,,,
"TORPEDO : N 06 SALE TEMPS !","ABULI","BERNET","1000000008210","ALBIN MICHEL","Aventure",,,100821,,,
"UN MAX DE MAD","","","1000000008227","ALBIN MICHEL","Humour",,,100822,,,
"CONCERTOS POUR OMOPLATES : T 10","","","1000000008234","FLUIDE GLACIAL","Humour",,,100823,,,
"L'APPEL DU FOSSOYEUR","","","1000000008241","FLUIDE GLACIAL","Humour",,,100824,,,
"COSMOPOLIS : LLEJOUR DE GLOIRE","","","1000000008258","MAGIC STRIP","Fantastique",,,100825,,,
"LE VERROU","","ERIC","1000000008272","DARGAUD","Fantastique",,,100827,,,
"LA VENGEANCE D'ARN","","DIONNET","1000000008289","HUMANOIDES","Fantastique",,,100828,,,
"CARMEN CRU : T 04 NI DIEU, NI MAITRE","","","1000000008296","FLUIDE GLACIAL","Humour",,,100829,,,
"LOUIS LA GUIGNE : T 05 L'ESCOUADE POURPRE","GIROUD","DETHOREY","1000000008302","GLENAT","Policier",,,100830,,,
"CLOSH EN STOCK","DODO","BEN RADIS","1000000008319","HUMANOIDES","Humour",,,100831,,,
"ATHANAGOR WURTLITZER, OBSEDE SEXUEL NON PRATIQUANT","","","1000000008326","FLUIDE GLACIAL","Humour",,,100832,,,
"CARMEN BOND","","FONT","1000000008333","MAGIC STRIP","Humour",,,100833,,,
"LES AVENTURES DE JEROME MOUCHEROT : LA PEDAGOGIE DU TROTTOIR","","BOUCQ","1000000008340","CASTERMAN","Fantastique",,,100834,,,
"ORN : T 02 LA FILLE ET LA TORTUE","","COTHIAS","1000000008357","DARGAUD","Fantastique",,,100835,,,
"ORN : T 03 LA CROISEE DU MALIN","","COTHIAS","1000000008364","DARGAUD","Fantastique",,,100836,,,
"ORN : T 04 LE MAITRE LOUP","","COTHIAS","1000000008371","DARGAUD","Fantastique",,,100837,,,
"NUITS BLANCHES","","","1000000008388","FLUIDE GLACIAL","Humour",,,100838,,,
"LES CITES OBSCURES : LA TOUR","","PEETERS","1000000008395","CASTERMAN","Fantastique",,,100839,,,
"ZOULOULAND : T 01 COMME UN VOL D'HIRONDELLES","","DURAND","1000000008401","LAVAUZELLE","Aventure",,,100840,,,
"LE TEMPLIER DE N.D. : T 01 LA NUIT DU GOLEM","PISCALIA","VASSAUX","1000000008418","DARGAUD","Aventure",,,100841,,,
"LES BIDOCHON : T 06 EN VOYAGE ORGANISE","BINET","BINET","1000000008425","FLUIDE GLACIAL","Humour",,,100842,,,
"LE MOINE FOU : T 03 LE BROUILLARD POURPRE","","VINK","1000000008432","DARGAUD","Aventure",,,100843,,,
"KEBRA KRADO","","JANO","1000000008449","ALBIN MICHEL","Humour",,,100844,,,
"TAAR : N 11 LE CERCLE DE FEU","","BROCAL","1000000008456","DARGAUD","Fantastique",,,100845,,,
"LA LEGENDE DU CHEVALIER CARGAL : T 03 LE 3 EME MONDE","FORMOSA","PECQUEUR","1000000008463","DARGAUD","Fantastique",,,100846,,,
"SUR LA PISTE DU CONGO - UNE AVENTURE DE KEUBLA","","JANO","1000000008470","HUMANOIDES","Humour",,,100847,,,
"MATEO FALCONE","","DURET","1000000008487","LUCIEN SOUNY","Aventure",,,100848,,,
"LES AVENTURES SIDERALES DE ROCO VARGAS SAXXON","","TORRES","1000000008494","CASTERMAN","Aventure",,,100849,,,
"COSMOPOLIS - L'ARBRE DE VIE","","","1000000008500","MAGIC STRIP","Fantastique",,,100850,,,
"CORINNE ET JEANNOT : ON PEUT SE MARIER","","TABARY","1000000008517","LA SEGUINIERE","Humour",,,100851,,,
"NICO MACCHIA : T 02 LE CHARBONNIER DE LA MORT","","","1000000008524","GLENAT","Aventure",,,100852,,,
"GRIMION GANT DE CUIR : T 03 LA PETITE MORT","","","1000000008531","GLENAT","Fantastique",,,100853,,,
"LES AVENTURES DE SERGEI WLADI : LE BAL DE LA SUEUR","","RALPH - EDITH - RIF","1000000008548","GLENAT","Humour",,,100854,,,
"AU NOM DE TOUS LES MIENS : T 02 LES RENARDS","","COTHIAS","1000000008555","GLENAT","Aventure",,,100855,,,
"L'EMPIRE DE TRIGAN : T 05 DUEL AVEC LA MORT","BUTTERWORTH","BUTTERWORTH","1000000008579","GLENAT","Fantastique",,,100857,,,
"LES PIONNIERS DU NOUVEAU MONDE : T 03 LE CHANT D'EN HAUT","CHARLES","ERSEL","1000000008586","GLENAT","Aventure",,,100858,,,
"LES PIRATES DE L'OCEAN INDIEN : T 02 CAPTAIN AVERY","","FAURE","1000000008593","GLENAT","Aventure",,,100859,,,
"LA COULEUR DU VENT : T 02 SHYLOCK","","FERRANDINO","1000000008609","GLENAT","Fantastique",,,100860,,,
"LE VENT DES DIEUX : T 03 L'HOMME OUBLIE","","COTHIAS","1000000008616","GLENAT","Aventure",,,100861,,,
"HYBRIDES : T 01 ANIMAL ON EST MAL","","","1000000008623","GLENAT","Fantastique",,,100862,,,
"LES HERITIERS DU SOLEIL : T 02 LE PROPHETE DE SABLE","","BIHEL","1000000008630","GLENAT","Aventure",,,100863,,,
"ARNO : T 03 LE PUITS NUBIEN","","MARTIN","1000000008647","GLENAT","Aventure",,,100864,,,
"MATHIEU LAMY ET L'ANGE N'AVAIT PAS D'AILES","CONVARD","GINE","1000000008654","GLENAT","Policier",,,100865,,,
"LA SOURCE D'ETERNITE : T 02 LA LUMIERE D'ITSU","","RAPHAEL","1000000008661","GLENAT","Fantastique",,,100866,,,
"SYDNEY BRUCE : T 01 L'INDIEN BLEU","","RIVIERE","1000000008678","GLENAT","Aventure",,,100867,,,
"ALISE ET LES ARGONAUTES : T 01 LA NUIT DU PRESIDENT","","COTHIAS","1000000008685","GLENAT","Aventure",,,100868,,,
"MR CAUCHEMAR","","SINIAC","1000000008692","GLENAT","Aventure",,,100869,,,
"LE CASQUE ET LA FRONDE : T 01 GENTILSHOMMES DE FORTUNE","","CORTEGGIANI","1000000008708","GLENAT","Aventure",,,100870,,,
"CULBUTES","","PERTUZE","1000000008715","LOUBATIERES","Erotique",,,100871,,,
"ZONE INTERDITE","","","1000000008739","ALBIN MICHEL","Fantastique",,,100873,,,
"L'AMOUR PROPRE","","","1000000008746","ALBIN MICHEL","Humour",,,100874,,,
"ALAIN MOREAU : T 02 DETECTIVE","BUCQUOY","HERNU","1000000008753","ANSALDI","Aventure",,,100875,,,
"MARION DUVAL : ATTAQUE A ITHAQUE","","POMMAUX","1000000008760"," ASTRAPI","Aventure",,,100876,,,
"LA PLANETE DES OMBRES","","","1000000008777","LEROY","Fantastique",,,100877,,,
"MELLY BROWN : T 01 LES CHAMPS DE L'ENFER","","DUFAUX","1000000008784","MIROIR","Aventure",,,100878,,,
"LOU CALE THE FAMOUS : T 01 LA POUPEE BRISEE","","RAIVES","1000000008791","MIROIR","Aventure",,,100879,,,
"FRANCOIS JULIEN : LE MESSAGER ANGLAIS","JAMAR","DEHOUSSE","1000000008807","MIROIR","Aventure",,,100880,,,
"L'ODYSSEE DE MARADA LA LOUVE : T 01 LA LOUVE","","CLAREMONT","1000000008814","DELCOURT","Fantastique",,,100881,,,
"LE RAYON VERT","","","1000000008821","HIMALAYA","Fantastique",,,100882,,,
"MASHEMALO N'Y VA PAS MOLLO","SORG J","KOURITA","1000000008838","SORG","Humour",,,100883,,,
"CHASSEURS D'OR - COEUR DE GRIS - JACK LONDON","OLIVIER","JUILLARD","1000000008845","DELCOURT","Aventure",,,100884,,,
"ASHE BARRIETT : DOUZE TRAVAUX A FOND LA CAISSE","","","1000000008852","VENTS D'OUEST","Fantastique",,,100885,,,
"LE SOLEIL DES LOUPS : T 01","","QWAK - RALPH","1000000008869","VENTS D'OUEST","Fantastique",,,100886,,,
"OU ES-TU MELODY ?","","GAINSBOURG","1000000008876","VENTS D'OUEST","Aventure",,,100887,,,
"LES ENFANTS DU REVEIL : T 01 LES CAVALIERS DE LA MER","","SALMON","1000000008883","VENTS D'OUEST","Aventure",,,100888,,,
"LA REVOLUTION FRANCAISE : T 01 LE SECRET DE LA FEMME EN NOIR","","COTHIAS","1000000008890","VENTS D'OUEST","Aventure",,,100889,,,
"LES ENQUETES D'EDMUND BELL : T 01 LE DIABLE AU COU","STOQUART","FOLLET","1000000008906","DARGAUD","Aventure",,,100890,,,
"CARTLAND : T 08 LES SURVIVANTS DE L'OMBRE","HARLE","BLANC-DUMONT","1000000008920","DARGAUD","Aventure",,,100892,,,
"RAMIRO : T 05 LES GARDIENS DU BIERZO","","VANCE","1000000008937","DARGAUD","Aventure",,,100893,,,
"LA QUETE DE L'OISEAU DU TEMPS : T 03 LE RIGE","","LE TENDRE","1000000008944","DARGAUD","Fantastique",,,100894,,,
"LA QUETE DE L'OISEAU DU TEMPS : T 04 L'OEUF DES TENEBRES","","LE TENDRE","1000000008951","DARGAUD","Fantastique",,,100895,,,
"ALAIN MOREAU : T 04 LA DOUBLE LUNE DE BERLIN","BUCQUOY","HERNU","1000000008968","ANSALDI","Aventure",,,100896,,,
"LA NUIT DES FRELONS","DEWAMME","MARC-RENIER","1000000008975","CASTERMAN","Aventure",,,100897,,,
"LA MARE AUX PIRATES","","","1000000008982","CASTERMAN","Fantastique",,,100898,,,
"CORTO MALTESE : TANGO","","PRATT","1000000008999","CASTERMAN","Aventure",,,100899,,,
"LE TRESOR DES IMBALAS","MESCOLA","BACILIERO","1000000009002","CASTERMAN","Aventure",,,100900,,,
"LES COMPAGNONS DU CREPUSCULE : T 02 LES YEUX D'ETAIN DE LA VI","","BOURGEON","1000000009019","CASTERMAN","Aventure",,,100901,,,
"UN ETE INDIEN","PRATT","MANARA","1000000009026","CASTERMAN","Aventure",,,100902,,,
"LULU SE MAQUE","","MARGERIN","1000000009033","HUMANOIDES","Humour",,,100903,,,
"MARC MATHIEU : RETOUR DE TANGATA - MANU","","","1000000009040","HUMANOIDES","Aventure",,,100904,,,
"LES TERRES CREUSES : T 01 ZARA","","SCHUITEN","1000000009057","HUMANOIDES","Fantastique",,,100905,,,
"LES TERRES CREUSES : T 02 CARAPACES","","SCHUITEN","1000000009064","HUMANOIDES","Fantastique",,,100906,,,
"HAPPY ENDS","","","1000000009071","FLUIDE GLACIAL","Humour",,,100907,,,
"LES BIDOCHON : T 05 RAGOTS INTIMES","BINET","BINET","1000000009088","FLUIDE GLACIAL","Humour",,,100908,,,
"L'EPERVIER BLEU : TERRITOIRES INTERDITS","","SIRIUS","1000000009095","DUPUIS","Aventure",,,100909,,,
"GERMAIN ET NOUS : T 10 CA NE VOUS FAIT PAS PEUR","","","1000000009101","DUPUIS","Humour",,,100910,,,
"BERTHET : T 01 LE PRIVE D'HOLLYWOOD","BOCQUET","RIVIERE","1000000009118","DUPUIS","Aventure",,,100911,,,
"BERTHET : T 02 MORTES SAISONS","ANDREAS","BERTHET","1000000009125","DUPUIS","Aventure",,,100912,,,
"BERTHET : T 03 COULEUR CAFE","ANDRIEU","BERTHET","1000000009132","DUPUIS","Aventure",,,100913,,,
"L'HOMME QUI CROYAIT A LA CALIFORNIE","","DERIB","1000000009149","LOMBARD","Aventure",,,100914,,,
"IAN KALEDINE : T 01 NUIT BLANCHE","","VERNAL","1000000009156","LOMBARD","Aventure",,,100915,,,
"IAN KALEDINE : T 02 LE SECRET DE LA TAIGA","","VERNAL","1000000009163","LOMBARD","Aventure",,,100916,,,
"CAPITAINE SABRE : T 01 LE VOL DU PELICAN","","","1000000009170","LOMBARD","Aventure",,,100917,,,
"CRANACH DE MORGAN LOUP : T 01 LE VOYAGEUR DES PORTES","","CONVARD","1000000009187","LOMBARD","Aventure",,,100918,,,
"NEIGE : T 01 LES BRUMES AVEUGLES","CONVARD","CONVARD","1000000009194","LOMBARD","Fantastique",,,100919,,,
"ARIA : T 08 LE MERIDIEN DE POSIDONIA","","","1000000009200","LOMBARD","Aventure",,,100920,,,
"LES FILS DU SOLEIL : T 01 L'ENIGME DES 3 LIVRES","","CASTELLAR - AUDIFFR","1000000009217","LAVAUZELLE","Aventure",,,100921,,,
"J.GALLARD : SOVIET ZIG ZAG","","BARCELO","1000000009224","MILAN","Aventure",,,100922,,,
"DINGHYS : L'ANNAPURNA CLUB","","TRIPP","1000000009231","MILAN","Aventure",,,100923,,,
"CHRONIQUES DE FIN DE SIECLE : AUTONOMES","","BUCQUOY","1000000009248","ANSALDI","Fantastique",,,100924,,,
"RETOUR","","ABULI","1000000009255","GILOU","Fantastique",,,100925,,,
"KRAKEN : LE MONSTRE SOUS LA VILLE","","SEGURA","1000000009262","GILOU","Fantastique",,,100926,,,
"LEONARD : T 16 GENIE A REVENDRE","","DE GROOT","1000000009279","DARGAUD","Humour",,,100927,,,
"LES VOYAGES DE TAKUAN : T 01 LES FOUS DE DIEU","LE TENDRE","SIMEONI","1000000009286","DARGAUD","Aventure",,,100928,,,
"TOUT LE MONDE AIME LE PRINTEMPS","BIGNON","VIDAL","1000000009293","DARGAUD","Aventure",,,100929,,,
"LES ENQUETES DE JAN KARTA : DER STURM","DALPRA","TORTI","1000000009309","DARGAUD","Aventure",,,100930,,,
"LES ENQUETES DE JAN KARTA : WEIMAR","DALPRA","TORTI","1000000009316","DARGAUD","Aventure",,,100931,,,
"LE DEMON DES GLACES","","","1000000009323","DARGAUD","Fantastique",,,100932,,,
"RECITS DE GUERRE : DU SABLE, RIEN QUE DU SABLE","","PRATT","1000000009330","DARGAUD","Aventure",,,100933,,,
"UGAKI - LE SERMENT DU SAMOURAI","","GIGI","1000000009347","DARGAUD","Aventure",,,100934,,,
"LES 6 VOYAGES DE LONE SLOANE","","","1000000009354","DARGAUD","Fantastique",,,100935,,,
"RAMIRO : T 06 TONNERRE SUR LA GALICE","","VANCE","1000000009361","DARGAUD","Aventure",,,100936,,,
"RAMIRO : T 02 ...ET LE CHARLATAN","","VANCE","1000000009378","DARGAUD","Aventure",,,100937,,,
"XIII : T 02 LA OU VA L'INDIEN","VAN HAMME","VANCE","1000000009385","DARGAUD","Aventure",,,100938,,,
"TRISTAN : T 01 LE SACRILEGE D'YSANDRELLE","CORNEN","PLISSON","1000000009392","DARGAUD","Aventure",,,100939,,,
"LES CHRONIQUES DE L'IMPOSSIBLE : T 01 LA MAISON DE BRUGES","PISCAGLIA","LAVERDURE","1000000009408","DARGAUD","Aventure",,,100940,,,
"LES AVENTURES D'OLIVIER DESORMEAUX : AGE ? ...MOYEN","","DE SONIA","1000000009415","DARGAUD","Humour",,,100941,,,
"LE JARDIN SANGLANT","WININGER","FILIPPINI","1000000009422","DARGAUD","Aventure",,,100942,,,
"STONE : T 03 ANNA","","BUCQUOY","1000000009439","GLENAT","Aventure",,,100943,,,
"LES EAUX DE MORTELUNE : T 02 LE CAFE DU PORT","ADAMOV","COTHIAS","1000000009446","GLENAT","Fantastique",,,100944,,,
"POINT DE FUITE POUR LES BRAVES","","","1000000009453","CASTERMAN","Humour",,,100945,,,
"LES COMMUNARDS : T 01 L'ANNEE TERRIBLE","","","1000000009460","GLENAT","Aventure",,,100946,,,
"LE CHAR DE L'ETAT DERAPE SUR LE SENTIER DE LA GUERRE","","","1000000009477","CASTERMAN","Humour",,,100947,,,
"LES FILS DE L'AIGLE : T 03 LES SABLES DE DENDERAH","","VAXELAIRE","1000000009484","HUMANOIDES","Aventure",,,100948,,,
"LES TOURS DE BOIS MAURY : T 04 REINHARD","","","1000000009491","GLENAT","Aventure",,,100949,,,
"CHRONIQUE DE LA MAISON LE QUEANT : T 03 LES FILS DU CHELIF","","BARDET","1000000009507","GLENAT","Aventure",,,100950,,,
"LAIYNA : T 01 LA FORTERESSE DE PIERRE","DUBOIS","DUBOIS","1000000009521","DUPUIS","Fantastique",,,100952,,,
"ANTON SIX","BOCQUET","ARNO","1000000009538","ALBIN MICHEL","Aventure",,,100953,,,
"L'AS DE PIQUE","","GUERINEAU","1000000009545","HUMANOIDES","Aventure",,,100954,,,
"L'ONCLE DE DRAGURELLA","","RIBERA","1000000009552","M C PRODUCTIONS","Humour",,,100955,,,
"LA MARQUISE DES LUMIERES : T 01 LA VIERGE ET L'ENFANT","","COTHIAS","1000000009569","VENTS D'OUEST","Aventure",,,100956,,,
"LES FEMMES EN BLANC : T 01","","CAUVIN","1000000009576","DUPUIS","Humour",,,100957,,,
"LES FEMMES EN BLANC : T 02","","CAUVIN","1000000009583","DUPUIS","Humour",,,100958,,,
"JUSTIN HIRIART : T 04 LE BRULOT","","HARRIET","1000000009590","GLENAT","Aventure",,,100959,,,
"LE ROI RODONNAL","","","1000000009606","GLENAT","Fantastique",,,100960,,,
"MAITRE BERGER : T 03 LE PENSIONNAIRE DE ST VINCENT","RIVIERE","DUMAS","1000000009613","GLENAT","Policier",,,100961,,,
"VIC VALENCE : T 02 LA PASSAGERE SILENCIEUSE","","","1000000009620","GLENAT","Aventure",,,100962,,,
"DRUUNA : MORBIUS GRAVIS","PAOLO (ELEUTERI)","PAOLO - ELEUTERI","1000000009637","GLENAT","Fantastique",,,100963,,,
"REBECCA","","QUEIROLO","1000000009644","GLENAT","Fantastique",,,100964,,,
"REBECCA ET LES TESTAMENTS ... : T 01 SCENES DE CHAS","","QUEIROLO","1000000009651","GLENAT","Fantastique",,,100965,,,
"L'INDIEN FRANCAIS : T 06 BOIS BRULE","","DURAND","1000000009668","GLENAT","Aventure",,,100966,,,
"LES DOSSIERS DE L'ARCHANGE : T 01 MEMOIRES D'AUTREFOIS","","GODARD","1000000009675","GLENAT","Aventure",,,100967,,,
"LE SOLITAIRE : T 02 DAN","","BRUNEL","1000000009682","GLENAT","Aventure",,,100968,,,
"L'ETAT MORBIDE : T 1 LA MAISON DIEU","","","1000000009699","GLENAT","Fantastique",,,100969,,,
"JESSICA BLANDY : T 01 SOUVIENS-TOI D'ENOLA GAY","RENAUD","DUFAUX","1000000009705","NOVEDI","Aventure",,,100970,,,
"JESSICA BLANDY : T 02 LA MAISON DU DR ZACK","RENAUD","DUFAUX","1000000009712","NOVEDI","Aventure",,,100971,,,
"CORINNE ET JEANNOT : ... ET L'ANGENT BODART","","TABARY","1000000009729","LA SEGUINIERE","Humour",,,100972,,,
