title,code_barre,date_acquis,date_hors_circu,ref,tags
"ORDINATEUR INDIVIDUEL : FEVRIER 2006 n.180","4092006020003","2006-01-17T00:00:00.000Z",,400575,
"60 MILLIONS DE CONSOMMATEURS : FEVRIER 2006 n.402","4082006020004","2006-01-25T00:00:00.000Z",,400576,
"SCIENCES ET AVENIR : FEVRIER 2006 n.708","4112006020008","2006-01-25T00:00:00.000Z",,400577,
"L'AMI DES JARDINS : FEVRIER 2006 n.943","4132006020006","2006-01-25T00:00:00.000Z",,400578,
"GéO : FEVRIER 2006 n.324","4062006020006","2006-01-27T00:00:00.000Z",,400579,
"CONNAISSANCE DES ARTS : FEVRIER 2006 n.635","4152006020004","2006-01-27T00:00:00.000Z",,400580,
"QUE CHOISIR : FEVRIER 2006 n.434","4102006020009","2006-02-03T00:00:00.000Z",,400582,
"CUISINE ET VINS DE FRANCE : FEVRIER MARS 2006 n.108","4032006030008","2006-02-03T00:00:00.000Z",,400583,
"ART ET DéCORATION : JANVIER FEVRIER 2006 n.421","4022006010001","2006-02-03T00:00:00.000Z",,400584,
"ART ET DéCORATION : MARS 2006 n°422","4022006030009","2006-02-10T00:00:00.000Z",,400585,
"STUDIO MAGAZINE : FEVRIER 2006 n°220","4122006020007","2006-02-10T00:00:00.000Z",,400586,
"CHASSEUR D'IMAGES : MARS 2006 n.281","4142006030004","2006-02-17T00:00:00.000Z",,400588,
"DéTOURS EN FRANCE : MARS 2006 n.104","4042006030007","2006-03-01T00:00:00.000Z",,400590,
"QUE CHOISIR : MARS 2006 n.435","4102006030008","2006-03-01T00:00:00.000Z",,400591,
"60 MILLIONS DE CONSOMMATEURS : MARS 2006 n.403","4082006030003","2006-03-06T00:00:00.000Z",,400592,
"GÉO : MARS 2006 n.325","4062006030005","2006-03-06T00:00:00.000Z",,400593,
"ACTION AUTO MOTO : MARS 2006 n.131","40120060300010","2006-03-06T00:00:00.000Z",,400594,
"SCIENCES ET AVENIR : MARS 2006 n.709","4112006030007","2006-03-06T00:00:00.000Z",,400595,
"L'AMI DES JARDINS : MARS 2006 n.944","4132006030005","2006-03-06T00:00:00.000Z",,400596,
"STUDIO MAGAZINE : MARS 2006 n.221","4122006030006","2006-03-06T00:00:00.000Z",,400598,
"CONNAISSANCE DES ARTS : MARS 2006 n.636","4152006030003","2006-03-06T00:00:00.000Z",,400599,
"ORDINATEUR INDIVIDUEL : MARS 2006 n.181","4092006030002","2006-03-10T00:00:00.000Z",,400600,
"ORDINATEUR INDIVIDUEL : SEPTEMBRE 2005 n.175","4092005090007","2006-03-10T00:00:00.000Z",,400601,
"CHASSEUR D'IMAGES : AVRIL 2006 n.282","4142006040003","2006-03-16T00:00:00.000Z",,400603,
"SCIENCES ET AVENIR : AVRIL 2006 N°710","4112006040006","2006-03-23T00:00:00.000Z",,400604,
"CONNAISSANCE DES ARTS : HORS SERIE 2006 N°274 INGRES","4152006000006","2006-03-23T00:00:00.000Z",,400606,
"ORDINATEUR INDIVIDUEL : AVRIL 2006 N°182","4092006040001","2006-03-23T00:00:00.000Z",,400607,
"STUDIO MAGAZINE : AVRIL 2006 N°222","4122006040005","2006-03-23T00:00:00.000Z",,400608,
"ACTION AUTO MOTO : AVRIL 2006 N°132","4012006040009","2006-03-23T00:00:00.000Z",,400610,
"CONNAISSANCE DES ARTS : AVRIL 2006 N°637","4152006040002","2006-03-23T00:00:00.000Z",,400611,
"ORDINATEUR INDIVIDUEL : JANVIER 2006 N°179","4092006010004","2006-03-23T00:00:00.000Z",,400613,
"GÉO : AVRIL 2006 n.326","4062006040004","2006-03-28T00:00:00.000Z",,400615,
"60 MILLIONS DE CONSOMMATEURS : AVRIL 2006 n.404","4082006040002","2006-03-28T00:00:00.000Z",,400616,
"QUE CHOISIR : AVRIL 2006 n.436","4102006040007","2006-03-28T00:00:00.000Z",,400617,
"L'AMI DES JARDINS : AVRIL 2006 n.945","4132006040004","2006-03-28T00:00:00.000Z",,400618,
"CUISINE ET VINS DE FRANCE : AVRIL-MAI 2006 N° 109","4032006040007","2006-04-07T00:00:00.000Z",,400619,
"DÉTOURS EN FRANCE : AVRIL 2006 N°105","4042006040006","2006-04-07T00:00:00.000Z",,400620,
"CHASSEUR D'IMAGES : MAI 2006 n.283","4142006050002","2006-04-13T00:00:00.000Z",,400622,
"ORDINATEUR INDIVIDUEL : MAI 2006 N°183","40920060500010","2006-04-18T00:00:00.000Z",,400623,
"STUDIO MAGAZINE : MAI 2006 N°223","4122006050004","2006-04-18T00:00:00.000Z",,400624,
"ACTION AUTO MOTO : MAI 2006 n.133","4012006050008","2006-05-02T00:00:00.000Z",,400626,
"60 MILLIONS DE CONSOMMATEURS : MAI 2006 n.405","4082006050001","2006-05-02T00:00:00.000Z",,400627,
"QUE CHOISIR : MAI 2006 n.437","4102006050006","2006-05-02T00:00:00.000Z",,400628,
"SCIENCES ET AVENIR : MAI 2006 n.711","4112006050005","2006-05-02T00:00:00.000Z",,400629,
"L'AMI DES JARDINS : MAI 2006 n.946","4132006050003","2006-05-02T00:00:00.000Z",,400630,
"CONNAISSANCE DES ARTS : MAI 2006 n.638","4152006050001","2006-05-02T00:00:00.000Z",,400631,
"60 MILLIONS DE CONSOMMATEURS : JUILLET AOUT SEPTEMBRE 2006 HS N°94 Guide du nouveau radin","4082006070009","2006-05-09T00:00:00.000Z",,400632,
"ART ET DÉCORATION : AVRIL 2006 n.423","4022006040008","2006-05-09T00:00:00.000Z",,400634,
"GÉO : MAI 2006 n.327","4062006050003","2006-05-09T00:00:00.000Z",,400635,
"ART ET DÉCORATION : MAI 2006 --------manquant-------","4022006050007","2006-05-09T00:00:00.000Z",,400636,
"DÉTOURS EN FRANCE : MAI 2006 n.106","4042006050005","2006-05-09T00:00:00.000Z",,400637,
"STUDIO MAGAZINE : JUIN 2006 n.224","4122006060003","2006-05-22T00:00:00.000Z",,400638,
"ACTION AUTO MOTO : JUIN 2006 n.134","4012006060007","2006-05-24T00:00:00.000Z",,400640,
"ORDINATEUR INDIVIDUEL : JUIN 2006 n.184","4092006060009","2006-05-24T00:00:00.000Z",,400641,
"GéO : JUIN 2006 n.328","4062006060002","2006-05-24T00:00:00.000Z",,400642,
"SCIENCES ET AVENIR : JUIN 2006 n.712","4112006060004","2006-05-24T00:00:00.000Z",,400643,
"ART ET DéCORATION : JUIN 2006 n.425","4022006060006","2006-05-24T00:00:00.000Z",,400644,
"L'AMI DES JARDINS : JUIN 2006 N°947","4132006060002","2006-06-01T00:00:00.000Z",,400645,
"CHASSEUR D'IMAGES : JUIN 2006 N°284","4142006060001","2006-06-01T00:00:00.000Z",,400646,
"DéTOURS EN FRANCE : JUIN 2006 N°107","4042006060004","2006-06-01T00:00:00.000Z",,400647,
"60 MILLIONS DE CONSOMMATEURS : JUIN 2006 N°406","40820060600010","2006-06-07T00:00:00.000Z",,400648,
"QUE CHOISIR : JUIN 2006 N°438","4102006060005","2006-06-07T00:00:00.000Z",,400649,
"CONNAISSANCE DES ARTS : JUIN 2006 N°639","41520060600010","2006-06-07T00:00:00.000Z",,400650,
"ACTION AUTO MOTO : JUILLET 2006 N°135","4012006070006","2006-06-19T00:00:00.000Z",,400651,
"CHASSEUR D'IMAGES : JUILLET 2006 N°285","41420060700010","2006-06-19T00:00:00.000Z",,400652,
"CUISINE ET VINS DE FRANCE : JUILLET 2006 N°110","4032006070004","2006-06-19T00:00:00.000Z",,400653,
"ORDINATEUR INDIVIDUEL : JUILLET AOUT 2006  n.185","4092006070008","2006-06-23T00:00:00.000Z",,400655,
"STUDIO MAGAZINE : JUILLET AOUT 2006 n.225","4122006070002","2006-06-23T00:00:00.000Z",,400656,
"QUE CHOISIR : JUILLET/AOUT  2006 N°439","4102006070004","2006-06-27T00:00:00.000Z",,400657,
"GéO : JUILLET 2006 N°329","4062006070001","2006-06-27T00:00:00.000Z",,400658,
"L'AMI DES JARDINS : JUILLET 2006 N°948","4132006070001","2006-06-27T00:00:00.000Z",,400659,
"ART ET DéCORATION : JUILLET/AOUT 2006 N°426","4022006070005","2006-06-30T00:00:00.000Z",,400661,
"SCIENCES ET AVENIR : JUILLET 2006 N°713","4112006070003","2006-06-30T00:00:00.000Z",,400663,
"CONNAISSANCE DES ARTS : JUILLET/AOUT 2006 N°640","4152006070009","2006-06-30T00:00:00.000Z",,400664,
"DÉTOURS EN FRANCE : JUILLET 2006 n.108S","4042006070003","2006-07-07T00:00:00.000Z",,400665,
"ACTION AUTO MOTO : AOUT 2006 n.136","4012006080005","2006-07-20T00:00:00.000Z",,400666,
"CHASSEUR D'IMAGES : AOUT SEPTEMBRE 2006 n.286","4142006080009","2006-07-20T00:00:00.000Z",,400667,
"L'AMI DES JARDINS : AOUT 2006 n.949","41320060800010","2006-07-25T00:00:00.000Z",,400668,
"SCIENCES ET AVENIR : AOUT 2006 n.714","4112006080002","2006-07-28T00:00:00.000Z",,400669,
"DETOURS EN FRANCE : AOUT 2006 n°109","4042006080002","2006-08-01T00:00:00.000Z",,400670,
"GEO : AOUT 2006 n°330","40620060800010","2006-08-01T00:00:00.000Z",,400671,
"ART ET DéCORATION : n.427 SEPTEMBRE 2006","4022006090003","2006-08-23T00:00:00.000Z",,400672,
"CUISINE ET VINS DE FRANCE : SEPTEMBRE OCTOBRE 2006 n.111","4032006090002","2006-08-29T00:00:00.000Z",,400673,
"STUDIO MAGAZINE : SEPTEMBRE 2006 n.226","41220060900010","2006-08-29T00:00:00.000Z",,400674,
"GéO : SEPTEMBRE 2006 n.331","4062006090009","2006-08-29T00:00:00.000Z",,400675,
"ORDINATEUR INDIVIDUEL : SEPTEMBRE 2006 n.186","4092006090006","2006-08-29T00:00:00.000Z",,400677,
"ACTION AUTO MOTO : SEPTEMBRE 2006 n.137","4012006090004","2006-08-29T00:00:00.000Z",,400678,
"CONNAISSANCE DES ARTS : SEPTEMBRE 2006 n.641","4152006090007","2006-08-29T00:00:00.000Z",,400679,
"CUISINE ET VINS DE FRANCE :Spécial vins HORS SERIE n.13 sept oct 2006","4032006000001","2006-08-31T00:00:00.000Z",,400680,
"QUE CHOISIR : SEPTEMBRE 2006 n.440","4102006090002","2006-08-31T00:00:00.000Z",,400681,
"60 MILLIONS DE CONSOMMATEURS : SEPTEMBRE 2006 n.408","4082006090007","2006-08-31T00:00:00.000Z",,400682,
"L'AMI DES JARDINS : SEPTEMBRE 2006 n.950","4132006090009","2006-08-31T00:00:00.000Z",,400683,
"SCIENCES ET AVENIR : SEPTEMBRE 2006 n.715","4112006090001","2006-09-05T00:00:00.000Z",,400684,
"CHASSEUR D'IMAGES : OCTOBRE 2006 n.287","4142006100004","2006-09-15T00:00:00.000Z",,400685,
"DéTOURS EN FRANCE : SEPTEMBRE 2006 n.110","4042006090001","2006-09-15T00:00:00.000Z",,400687,
"STUDIO MAGAZINE : OCTOBRE 2006 n.227","4122006100006","2006-09-22T00:00:00.000Z",,400688,
"QUE CHOISIR : OCTOBRE 2006 N°441","4102006100008","2006-09-22T00:00:00.000Z",,400690,
"ORDINATEUR INDIVIDUEL : OCTOBRE 2006 N°187","4092006100002","2006-09-22T00:00:00.000Z",,400691,
"ACTION AUTO MOTO : OCTOBRE 2006 n.138","40120061000010","2006-09-22T00:00:00.000Z",,400692,
"60 MILLIONS DE CONSOMMATEURS : OCTOBRE 2006 n.409","4082006100003","2006-09-26T00:00:00.000Z",,400693,
"GéO : OCTOBRE 2006 n.332","4062006100005","2006-09-28T00:00:00.000Z",,400694,
"CONNAISSANCE DES ARTS : OCTOBRE 2006 n.642","4152006100003","2006-09-28T00:00:00.000Z",,400695,
"L'AMI DES JARDINS : OCTOBRE 2006 n.951","4132006100005","2006-09-28T00:00:00.000Z",,400696,
"xxx erreur xxx","4012011000005","2006-10-04T00:00:00.000Z",,400697,
"SCIENCES ET AVENIR : OCTOBRE 2006 N°716","4112006100007","2006-10-09T00:00:00.000Z",,400698,
"ART ET DÉCORATION : OCTOBRE 2006 N°428","4022006100009","2006-10-09T00:00:00.000Z",,400699,
"DÉTOURS EN FRANCE : OCTOBRE 2006 N°111","4042006100007","2006-10-09T00:00:00.000Z",,400700,
"CHASSEUR D'IMAGES : NOVEMBRE 2006 n.288","4142006110003","2006-10-12T00:00:00.000Z",,400701,
"CUISINE ET VINS DE FRANCE : NOVEMBRE 2006 n.112","4032006110007","2006-10-20T00:00:00.000Z",,400703,
"ACTION AUTO MOTO : NOVEMBRE 2006 n.139","4012006110009","2006-10-20T00:00:00.000Z",,400704,
"ORDINATEUR INDIVIDUEL : NOVEMBRE 2006 n.188","4092006110001","2006-10-20T00:00:00.000Z",,400705,
"QUE CHOISIR : NOVEMBRE 2006 n.442","4102006110007","2006-10-20T00:00:00.000Z",,400706,
"STUDIO MAGAZINE : NOVEMBRE 2006 n.228","4122006110005","2006-10-26T00:00:00.000Z",,400707,
"60 MILLIONS DE CONSOMMATEURS : NOVEMBRE 2006 n.410","4082006110002","2006-10-26T00:00:00.000Z",,400709,
"CONNAISSANCE DES ARTS : NOVEMBRE 2006 N°643","4152006110002","2006-11-03T00:00:00.000Z",,400711,
"SCIENCES ET AVENIR : NOVEMBRE 2006 N°717","4112006110006","2006-11-03T00:00:00.000Z",,400712,
"GÉO : NOVEMBRE 2006 n.333","4062006110004","2006-11-09T00:00:00.000Z",,400713,
"ART ET DÉCORATION : NOVEMBRE DECEMBRE 2006 n.429","4022006110008","2006-11-10T00:00:00.000Z",,400717,
"L'AMI DES JARDINS : NOVEMBRE 2006 n.952","4132006110004","2006-11-13T00:00:00.000Z",,400718,
"ORDINATEUR INDIVIDUEL : DECEMBRE 2006 n.189","40920061200010","2006-11-16T00:00:00.000Z",,400719,
"CHASSEUR D'IMAGES : DECEMBRE 2006 n.289","4142006120002","2006-11-16T00:00:00.000Z",,400720,
"ACTION AUTO MOTO : DECEMBRE 2006 n.140","4012006120008","2006-11-22T00:00:00.000Z",,400721,
"SCIENCES ET AVENIR : DECEMBRE 2006 n.718","4112006120005","2006-11-22T00:00:00.000Z",,400722,
"STUDIO MAGAZINE : DECEMBRE 2006 n.229","4122006120004","2006-11-22T00:00:00.000Z",,400723,
"CUISINE ET VINS DE FRANCE : DECEMBRE 2006 N°113","4032006120006","2006-11-24T00:00:00.000Z",,400725,
"QUE CHOISIR : DECEMBRE 2006 N°443","4102006120006","2006-11-24T00:00:00.000Z",,400726,
"QUE CHOISIR : SANTE N°1 DECEMBRE 2006","4102006000001","2006-11-24T00:00:00.000Z",,400727,
"CONNAISSANCE DES ARTS : DECEMBRE 2006 N° 644","4152006120001","2006-11-24T00:00:00.000Z",,400728,
"GéO : DECEMBRE 2006 n.334","4062006120003","2006-12-05T00:00:00.000Z",,400731,
"60 MILLIONS DE CONSOMMATEURS : DECEMBRE 2006 n.411","4082006120001","2006-12-05T00:00:00.000Z",,400732,
"L'AMI DES JARDINS : DECEMBRE 2006 n.953","4132006120003","2006-12-05T00:00:00.000Z",,400733,
"60 MILLIONS DE CONSOMMATEURS : HORS SERIE n.96 JANV FEV 2007 Vos droits","4082007000005","2006-12-11T00:00:00.000Z",,400734,
"DÉTOURS EN FRANCE : DECEMBRE 2006 n.112","4042006120005","2006-12-11T00:00:00.000Z",,400735,
"ORDINATEUR INDIVIDUEL : JANVIER 2007 N°190","4092007010003","2006-12-20T00:00:00.000Z",,400736,
"ACTION AUTO MOTO : JANVIER FEVRIER 2007 N°141","4012007010001","2006-12-20T00:00:00.000Z",,400737,
"SCIENCES ET AVENIR : JANVIER 2007 N°719","4112007010008","2006-12-20T00:00:00.000Z",,400738,
"SCIENCES ET AVENIR : HORS SERIE 2007 N°149H","4112007000009","2006-12-20T00:00:00.000Z",,400739,
"STUDIO MAGAZINE : JANVIER 2007 N°230","4122007010007","2006-12-20T00:00:00.000Z",,400740,
"CHASSEUR D'IMAGES : JANVIER FEVRIER 2007 N°290","4142007010005","2006-12-20T00:00:00.000Z",,400741,
"STUDIO MAGAZINE : DVD N°25 JANVIER  2007","4122007000008","2006-12-20T00:00:00.000Z",,400742,
"QUE CHOISIR : JANVIER 2007 n.444","4102007010009","2006-12-21T00:00:00.000Z",,400743,
"60 MILLIONS DE CONSOMMATEURS : JANVIER 2007 N° 412","4082007010004","2007-01-09T00:00:00.000Z",,400744,
"CONNAISSANCE DES ARTS : JANVIER 2007 N°645","4152007010004","2007-01-09T00:00:00.000Z",,400745,
"ART ET DÉCORATION : JANVIER FEVRIER 2007 n.430","40220070100010","2007-01-12T00:00:00.000Z",,400746,
"DÉTOURS EN FRANCE : JANVIER FEVRIER 2007 n.113","4042007010008","2007-01-12T00:00:00.000Z",,400747,
"GÉO : JANVIER 2007 n.335","4062007010006","2007-01-12T00:00:00.000Z",,400748,
"L'AMI DES JARDINS : JANVIER 2007 n.954","4132007010006","2007-01-12T00:00:00.000Z",,400749,
"CONNAISSANCE DES ARTS : FEVRIER 2007 N°646","4152007020003","2007-01-25T00:00:00.000Z",,400751,
"60 MILLIONS DE CONSOMMATEURS : FEVRIER 2007 N°413","4082007020003","2007-01-25T00:00:00.000Z",,400752,
"STUDIO MAGAZINE : FEVRIER 2007 N°231","4122007020006","2007-01-25T00:00:00.000Z",,400753,
"L'AMI DES JARDINS : FEVRIER 2007 N°955","4132007020005","2007-01-25T00:00:00.000Z",,400754,
"SCIENCES ET AVENIR : FEVRIER 2007 N°720","4112007020007","2007-01-25T00:00:00.000Z",,400755,
"ORDINATEUR INDIVIDUEL : FEVRIER 2007 N°191","4092007020002","2007-01-25T00:00:00.000Z",,400756,
"QUE CHOISIR : FEVRIER 2007 N°445","4102007020008","2007-01-25T00:00:00.000Z",,400757,
"GÉO : FEVRIER 2007 n.336","4062007020005","2007-02-01T00:00:00.000Z",,400758,
"CUISINE ET VINS DE FRANCE : FEVRIER  MARS 2007 n.114","4032007020008","2007-02-05T00:00:00.000Z",,400759,
"CHASSEUR D'IMAGES : MARS 2007 n.291","4142007030003","2007-02-09T00:00:00.000Z",,400760,
"ART ET DÉCORATION : MARS 2007 n.431","4022007030008","2007-02-09T00:00:00.000Z",,400761,
"ACTION AUTO MOTO : MARS 2007 n.142","4012007030009","2007-02-21T00:00:00.000Z",,400762,
"STUDIO MAGAZINE : MARS 2007 n.232","4122007030005","2007-02-21T00:00:00.000Z",,400763,
"ORDINATEUR INDIVIDUEL : MARS 2007 n.192","4092007030001","2007-02-26T00:00:00.000Z",,400764,
"GÉO : MARS 2007 N°337","4062007030004","2007-03-02T00:00:00.000Z",,400766,
"L'AMI DES JARDINS : MARS 2007 N°956","4132007030004","2007-03-02T00:00:00.000Z",,400767,
"CONNAISSANCE DES ARTS : MARS 2007 N°647","4152007030002","2007-03-02T00:00:00.000Z",,400768,
"QUE CHOISIR : MARS 2007 N°446","4102007030007","2007-03-02T00:00:00.000Z",,400769,
"SCIENCES ET AVENIR : MARS 2007 N°721","4112007030006","2007-03-02T00:00:00.000Z",,400770,
"60 MILLIONS DE CONSOMMATEURS : MARS 2007 N°414","4082007030002","2007-03-02T00:00:00.000Z",,400771,
"DÉTOURS EN FRANCE : MARS 2007 n.114","4042007030006","2007-03-07T00:00:00.000Z",,400772,
"ART ET DÉCORATION : AVRIL 2007","4022007040007","2007-03-16T00:00:00.000Z",,400774,
"STUDIO MAGAZINE : AVRIL 2007 n.233","4122007040004","2007-03-21T00:00:00.000Z",,400775,
"CHASSEUR D'IMAGES : AVRIL 2007 n.292","4142007040002","2007-03-21T00:00:00.000Z",,400776,
"ACTION AUTO MOTO : AVRIL 2007 n.143","4012007040008","2007-03-22T00:00:00.000Z",,400777,
"ORDINATEUR INDIVIDUEL : AVRIL 2007 n.193","40920070400010","2007-03-22T00:00:00.000Z",,400778,
"L'AMI DES JARDINS : AVRIL 2007 N°957","4132007040003","2007-03-28T00:00:00.000Z",,400779,
"CONNAISSANCE DES ARTS : AVRIL 2007 N°648","4152007040001","2007-03-28T00:00:00.000Z",,400780,
"GÉO : AVRIL 2007 N°338","4062007040003","2007-03-28T00:00:00.000Z",,400781,
"60 MILLIONS DE CONSOMMATEURS : AVRIL 2007 N°415","4082007040001","2007-03-28T00:00:00.000Z",,400782,
"QUE CHOISIR : AVRIL 2007 N°447","4102007040006","2007-03-28T00:00:00.000Z",,400783,
"SCIENCES ET AVENIR : AVRIL 2007 n.722","4112007040005","2007-03-30T00:00:00.000Z",,400785,
"DÉTOURS EN FRANCE : AVRIL 2007 N°115","4042007040005","2007-04-20T00:00:00.000Z",,400786,
"60 MILLIONS DE CONSOMMATEURS : MAI 2007 N°416","40820070500010","2007-04-20T00:00:00.000Z",,400787,
"STUDIO MAGAZINE : MAI 2007 N°234","4122007050003","2007-04-20T00:00:00.000Z",,400788,
"CONNAISSANCE DES ARTS : HORS SERIE 2007 N°315","4152007000005","2007-04-20T00:00:00.000Z",,400789,
"CHASSEUR D'IMAGES : MAI 2007 N°293","4142007050001","2007-04-20T00:00:00.000Z",,400790,
"QUE CHOISIR : MAI 2007 N°448","4102007050005","2007-04-20T00:00:00.000Z",,400791,
"ORDINATEUR INDIVIDUEL : MAI 2007 N°194","4092007050009","2007-04-20T00:00:00.000Z",,400792,
"SCIENCES ET AVENIR : MAI 2007 N°723","4112007050004","2007-04-25T00:00:00.000Z",,400794,
"L'AMI DES JARDINS : MAI 2007 N°958","4132007050002","2007-04-25T00:00:00.000Z",,400795,
"GéO : MAI 2007 N°339","4062007050002","2007-04-25T00:00:00.000Z",,400796,
"CONNAISSANCE DES ARTS : MAI 2007 N°649","41520070500010","2007-04-25T00:00:00.000Z",,400798,
"ART ET DéCORATION : MAI 2007 N°433","4022007050006","2007-04-25T00:00:00.000Z",,400799,
"DÉTOURS EN FRANCE : MAI 2007 n.116","4042007050004","2007-05-04T00:00:00.000Z",,400800,
"STUDIO MAGAZINE : JUIN 2007 n.235","4122007060002","2007-05-15T00:00:00.000Z",,400802,
"CHASSEUR D'IMAGES : JUIN 2007 n.297","41420070600010","2007-05-16T00:00:00.000Z",,400803,
"CUISINE ET VINS DE FRANCE : AVRIL-MAI 2007 N°115","4032007050005","2007-05-25T00:00:00.000Z",,400804,
"ORDINATEUR INDIVIDUEL : JUIN 2007 N°195","4092007060008","2007-05-25T00:00:00.000Z",,400805,
"QUE CHOISIR : JUIN 2007 n.449","4102007060004","2007-05-25T00:00:00.000Z",,400806,
"60 MILLIONS DE CONSOMMATEURS : JUIN 2007 N°417","4082007060009","2007-05-25T00:00:00.000Z",,400807,
"ART ET DéCORATION : JUIN 2007 N°434","4022007060005","2007-05-25T00:00:00.000Z",,400808,
"CUISINE ET VINS DE FRANCE : JUIN JUILLET AOUT 2007 n.116","4032007060004","2007-06-04T00:00:00.000Z",,400809,
"L'AMI DES JARDINS : JUIN 2007 n.959","4132007060001","2007-06-04T00:00:00.000Z",,400810,
"SCIENCES ET AVENIR : JUIN 2007 n.724","4112007060003","2007-06-04T00:00:00.000Z",,400811,
"CONNAISSANCE DES ARTS : JUIN 2007 N°650","4152007060009","2007-06-05T00:00:00.000Z",,400812,
"GéO : JUIN 2007 N°340","4062007060001","2007-06-05T00:00:00.000Z",,400813,
"LIRE : LE MAGAZINE DES LIVRES ET DES éCRIVAINS : AVRIL 2007","41620070400010","2007-06-07T00:00:00.000Z",,400814,
"LIRE : LE MAGAZINE DES LIVRES ET DES éCRIVAINS : MAI 2007","4162007050009","2007-06-07T00:00:00.000Z",,400815,
"DéTOURS EN FRANCE : JUIN 2007 n.1175","4042007060003","2007-06-08T00:00:00.000Z",,400816,
"STUDIO MAGAZINE : JUILLET 2007 n.236","4122007070001","2007-06-21T00:00:00.000Z",,400818,
"CHASSEUR D'IMAGES : JUILLET 2007 N°295","4142007070009","2007-06-26T00:00:00.000Z",,400819,
"ORDINATEUR INDIVIDUEL : JUILLET 2007 N°196","4092007070007","2007-06-26T00:00:00.000Z",,400820,
"QUE CHOISIR : JUILLET 2007 N°450","4102007070003","2007-06-26T00:00:00.000Z",,400821,
"ART ET DÉCORATION : JUILLET-AOUT 2007 N°435","4022007070004","2007-06-29T00:00:00.000Z",,400822,
"ART ET DÉCORATION : JUILLET-AOUT 2007 SUPPLEMENT AU N°435","4022007000001","2007-06-29T00:00:00.000Z",,400823,
"L'AMI DES JARDINS : JUILLET 2007 N°960","41320070700010","2007-06-29T00:00:00.000Z",,400824,
"GÉO : JUILLET 2007 N°341","40620070700010","2007-06-29T00:00:00.000Z",,400825,
"SCIENCES ET AVENIR : JUILLET 2007 N°725","4112007070002","2007-06-29T00:00:00.000Z",,400826,
"CONNAISSANCE DES ARTS : JUILLET-AOUT 2007 N°651","4152007070008","2007-06-29T00:00:00.000Z",,400828,
"60 MILLIONS DE CONSOMMATEURS : JUILLET-AOUT 2007 N°418","4082007070008","2007-06-29T00:00:00.000Z",,400829,
"LIRE : LE MAGAZINE DES LIVRES ET DES ÉCRIVAINS : JUIN 2007","4162007060008","2007-06-29T00:00:00.000Z",,400830,
"DÉTOURS EN FRANCE : JUILLET 2007 n.118","4042007070002","2007-07-06T00:00:00.000Z",,400831,
"CUISINE ET VINS DE FRANCE : HORS SERIE 2007","40320070000010","2007-07-06T00:00:00.000Z",,400832,
"STUDIO MAGAZINE : AOUT 2007 n.237","41220070800010","2007-07-20T00:00:00.000Z",,400833,
"CHASSEUR D'IMAGES : AOÛT - SEPTEMBRE 2007","4142007090007","2007-07-20T00:00:00.000Z",,400834,
"GéO : AOUT 2007 N°342","4062007080009","2007-08-17T00:00:00.000Z",,400835,
"SCIENCES ET AVENIR : AOUT 2007 N°726","4112007080001","2007-08-17T00:00:00.000Z",,400836,
"ACTION AUTO MOTO : MAI 2007 N°144","4012007050007","2007-08-17T00:00:00.000Z",,400837,
"ACTION AUTO MOTO : JUIN 2007 N°145","4012007060006","2007-08-17T00:00:00.000Z",,400838,
"L'AMI DES JARDINS : AOUT 2007 N°961","4132007080009","2007-08-17T00:00:00.000Z",,400839,
"L'AMI DES JARDINS : HORS SERIE 2007 N°137H PERGOLAS","4132007000007","2007-08-17T00:00:00.000Z",,400840,
"ART ET DéCORATION : SEPTEMBRE 2007 N°436","4022007090002","2007-08-17T00:00:00.000Z",,400841,
"DéTOURS EN FRANCE : AOUT 2007 N°119","4042007080001","2007-08-17T00:00:00.000Z",,400842,
"QUE CHOISIR : SEPTEMBRE 2007 n451","4102007090001","2007-09-07T00:00:00.000Z",,400843,
"60 MILLIONS DE CONSOMMATEURS : SEPTEMBRE 2007 n419","4082007090006","2007-09-07T00:00:00.000Z",,400844,
"CUISINE ET VINS DE FRANCE : SEPTEMBRE-OCTOBRE 2007 n117","4032007090001","2007-09-07T00:00:00.000Z",,400845,
"ORDINATEUR INDIVIDUEL : SEPTEMBRE 2007 n197","4092007090005","2007-09-07T00:00:00.000Z",,400846,
"GéO : SEPTEMBRE 2007 n343","4062007090008","2007-09-07T00:00:00.000Z",,400848,
"SCIENCES ET AVENIR : SEPTEMBRE 2007 n727","41120070900010","2007-09-07T00:00:00.000Z",,400849,
"DéTOURS EN FRANCE : SEPTEMBRE 2007 n120","40420070900010","2007-09-07T00:00:00.000Z",,400850,
"CONNAISSANCE DES ARTS : SEPTEMBRE 2007 n 652","4152007090006","2007-09-07T00:00:00.000Z",,400851,
"L'AMI DES JARDINS : SEPTEMBRE 2007 n962","4132007090008","2007-09-07T00:00:00.000Z",,400852,
"STUDIO MAGAZINE : SEPTEMBRE 2007 n238","4122007090009","2007-09-07T00:00:00.000Z",,400853,
"CHASSEUR D'IMAGES : OCTOBRE 2007 n.297","4142007100003","2007-09-18T00:00:00.000Z",,400854,
"QUE CHOISIR : OCTOBRE 2007 N°452","4102007100007","2007-09-27T00:00:00.000Z",,400856,
"L'AMI DES JARDINS : OCTOBRE 2007 N°963","4132007100004","2007-09-27T00:00:00.000Z",,400857,
