title,code_barre,date_acquis,date_hors_circu,ref,tags
"ART ET DéCORATION : AVRIL 2004 n407","40220040400010","2004-03-25T00:00:00.000Z",,400289,
"ACTION AUTO MOTO : AVRIL 2004 n.110","4012004040001","2004-03-26T00:00:00.000Z",,400290,
"QUE CHOISIR : AVRIL 2004 n.414","4102004040009","2004-03-26T00:00:00.000Z",,400291,
"ORDINATEUR INDIVIDUEL : AVRIL 2004 n.160","4092004040003","2004-03-26T00:00:00.000Z",,400292,
"SCIENCES ET AVENIR : AVRIL 2004 n.686","4112004040008","2004-03-26T00:00:00.000Z",,400293,
"60 MILLIONS DE CONSOMMATEURS : AVRIL 2004 n.382","4082004040004","2004-03-26T00:00:00.000Z",,400294,
"SCIENCES ET AVENIR : H. S. 2004 - Le mystère des nombres","4112004000002","2004-03-26T00:00:00.000Z",,400295,
"CUISINE ET VINS DE FRANCE : AVRIL MAI 2004 n.97","4032004040009","2004-04-09T00:00:00.000Z",,400296,
"L'éCOLE DES PARENTS : AVRIL-MAI  2004 n.2","4052004040007","2004-04-20T00:00:00.000Z",,400299,
"STUDIO MAGAZINE : HORS SERIE 2004 avril n.200","4122004000001","2004-04-22T00:00:00.000Z",,400300,
"GéO : MAI 2004 n.303","4062004050005","2004-04-23T00:00:00.000Z",,400301,
"DéTOURS EN FRANCE : MAI 2004 N:89","4042004050007","2004-04-23T00:00:00.000Z",,400302,
"ACTION AUTO MOTO : MAI 2004 n.111","40120040500010","2004-04-30T00:00:00.000Z",,400303,
"ORDINATEUR INDIVIDUEL : MAI 2004 n.161","4092004050002","2004-04-30T00:00:00.000Z",,400304,
"GEO : MARS 2004 n.301","4062004030007","2004-04-30T00:00:00.000Z",,400305,
"60 MILLIONS DE CONSOMMATEURS : MAI 2004 n.383","4082004050003","2004-04-30T00:00:00.000Z",,400306,
"QUE CHOISIR : MAI 2004 n.415","4102004050008","2004-04-30T00:00:00.000Z",,400307,
"ART ET DéCORATION : Mai-JUIN 2004 n.408","4022004060008","2004-05-06T00:00:00.000Z",,400308,
"STUDIO MAGAZINE : MAI 2004 n.201","4122004050006","2004-05-07T00:00:00.000Z",,400309,
"100 IDéES JARDIN été : JUIN 2004 N.22","4072004060003","2004-05-18T00:00:00.000Z",,400310,
"60 MILLIONS DE CONSOMMATEURS : JUIN 2004 n.384","4082004060002","2004-05-28T00:00:00.000Z",,400311,
"GéO : JUIN 2004 n.304","4062004060004","2004-05-28T00:00:00.000Z",,400312,
"SCIENCES ET AVENIR : MAI 2004 n.687","4112004050007","2004-06-01T00:00:00.000Z",,400313,
"DéTOURS EN FRANCE : JUIN 2004 n.90","4042004060006","2004-06-03T00:00:00.000Z",,400314,
"QUE CHOISIR : JUIN 2004 n.416","4102004060007","2004-06-03T00:00:00.000Z",,400315,
"SCIENCES ET AVENIR : JUIN 2004 n.688","4112004060006","2004-06-03T00:00:00.000Z",,400316,
"ACTION AUTO MOTO : JUIN 2004 n.112","4012004060009","2004-06-03T00:00:00.000Z",,400317,
"STUDIO MAGAZINE : JUIN 2004  n.202","4122004060005","2004-06-10T00:00:00.000Z",,400318,
"CUISINE ET VINS DE FRANCE : JUILLET 2004 n.98","4032004070006","2004-06-10T00:00:00.000Z",,400319,
"ORDINATEUR INDIVIDUEL : JUIN 2004 n.162","4092004060001","2004-06-11T00:00:00.000Z",,400320,
"L'éCOLE DES PARENTS : JUIN JUILET 2004 n.3","4052004060005","2004-06-17T00:00:00.000Z",,400321,
"ART ET DéCORATION : JUILLET AOUT 2004 n.409","4022004080006","2004-06-17T00:00:00.000Z",,400323,
"ART ET DéCORATION : Supplement Juillet  Aout  2004","4022004000004","2004-06-18T00:00:00.000Z",,400324,
"GéO : AVRIL 2004 n.302","4062004040006","2004-06-18T00:00:00.000Z",,400326,
"SCIENCES ET AVENIR : JUILLET 2004 n.689","4112004070005","2004-06-24T00:00:00.000Z",,400328,
"GéO : JUILLET 2004 n.305","4062004070003","2004-06-24T00:00:00.000Z",,400329,
"STUDIO MAGAZINE : JUILLET 2004 n.203","4122004070004","2004-06-29T00:00:00.000Z",,400330,
"STUDIO MAGAZINE : HORS SERIE 2014","4122014000008","2004-07-01T00:00:00.000Z",,400331,
"60 MILLIONS DE CONSOMMATEURS : n.385 JUILLET 2004","4082004070001","2004-07-02T00:00:00.000Z",,400332,
"ACTION AUTO MOTO : n.113 JUILLET 2004","4012004070008","2004-07-02T00:00:00.000Z",,400333,
"QUE CHOISIR : n417 JUILLET 2004","4102004070006","2004-07-06T00:00:00.000Z",,400334,
"ORDINATEUR INDIVIDUEL n.163 : JUILLET 2004","40920040700010","2004-07-06T00:00:00.000Z",,400335,
"DéTOURS EN FRANCE : n.91 JUILLET 2004","4042004070005","2004-07-08T00:00:00.000Z",,400336,
"ACTION AUTO MOTO : AOUT 2004 n114.","4012004080007","2004-07-27T00:00:00.000Z",,400337,
"GéO : AOUT 2004 N°306","4062004080002","2004-08-06T00:00:00.000Z",,400338,
"SCIENCES ET AVENIR : AOUT 2004 N°690","4112004080004","2004-08-06T00:00:00.000Z",,400339,
"L'AMI DES JARDINS : AOUT 2004 N°925","4132004080002","2004-08-06T00:00:00.000Z",,400340,
"QUE CHOISIR : SEPTEMBRE 2004 n.418","4102004090004","2004-08-20T00:00:00.000Z",,400341,
"STUDIO MAGAZINE : SEPTEMBRE 2004 n204","4122004090002","2004-08-24T00:00:00.000Z",,400342,
"ART ET DÉCORATION : SEPTEMBRE 2004 n.410","4022004090005","2004-08-24T00:00:00.000Z",,400343,
"CUISINE ET VINS DE FRANCE : HORS SERIE Special Vins 2004","4032004000003","2004-09-02T00:00:00.000Z",,400344,
"CUISINE ET VINS DE FRANCE : SEPTEMBRE OCTOBRE 2004 n.99","4032004090004","2004-09-02T00:00:00.000Z",,400345,
"100 IDéES JARDIN : Automne 2004 n.23","40720040900010","2004-09-02T00:00:00.000Z",,400346,
"60 MILLIONS DE CONSOMMATEURS : SEPTEMBRE 2004 n.386","4082004090009","2004-09-02T00:00:00.000Z",,400347,
"ACTION AUTO MOTO : SEPTEMBRE 2004 n.115","4012004090006","2004-09-02T00:00:00.000Z",,400348,
"L'AMI DES JARDINS : SEPTEMBRE 2004 n.926","4132004090001","2004-09-02T00:00:00.000Z",,400349,
"SCIENCES ET AVENIR : SEPTEMBRE 2004 n.691","4112004090003","2004-09-02T00:00:00.000Z",,400350,
"DéTOURS EN FRANCE : SEPTEMBRE 2004 n.92","4042004090003","2004-09-02T00:00:00.000Z",,400351,
"GéO : SEPTEMBRE 2004 n.307","4062004090001","2004-09-02T00:00:00.000Z",,400352,
"ORDINATEUR INDIVIDUEL : SEPTEMBRE 2004 n.164","4092004090008","2004-09-02T00:00:00.000Z",,400353,
"ART ET DéCORATION : OCTOBRE 2004 n.411","4022004100001","2004-09-23T00:00:00.000Z",,400357,
"ACTION AUTO MOTO : OCTOBRE 2004 n.116","4012004100002","2004-09-24T00:00:00.000Z",,400358,
"GéO : OCTOBRE 2004 n.308","4062004100007","2004-09-24T00:00:00.000Z",,400359,
"L'AMI DES JARDINS : OCTOBRE 2004 n.927","4132004100007","2004-09-24T00:00:00.000Z",,400360,
"STUDIO MAGAZINE : OCTOBRE 2004","4122004100008","2004-09-28T00:00:00.000Z",,400361,
"SCIENCES ET AVENIR : OCTOBRE 2004 n.692","4112004100009","2004-10-01T00:00:00.000Z",,400363,
"ORDINATEUR INDIVIDUEL : OCTOBRE 2004 n.165","4092004100004","2004-10-01T00:00:00.000Z",,400364,
"60 MILLIONS DE CONSOMMATEURS : OCTOBRE 2004 n.387","4082004100005","2004-10-01T00:00:00.000Z",,400365,
"QUE CHOISIR : OCTOBRE 2004 n.419","41020041000010","2004-10-01T00:00:00.000Z",,400366,
"60 MILLIONS DE CONSOMMATEURS : NOVEMBRE 2004 n.388","4082004110004","2004-10-14T00:00:00.000Z",,400367,
"DéTOURS EN FRANCE : n93 NOVEMBRE 2004","4042004110008","2004-10-14T00:00:00.000Z",,400368,
"L'éCOLE DES PARENTS : n.4 NOVEMBRE 2004","4052004110007","2004-10-14T00:00:00.000Z",,400369,
"CUISINE ET VINS DE FRANCEn.100  : NOVEMBRE 2004","4032004110009","2004-10-21T00:00:00.000Z",,400370,
"ACTION AUTO MOTO n. 117 : NOVEMBRE 2004","4012004110001","2004-10-21T00:00:00.000Z",,400371,
"L'AMI DES JARDINS : NOVEMBRE 2004 n.928","4132004110006","2004-10-22T00:00:00.000Z",,400372,
"STUDIO MAGAZINE : NOVEMBRE 2004","4122004110007","2004-11-02T00:00:00.000Z",,400373,
"100 IDéES JARDIN : n.24 hiver 2004/2005","4072004110005","2004-11-05T00:00:00.000Z",,400375,
"QUE CHOISIR : NOVEMBRE 2004 n.420","4102004110009","2004-11-05T00:00:00.000Z",,400376,
"GéO : NOVEMBRE 2004 n°309","4062004110006","2004-11-05T00:00:00.000Z",,400377,
"SCIENCES ET AVENIR : NOVEMBRE 2004- n°693","4112004110008","2004-11-05T00:00:00.000Z",,400378,
"ORDINATEUR INDIVIDUEL N.166  : NOVEMBRE 2004","4092004110003","2004-11-09T00:00:00.000Z",,400380,
"ART ET DéCORATION : NOVEMBRE DECEMBRE 2004 n.412","4022004120009","2004-11-09T00:00:00.000Z",,400381,
"ACTION AUTO MOTO : DECEMBRE 2004 N.118","40120041200010","2004-11-18T00:00:00.000Z",,400383,
"ORDINATEUR INDIVIDUEL : n. 167 DECEMBRE 2004","4092004120002","2004-11-18T00:00:00.000Z",,400385,
"QUE CHOISIR : DECEMBRE 2004 n.421","4102004120008","2004-11-23T00:00:00.000Z",,400386,
"SCIENCES ET AVENIR : DECEMBRE 2004 n.694","4112004120007","2004-11-23T00:00:00.000Z",,400387,
"GéO : DECEMBRE 2004 n.310","4062004120005","2004-11-26T00:00:00.000Z",,400389,
"L'AMI DES JARDINS : DECEMBRE 2004 n.929","4132004120005","2004-11-26T00:00:00.000Z",,400390,
"60 MILLIONS DE CONSOMMATEURS : DECEMBRE 2004 n.389","4082004120003","2004-11-26T00:00:00.000Z",,400391,
"STUDIO MAGAZINE : n. 207 DECEMBRE 2004","4122004120006","2004-11-30T00:00:00.000Z",,400392,
"DéTOURS EN FRANCE : DECEMBRE 2004 n.94","4042004120007","2004-12-07T00:00:00.000Z",,400394,
"CUISINE ET VINS DE FRANCE n. 101 : DECEMBRE 2004","4032004120008","2004-12-10T00:00:00.000Z",,400395,
"L'ECOLE DES PARENTS : DECEMBRE 2004 JANVIER 2005","4052004120006","2004-12-14T00:00:00.000Z",,400396,
"ACTION AUTO MOTO : JANVIER FEVRIER 2005 N.119","4012005010003","2004-12-17T00:00:00.000Z",,400398,
"L'AMI DES JARDINS : JANVIER 2005 n.930","4132005010008","2005-01-04T00:00:00.000Z",,400399,
"GÉO : JANVIER 2005 n.311","4062005010008","2005-01-04T00:00:00.000Z",,400400,
"SCIENCES ET AVENIR : JANVIER 2005 n.695","41120050100010","2005-01-04T00:00:00.000Z",,400401,
"ORDINATEUR INDIVIDUEL : JANVIER 2005 n.168","4092005010005","2005-01-04T00:00:00.000Z",,400402,
"QUE CHOISIR : JANVIER 2005 n.422","4102005010001","2005-01-04T00:00:00.000Z",,400403,
"60 MILLIONS DE CONSOMMATEURS : JANVIER 2005 n.390","4082005010006","2005-01-04T00:00:00.000Z",,400404,
"60 MILLIONS DE CONSOMMATEURS : HORS SERIE impots 2005","4082005000007","2005-01-07T00:00:00.000Z",,400405,
"STUDIO MAGAZINE : JANVIER 2005 n.208","4122005010009","2005-01-11T00:00:00.000Z",,400406,
"STUDIO MAGAZINE : DVD n.3 janvier 2005","41220050000010","2005-01-14T00:00:00.000Z",,400407,
"ART ET DéCORATION : JANVIER FEVRIER 2005 n.413","4022005010002","2005-02-03T00:00:00.000Z",,400408,
"QUE CHOISIR : FEVRIER 2005 n.423","41020050200010","2005-02-03T00:00:00.000Z",,400409,
"SCIENCES ET AVENIR : FEVRIER 2005 n.696","4112005020009","2005-02-03T00:00:00.000Z",,400410,
"L'AMI DES JARDINS : FEVRIER 2005 n.931","4132005020007","2005-02-03T00:00:00.000Z",,400411,
"GéO : FEVRIER 2005 n.312","4062005020007","2005-02-03T00:00:00.000Z",,400412,
"DéTOURS EN FRANCE : FEVRIER 2005 n.95","4042005020009","2005-02-03T00:00:00.000Z",,400413,
"STUDIO MAGAZINE : FEVRIER 2005 n.209","4122005020008","2005-02-03T00:00:00.000Z",,400414,
"60 MILLIONS DE CONSOMMATEURS : FEVRIER 2005 n.391","4082005020005","2005-02-03T00:00:00.000Z",,400415,
"ORDINATEUR INDIVIDUEL : FEVRIER 2005 n.169","4092005020004","2005-02-03T00:00:00.000Z",,400417,
"CUISINE ET VINS DE FRANCE : FEVRIER 2005 n.102","40320050200010","2005-02-08T00:00:00.000Z",,400418,
"ART ET DéCORATION : MARS 2005 n.414","40220050300010","2005-02-08T00:00:00.000Z",,400419,
"100 IDÉES JARDIN : MARS 2005 PRINTEMPS n.25","4072005030005","2005-03-01T00:00:00.000Z",,400420,
"QUE CHOISIR : MARS 2005 n.424","4102005030009","2005-03-01T00:00:00.000Z",,400421,
"60 MILLIONS DE CONSOMMATEURS : MARS 2005 n.392","4082005030004","2005-03-01T00:00:00.000Z",,400422,
"QUE CHOISIR : HORS SERIE Argent n.97 Fevrier 2005","4102005000002","2005-03-01T00:00:00.000Z",,400424,
"ACTION AUTO MOTO : MARS 2005 n.120","4012005030001","2005-03-03T00:00:00.000Z",,400425,
"GÉO : MARS 2005 n.313","4062005030006","2005-03-03T00:00:00.000Z",,400426,
"L'ÉCOLE DES PARENTS : FEVRIER MARS 2005","4052005030007","2005-03-03T00:00:00.000Z",,400427,
"L'AMI DES JARDINS : MARS 2005 n.932","4132005030006","2005-03-03T00:00:00.000Z",,400428,
"DÉTOURS EN FRANCE : MARS AVRIL 2005 n.96","4042005030008","2005-03-03T00:00:00.000Z",,400429,
"STUDIO MAGAZINE : MARS 2005 n.210","4122005030007","2005-03-03T00:00:00.000Z",,400431,
"ORDINATEUR INDIVIDUEL : MARS 2005 n.170","4092005030003","2005-03-03T00:00:00.000Z",,400432,
"SCIENCES ET AVENIR : MARS 2005 n.697","4112005030008","2005-03-03T00:00:00.000Z",,400433,
"CHASSEUR D'IMAGES : AVRIL 2005 n°272","4142005040004","2005-03-15T00:00:00.000Z",,400434,
"60 MILLIONS DE CONSOMMATEURS : AVRIL 2005 n.393","4082005040003","2005-03-15T00:00:00.000Z",,400435,
"QUE CHOISIR : AVRIL 2005 n.425","4102005040008","2005-03-23T00:00:00.000Z",,400437,
"SCIENCES ET AVENIR : HORS SERIE 2005 n.142 - 10 brèves histoires de faits scientifiques","4112005000001","2005-03-23T00:00:00.000Z",,400438,
"SCIENCES ET AVENIR : AVRIL 2005 n.698","4112005040007","2005-03-23T00:00:00.000Z",,400439,
"STUDIO MAGAZINE : AVRIL 2005 n.211","4122005040006","2005-03-24T00:00:00.000Z",,400440,
"CONNAISSANCE DES ARTS : AVRIL 2005","4152005040003","2005-03-25T00:00:00.000Z",,400442,
"ART ET DéCORATION : AVRIL 2005","4022005040009","2005-03-25T00:00:00.000Z",,400443,
"ACTION AUTO MOTO : AVRIL 2005 n.121","40120050400010","2005-03-31T00:00:00.000Z",,400444,
"L'AMI DES JARDINS : AVRIL 2005 n.933","4132005040005","2005-03-31T00:00:00.000Z",,400445,
"GéO : AVRIL 2005 n.314","4062005040005","2005-03-31T00:00:00.000Z",,400446,
"ORDINATEUR INDIVIDUEL : AVRIL 2005 n.171","4092005040002","2005-04-04T00:00:00.000Z",,400447,
"CUISINE ET VINS DE FRANCE : AVRIL-MAI 2005 n.103","4032005040008","2005-04-07T00:00:00.000Z",,400448,
"CHASSEUR D'IMAGES : MAI 2005 n.273","4142005050003","2005-04-14T00:00:00.000Z",,400449,
"ORDINATEUR INDIVIDUEL : MAI 2005 n.172","4092005050001","2005-04-22T00:00:00.000Z",,400452,
"ACTION AUTO MOTO : MAI 2005 n.122","4012005050009","2005-05-03T00:00:00.000Z",,400453,
"QUE CHOISIR : MAI 2005 n.426","4102005050007","2005-05-03T00:00:00.000Z",,400454,
"L'AMI DES JARDINS : MAI 2005 n.934","4132005050004","2005-05-03T00:00:00.000Z",,400455,
"DÉTOURS EN FRANCE : MAI 2005 n.97S","4042005050006","2005-05-03T00:00:00.000Z",,400456,
"60 MILLIONS DE CONSOMMATEURS : MAI 2005 n.394","4082005050002","2005-05-03T00:00:00.000Z",,400457,
"CONNAISSANCE DES ARTS : MAI 2005 n.627","4152005050002","2005-05-03T00:00:00.000Z",,400458,
"SCIENCES ET AVENIR : MAI 2005 n.699","4112005050006","2005-05-03T00:00:00.000Z",,400459,
"GÉO : MAI 2005 n.315","4062005050004","2005-05-03T00:00:00.000Z",,400460,
"STUDIO MAGAZINE : MAI 2005 n.212","4122005050005","2005-05-12T00:00:00.000Z",,400461,
"100 IDéES JARDIN : ETE 2005 n.26","4072005050003","2005-05-12T00:00:00.000Z",,400463,
"ACTION AUTO MOTO : JUIN 2005 n.123","4012005060008","2005-05-26T00:00:00.000Z",,400465,
"QUE CHOISIR : JUIN 2005 n.427","4102005060006","2005-05-26T00:00:00.000Z",,400466,
"SCIENCES ET AVENIR : JUIN 2005 n.700","4112005060005","2005-05-26T00:00:00.000Z",,400467,
"L'AMI DES JARDINS : JUIN 2005 n.935","4132005060003","2005-05-26T00:00:00.000Z",,400468,
"ART ET DéCORATION : MAI JUIN 2005 n.416","4022005060007","2005-05-26T00:00:00.000Z",,400469,
"GéO : JUIN 2005 n.316","4062005060003","2005-05-26T00:00:00.000Z",,400470,
"CONNAISSANCE DES ARTS : JUIN 2005 n.628","4152005060001","2005-05-26T00:00:00.000Z",,400471,
"CHASSEUR D'IMAGES : JUIN 2005 N°274","4142005060002","2005-06-03T00:00:00.000Z",,400472,
"STUDIO MAGAZINE : JUIN 2005 n.213","4122005060004","2005-06-07T00:00:00.000Z",,400473,
"ORDINATEUR INDIVIDUEL : JUIN 2005 n.173","40920050600010","2005-06-07T00:00:00.000Z",,400475,
"DÉTOURS EN FRANCE : JUIN 2005 n.98S","4042005060005","2005-06-07T00:00:00.000Z",,400476,
"ART ET DÉCORATION : JUILLET AOUT 2005 n.417","4022005070006","2005-06-17T00:00:00.000Z",,400477,
"ART ET DÉCORATION : HORS SERIE 2005 n.417 supplement","4022005000003","2005-06-17T00:00:00.000Z",,400478,
"CUISINE ET VINS DE FRANCE : JUIN-AOUT 2005 n.104","4032005060006","2005-06-20T00:00:00.000Z",,400480,
"SCIENCES ET AVENIR : JUILLET 2005 N°701","4112005070004","2005-06-23T00:00:00.000Z",,400481,
"CONNAISSANCE DES ARTS : HORS SERIE 2005 N°244 Fondation Le Corbusier","4152005000007","2005-06-23T00:00:00.000Z",,400483,
"ACTION AUTO MOTO : JUILLET 2005 N°124","4012005070007","2005-06-23T00:00:00.000Z",,400485,
"CHASSEUR D'IMAGES : JUILLET 2005 N°275","4142005070001","2005-06-23T00:00:00.000Z",,400486,
"L'AMI DES JARDINS : JUILLET 2005 n.936","4132005070002","2005-06-28T00:00:00.000Z",,400487,
"QUE CHOISIR : JUILLET AOUT 2005 n.428","4102005070005","2005-06-28T00:00:00.000Z",,400489,
"60 MILLIONS DE CONSOMMATEURS : JUILLET AOUT 2005 n.396","40820050700010","2005-06-28T00:00:00.000Z",,400490,
"STUDIO MAGAZINE : JUILLET AOUT 2005 n.214","4122005070003","2005-06-28T00:00:00.000Z",,400491,
"GÉO : JUILLET 2005 n.317","4062005070002","2005-07-04T00:00:00.000Z",,400493,
"CONNAISSANCE DES ARTS : JUILLET AOUT 2005 n.629","41520050700010","2005-07-04T00:00:00.000Z",,400494,
"DÉTOURS EN FRANCE : JUILLET AOUT 2005 n.99","4042005070004","2005-07-04T00:00:00.000Z",,400495,
"ORDINATEUR INDIVIDUEL : JUILLET AOUT 2005 n.174","4092005070009","2005-07-05T00:00:00.000Z",,400496,
"ACTION AUTO MOTO : AOUT 2005 n.125","4012005080006","2005-07-22T00:00:00.000Z",,400497,
"CHASSEUR D'IMAGES : AOUT 2005 n°276","41420050800010","2005-07-22T00:00:00.000Z",,400498,
"100 IDÉES JARDIN : SPECIAL ETE 2005","4072005070001","2005-07-22T00:00:00.000Z",,400499,
"SCIENCES ET AVENIR : AOUT 2005 N°702","4112005080003","2005-08-03T00:00:00.000Z",,400500,
"L'AMI DES JARDINS : AOUT 2005 N°937","4132005080001","2005-08-03T00:00:00.000Z",,400501,
"GÉO : AOUT 2005 N°318","4062005080001","2005-08-03T00:00:00.000Z",,400502,
"ACTION AUTO MOTO : SEPTEMBRE 2005 n.126","4012005090005","2005-08-25T00:00:00.000Z",,400503,
"L'AMI DES JARDINS : SEPTEMBRE 2005 n.938","41320050900010","2005-08-25T00:00:00.000Z",,400504,
"SCIENCES ET AVENIR : SEPTEMBRE 2005 n.703","4112005090002","2005-08-25T00:00:00.000Z",,400505,
"DÉTOURS EN FRANCE : SEPTEMBRE 2005 n.100","4042005090002","2005-08-25T00:00:00.000Z",,400506,
"GéO : SEPTEMBRE 2005 n.319","40620050900010","2005-08-30T00:00:00.000Z",,400507,
"QUE CHOISIR : SEPTEMBRE 2005 n.429","4102005090003","2005-08-30T00:00:00.000Z",,400508,
"60 MILLIONS DE CONSOMMATEURS : SEPTEMBRE 2005 n.397","4082005090008","2005-09-01T00:00:00.000Z",,400509,
"STUDIO MAGAZINE : SEPTEMBRE 2005 n.215","4122005090001","2005-09-01T00:00:00.000Z",,400510,
"CONNAISSANCE DES ARTS : SEPTEMBRE 2005 n.630","4152005090008","2005-09-01T00:00:00.000Z",,400511,
"CUISINE ET VINS DE FRANCE : HORS SERIE 2005 Special vins","4032005000002","2005-09-01T00:00:00.000Z",,400512,
"CUISINE ET VINS DE FRANCE : SEPTEMBRE OCTOBRE 2005 n.105","4032005090003","2005-09-01T00:00:00.000Z",,400513,
"ART ET DÉCORATION : OCTOBRE 2005 n.419","40220051000010","2005-09-23T00:00:00.000Z",,400516,
"ORDINATEUR INDIVIDUEL : OCTOBRE 2005 n.176","4092005100003","2005-09-27T00:00:00.000Z",,400517,
"CHASSEUR D'IMAGES : OCTOBRE 2005 n.277","4142005100005","2005-09-27T00:00:00.000Z",,400518,
"L'AMI DES JARDINS : OCTOBRE 2005 n.939","4132005100006","2005-09-28T00:00:00.000Z",,400519,
"60 MILLIONS DE CONSOMMATEURS : OCTOBRE 2005 n.398","4082005100004","2005-09-28T00:00:00.000Z",,400520,
"QUE CHOISIR : OCTOBRE 2005 n.430","4102005100009","2005-09-28T00:00:00.000Z",,400521,
"ACTION AUTO MOTO : OCTOBRE 2005 n.127","4012005100001","2005-09-28T00:00:00.000Z",,400523,
"CONNAISSANCE DES ARTS : OCTOBRE 2005 n.631","4152005100004","2005-10-04T00:00:00.000Z",,400524,
"GÉO : OCTOBRE 2005 n.320","4062005100006","2005-10-04T00:00:00.000Z",,400525,
"SCIENCES ET AVENIR : OCTOBRE 2005 n.704","4112005100008","2005-10-04T00:00:00.000Z",,400526,
"STUDIO MAGAZINE : OCTOBRE 2005 n.216","4122005100007","2005-10-04T00:00:00.000Z",,400527,
"DÉTOURS EN FRANCE : OCTOBRE NOVEMBRE 2005 n.101","4042005100008","2005-10-07T00:00:00.000Z",,400529,
"CUISINE ET VINS DE FRANCE : NOVEMBRE 2005 n.106","4032005110008","2005-10-13T00:00:00.000Z",,400530,
"CHASSEUR D'IMAGES : NOVEMBRE 2005 n.278","4142005110004","2005-10-20T00:00:00.000Z",,400532,
"SCIENCES ET AVENIR : NOVEMBRE 2005 n.705","4112005110007","2005-10-26T00:00:00.000Z",,400533,
"ACTION AUTO MOTO : NOVEMBRE 2005 n.128","40120051100010","2005-10-26T00:00:00.000Z",,400534,
"QUE CHOISIR : NOVEMBRE 2005 n.431","4102005110008","2005-10-26T00:00:00.000Z",,400535,
"L'AMI DES JARDINS : NOVEMBRE 2005 n.940","4132005110005","2005-10-26T00:00:00.000Z",,400536,
"STUDIO MAGAZINE : NOVEMBRE 2005 n.217","4122005110006","2005-10-27T00:00:00.000Z",,400538,
"60 MILLIONS DE CONSOMMATEURS : NOVEMBRE 2005 n.399","4082005110003","2005-10-27T00:00:00.000Z",,400540,
"GÉO : NOVEMBRE 2005 n.321","4062005110005","2005-11-03T00:00:00.000Z",,400541,
"CONNAISSANCE DES ARTS : NOVEMBRE 2005 n.632","4152005110003","2005-11-03T00:00:00.000Z",,400542,
"ORDINATEUR INDIVIDUEL : NOVEMBRE  2005 n.177","4092005110002","2005-11-03T00:00:00.000Z",,400543,
"ART ET DÉCORATION : NOVEMBRE/DEC 2005 n.420","4022005110009","2005-11-04T00:00:00.000Z",,400544,
"ACTION AUTO MOTO : DECEMBRE 2005 n.129","4012005120009","2005-11-25T00:00:00.000Z",,400546,
"ORDINATEUR INDIVIDUEL : DECEMBRE 2005 n.178","4092005120001","2005-11-25T00:00:00.000Z",,400547,
"CUISINE ET VINS DE FRANCE : DECEMBRE 2005 JANVIER 2006 n.107","4032005120007","2005-11-25T00:00:00.000Z",,400548,
"QUE CHOISIR : DECEMBRE 2005 n°432","4102005120007","2005-11-29T00:00:00.000Z",,400549,
"STUDIO MAGAZINE : DECEMBRE 2005 n.218","4122005120005","2005-11-29T00:00:00.000Z",,400550,
"CHASSEUR D'IMAGES : DECEMBRE 2005 n.279","4142005120003","2005-11-29T00:00:00.000Z",,400552,
"SCIENCES ET AVENIR : DECEMBRE 2005 n.706","4112005120006","2005-11-29T00:00:00.000Z",,400553,
"L'AMI DES JARDINS : DECEMBRE 2005 n.941","4132005120004","2005-11-29T00:00:00.000Z",,400554,
"CONNAISSANCE DES ARTS : DECEMBRE 2005 n.633","4152005120002","2005-11-29T00:00:00.000Z",,400555,
"GÉO : DECEMBRE 2005 n.322","4062005120004","2005-11-29T00:00:00.000Z",,400556,
"60 MILLIONS DE CONSOMMATEURS : DECEMBRE 2005 n.400","4082005120002","2005-12-01T00:00:00.000Z",,400557,
"DéTOURS EN FRANCE : DECEMBRE 2005 n.102","4042005120006","2005-12-05T00:00:00.000Z",,400558,
"60 MILLIONS DE CONSOMMATEURS : HORS SERIE Jan-Fev 2006 n.91 Aider nos parents âgés","4082006000006","2006-01-04T00:00:00.000Z",,400560,
"ACTION AUTO MOTO : JANVIER FEVRIER 2006 n.130","4012006010002","2006-01-05T00:00:00.000Z",,400561,
"GéO : JANVIER 2006 n.323","4062006010007","2006-01-05T00:00:00.000Z",,400562,
"QUE CHOISIR : JANVIER 2006 n.433","41020060100010","2006-01-05T00:00:00.000Z",,400563,
"CONNAISSANCE DES ARTS : JANVIER 2006 n.634","4152006010005","2006-01-05T00:00:00.000Z",,400564,
"SCIENCES ET AVENIR : JANVIER 2006 n.707","4112006010009","2006-01-05T00:00:00.000Z",,400565,
"SCIENCES ET AVENIR : HORS SERIE 2006 n.145h","41120060000010","2006-01-05T00:00:00.000Z",,400566,
"L'AMI DES JARDINS : JANVIER 2006 n.942","4132006010007","2006-01-05T00:00:00.000Z",,400567,
"L'AMI DES JARDINS : HORS SERIE 2006 n.150","4132006000008","2006-01-05T00:00:00.000Z",,400568,
"60 MILLIONS DE CONSOMMATEURS : JANVIER 2006 n.401","4082006010005","2006-01-09T00:00:00.000Z",,400569,
"STUDIO MAGAZINE : DVD Hors série  2006","4122006000009","2006-01-09T00:00:00.000Z",,400570,
"CHASSEUR D'IMAGES : JANVIER FEVRIER 2006 n.280","4142006010006","2006-01-10T00:00:00.000Z",,400571,
"DéTOURS EN FRANCE : JANVIER FEVRIER 2006 n103","4042006010009","2006-01-17T00:00:00.000Z",,400572,
"STUDIO MAGAZINE : JANVIER 2006 n.219","4122006010008","2006-01-17T00:00:00.000Z",,400574,
