title,auteur,code_barre,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"KATE","SULITZER P. L.","2000000010373","Romans français",,"2006-04-14T00:00:00.000Z",201037,"NULL",,
"LA CREATURE","FOWLES J.","2000000010380","Romans anglais",,,201038,"NULL",,
"LE JEU DE LA DAMNATION","BARKER C.","2000000010397",,,,201039,"NULL",,
"NE PLEURE PAS MA BELLE","HIGGINS CLARK M.","2000000010403",,,,201040,"NULL",,
"LA TRISTESSE DU CERF VOLANT","MALLET JORIS F.","2000000010410","Romans français",,,201041,"NULL",,
"ELLEN FOSTER","GIBBONS K.","2000000010427","Romans anglais",,,201042,"NULL",,
"UN COUPLE","BERNHEIM E.","2000000010434","Romans français",,,201043,"NULL",,
"MEURTRE A L'ANGLAISE","DECOIN D.","2000000010441","Romans français",,,201044,"NULL",,
"LUCRECE BORGIA","SAINT-LAURENT C.","2000000010458","Romans français",,,201045,"NULL",,
"FILLES DE LA CAMPAGNE","O'BRIEN E.","2000000010465","Romans anglais",,,201046,"NULL",,
"L'ANGELUS DU SOIR","CLAVEL B.","2000000010472","Romans français",,,201047,"NULL",,
"LES AILES DU MATIN","LESAGE M.","2000000010489","Romans français",,,201048,"NULL",,
"ON N'ACHETE PAS LE SOLEIL","KARINA A.","2000000010496","Romans français",,,201049,"NULL",,
"AU DEBUT D'UN BEL ETE","DUQUESNE J.","2000000010502","Romans français",,,201050,"NULL",,
"LES PETITES EGAREES","LAINE P.","2000000010519","Romans français",,,201051,"NULL",,
"NID DE FAUCON","GROSS - SALINGER","2000000010526","Romans anglais",,,201052,"NULL",,
"TOUS LES CHATS NE SONT PAS EN PELUCHE","FORLANI R.","2000000010533","Romans français",,,201053,"NULL",,
"LES VIKINGS","MADSEN","2000000010540",,,,201054,"NULL",,
"LE KRACH DE 1987","SALEM L.","2000000010564",,,,201056,"NULL",,
"LES CORBEAUX ET LES RENARDES","DORIN F.","2000000010571","Romans français",,,201057,"NULL",,
"LE PRINCE DES MAREES","CONROY P.","2000000010588","Romans anglais",,,201058,"NULL",,
"LA DANSE SACRALE","CARPENTIER A.","2000000010595","Romans espagnols",,,201059,"NULL",,
"L'EPOPEE DU BUVEUR D'EAU","IRVING J.","2000000010601","Romans anglais",,,201060,"NULL",,
"LE CHEVAL BLEME","BAYNAC J.","2000000010618","Romans français",,,201061,"NULL",,
"LA FILIERE","BORNICHE R.","2000000010625",,,,201062,"NULL",,
"SUR LA ROUTE DE GANDOLFO","LUDLUM R.","2000000010632",,,,201063,"NULL",,
"LE SCEAU DU SECRET","MUNOZ MOLINA A.","2000000010649","Romans espagnols",,,201064,"NULL",,
"LA VIE EN TEMPS DE GUERRE","SHEPARD L.","2000000010656",,,,201065,"NULL",,
"POUR ETRE DES PARENTS ACCEPTABLES","BETTELHEIM B.","2000000010663",,,,201066,"NULL",,
"REPLAY","GRIMWOOD K.","2000000010670","Romans anglais",,,201067,"NULL",,
"LES GRENIERS DE LA COLERE","EBERSOHN W.","2000000010687","Romans anglais",,,201068,"NULL",,
"HAWAI","LE GAL A.","2000000010694","Romans français",,,201069,"NULL",,
"TETE DE TURC","WALLRAFF G.","2000000010700","Romans allemands",,,201070,"NULL",,
"UNE FOLIE MEURTRIERE","JAMES P. D.","2000000010717",,,,201071,"NULL",,
"L'ECHO","BOWLES P.","2000000010724","Romans anglais",,,201072,"NULL",,
"LE PRIVE DE WALL STREET","SANDERS L.","2000000010731",,,,201073,"NULL",,
"CHRONIQUES DE MAI 68","GALLANT M.","2000000010748","Romans anglais",,,201074,"NULL",,
"C'EST BEAU UNE VILLE LA NUIT","BOHRINGER R.","2000000010755","Romans français",,,201075,"NULL",,
"LA VILLE DE NULLE PART","LURIE A.","2000000010762","Romans anglais",,,201076,"NULL",,
"SUNSET","REY P.","2000000010779","Romans français",,,201077,"NULL",,
"LA VIE EXEMPLAIRE DE RITA CAPUCHON","XENAKIS F.","2000000010786","Romans français",,,201078,"NULL",,
"LES FOLIES FRANCAISES","SOLLERS P.","2000000010793","Romans français",,,201079,"NULL",,
"ECHINE","DJIAN P.","2000000010809","Romans français",,,201080,"NULL",,
"LE TRAIN VERT","LIEBERMAN H.","2000000010816","Romans anglais",,,201081,"NULL",,
"PLEINS DE VIE","FANTE J.","2000000010823","Romans anglais",,,201082,"NULL",,
"LALCHIMISTE","COELHO P.","2000000010830","Romans espagnols",,,201083,"NULL",,
"LES EAUX ROUGES","CRESSANGES J.","2000000010847","Romans français",,,201084,"NULL",,
"LES HORDES","ZELDE J.","2000000010854","Romans français",,,201085,"NULL",,
"L'HERITAGE FOGG","PEDRON F.","2000000010861","Romans français",,,201086,"NULL",,
"LE DAHLIA NOIR","ELLROY J.","2000000010878",,,,201087,"NULL",,
"LE VOYAGEUR MAGNIFIQUE","SIMON Y.","2000000010885","Romans français",,,201088,"NULL",,
"LES PROMESSES DU CIEL ET DE LA TERRE : T3  LE GRAND","MICHELET C.","2000000010892","Romans français",,,201089,"NULL",,
"UN ETE DANS L'OUEST","LABRO P.","2000000010908","Romans français",,,201090,"NULL",,
"QUAND LES PARENTS SE SEPARENT","DOLTO F.","2000000010915",,,,201091,"NULL",,
"L'ILE BLEUE","RASPAIL J.","2000000010939","Romans français",,,201093,"NULL",,
"HORS D'ATTEINTE ?","CARRERE E.","2000000010946",,,,201094,"NULL",,
"QUELQUES PAS SUR LE CHEMIN","DOLTO F.","2000000010953",,,,201095,"NULL",,
"QUELQUES JOURS AVEC MOI","JOSSELIN J. F.","2000000010960","Romans français",,,201096,"NULL",,
"LE VRAI GOUT DE LA VIE 1","JEURY M.","2000000010977","Romans français",,,201097,"NULL",,
"LA GRANDE MURAILLE","XADARE I.","2000000010984",,,,201098,"NULL",,
"LE LOUP BLEU","INOUE Y.","2000000010991",,,,201099,"NULL",,
"UNE FORME SUR LA VILLE","GOYEN W.","2000000011004","Romans anglais",,,201100,"NULL",,
"LA FEMME SOUS L'HORIZON","QUEFFELEC Y.","2000000011011","Romans français",,,201101,"NULL",,
"LA STATUE DU COMMANDEUR","BESSON P.","2000000011028","Romans français",,,201102,"NULL",,
"RETOUR A CYTHERE","RIHOIT C.","2000000011035","Romans français",,,201103,"NULL",,
"QUI DE NOUS DEUX INVENTA L'AUTRE ?","BRUCKNER P.","2000000011042","Romans français",,,201104,"NULL",,
"CHASSE A MORT","KOONTZ D.","2000000011059",,,,201105,"NULL",,
"L'EXPOSITION COLONIALE","ORSENNA E.","2000000011066","Romans français",,,201106,"NULL",,
"LA GARE DE NANNSEE","ROUSSEAU F. O.","2000000011073","Romans français",,,201107,"NULL",,
"LE FACTEUR ASCENSION","HERBERT - RANSOM","2000000011080",,,,201108,"NULL",,
"LE HORSAIN","ALEXANDRE B.","2000000011097",,,,201109,"NULL",,
"DESTINATION CERVEAU","ASIMOV I.","2000000011103",,,,201110,"NULL",,
"LES FEMMES DE MA VIE","POIVRE D'ARVOR P.","2000000011110","Romans français",,,201111,"NULL",,
"LES AMOURS D'EMILIE TURNER","LURIE A.","2000000011127","Romans anglais",,,201112,"NULL",,
"LA SAISON DES BALS","BON G.","2000000011134","Romans français",,,201113,"NULL",,
"EVA LUNA","ALLENDE I.","2000000011141","Romans espagnols",,,201114,"NULL",,
"MADAME LE PROVISEUR","GENTZBITTEL M.","2000000011158","Romans français",,,201115,"NULL",,
"SECOND MARIAGE","BARTHELME F.","2000000011165","Romans anglais",,,201116,"NULL",,
"DES HISTOIRES POUR RIEN","MOORE L.","2000000011172","Romans anglais",,,201117,"NULL",,
"LE MONDE DE SOPHIE","GAARDER J.","2000000011189",,,,201118,"NULL",,
"LE MAS DES MICOCOULIERS","STEIL M.","2000000011196","Romans français",,,201119,"NULL",,
"LES ENFANTS DE SALONIQUE","LENTERIC B.","2000000011202","Romans français",,,201120,"NULL",,
"LE PIEGE (DEUX MINUTES DE SOLEIL EN PLUS)","RYCK F.","2000000011219",,,,201121,"NULL",,
"CA T1","KING S.","2000000011226",,,,201122,"NULL",,
"CA T2","KING S.","2000000011233",,,,201123,"NULL",,
"BONNE ESPERANCE","GREER L.","2000000011240","Romans anglais",,,201124,"NULL",,
"WERTHER, CE SOIR...","CAUVIN P.","2000000011257","Romans français",,,201125,"NULL",,
"RAMSES T 01 : LE FILS DE LA LUMIERE","JACQ C.","2000000011264","Romans français",,,201126,"NULL",,
"LE JARDIN DES HENDERSON","HERMARY-VIEILLE C.","2000000011271","Romans français",,,201127,"NULL",,
"LA PORTE DU FOND","ROCHEFORT C.","2000000011288","Romans français",,,201128,"NULL",,
"NORMANDIE NIEMEN","COURRIERE Y.","2000000011295",,,,201129,"NULL",,
"NEE COMME CA : T 3 - VIVRE COMME LES AUTRES","LEGRIX D.","2000000011394",,,,201139,"NULL",,
"BOUFFEES DE JEUNESSE","RASKIN B.","2000000011301","Romans anglais",,,201130,"NULL",,
"DOULEUR D'AOUT","CHAPSAL M.","2000000011318","Romans français",,,201131,"NULL",,
"MOI ET LUI","MORAVIA A.","2000000011325","Romans italiens",,,201132,"NULL",,
"LA SANS PAREILLE","CHANDERNAGOR F.","2000000011332","Romans français",,,201133,"NULL",,
"SPHERE","CRICHTON M.","2000000011349","Romans anglais",,,201134,"NULL",,
"DESORDRES","DIAMANT N.","2000000011356","Romans français",,,201135,"NULL",,
"CHRONIQUES DU 87è DISTRICT","MAC BAIN E.","2000000011363",,,,201136,"NULL",,
"LA BIBLIOTHEQUE IDEALE","PIVOT B.","2000000011370",,,,201137,"NULL",,
"LE GENIE DE LA BASTILLE","DIWO J.","2000000011387","Romans français",,,201138,"NULL",,
"LE ZEBRE","JARDIN A.","2000000011431","Romans français",,,201143,"NULL",,
"LES DERNIERS JOURS DE CHARLES BAUDELAIRE","LEVY B. H.","2000000011486","Romans français",,,201148,"NULL",,
"MAUDITS SAUVAGES","CLAVEL B.","2000000011493","Romans français",,,201149,"NULL",,
"RENDEZ-VOUS A LA MALOUINIERE","SIMIOT B.","2000000011509","Romans français",,,201150,"NULL",,
"DES FOURMIS PLEIN LE COEUR","COURCHAY C.","2000000011516","Romans français",,,201151,"NULL",,
"KILLER KID","KLOTZ","2000000011523","Romans anglais",,,201152,"NULL",,
"PAROLE D'HOMME","BUCHARD P.","2000000011530",,,,201153,"NULL",,
"LE BAL DU DODO","DORMANN G.","2000000011547","Romans français",,,201154,"NULL",,
"LA NOTAIRESSE","PROU S.","2000000011554","Romans français",,,201155,"NULL",,
"GRAINE DE TENDRESSE","ADLER P. H.","2000000011561","Romans français",,,201156,"NULL",,
"CECILE OU LA PART OBSCURE","FASQUELLE S.","2000000011578","Romans français",,,201157,"NULL",,
"KORALOONA, L'AUTRE COTE DU PARADIS","BARBER N.","2000000011585","Romans anglais",,,201158,"NULL",,
"L'HERITAGE D'EMMA HARTE","BRADFORD B.","2000000011592","Romans anglais",,,201159,"NULL",,
"J'AI ETE UN FANTOME","BOILEAU-NARCEJAC","2000000011622",,,,201162,"",,
"LE LIVRE DE RAISON DE GLAUDE BOURGUIGNON","VINCENOT H.","2000000011639","Romans français",,,201163,"NULL",,
"BARRES OU LE CHASSEUR DE PAPILLONS","VARTIER J.","2000000011646","Romans français",,,201164,"NULL",,
"LE LEGENDE DE PENDRAGON","SZERB A.","2000000011653",,,,201165,"NULL",,
"PARANOIA","ZYKE C.","2000000011660","Romans français",,,201166,"NULL",,
"LES ROUTES DE PEKIN","SULITZER P. L.","2000000011677","Romans français",,,201167,"NULL",,
"L'ARCHANGE DE VIENNE","CHANDERNAGOR F.","2000000011684","Romans français",,,201168,"NULL",,
"LE PROPRE DE L'HOMME","MERLE R.","2000000011691","Romans français",,"2006-04-14T00:00:00.000Z",201169,"NULL",,
"SOUS LE CIEL DE NOVGOROD","DEFORGES R.","2000000011707","Romans français",,,201170,"NULL",,
"LA VIE ETERNELLE","ATTALI J.","2000000011714","Romans français",,,201171,"NULL",,
"SELVA SAUVAGE","PASTEUR J.","2000000011721","Romans français",,,201172,"NULL",,
"C'EST QUOI, CE PETIT BOULOT ?","DE BURON N.","2000000011745","Romans français",,,201174,"NULL",,
"GOUVERNANTE FRANCAISE","TROYAT H.","2000000011752","Romans français",,,201175,"NULL",,
"BELLE OMBRE","GROULT F.","2000000011769","Romans français",,,201176,"NULL",,
"SHERMAN","ANDREVON J. P.","2000000011776","Romans français",,,201177,"NULL",,
"MAMAN COQ","SARRAUTE C.","2000000011783","Romans français",,,201178,"NULL",,
"LA PARCOURS DU COMBATTANT","PIAT J.","2000000011790","Romans français",,,201179,"NULL",,
"L'INSOUTENABLE LEGERETE DE L'ETRE","KUNDERA M.","2000000011806","Romans français",,,201180,"NULL",,
"SEULES LES LARMES SERONT COMPTEES","BIANCIOTTI H.","2000000011813","Romans français",,,201181,"NULL",,
"LE GOLFE DE GASCOGNE","POIROT DELPECH B.","2000000011820","Romans français",,,201182,"NULL",,
"LE MEDIANOCHE AMOUREUX","TOURNIER M.","2000000011837","Romans français",,,201183,"NULL",,
"UN DESIR D'ORIENT","CHARLES-ROUX E.","2000000011844","Romans français",,,201184,"NULL",,
"LA CHANSON DE MARIA","NUCERA L.","2000000011851","Romans français",,,201185,"NULL",,
"DOCTEURS","SEGAL E.","2000000011868","Romans français",,,201186,"NULL",,
"VENT AFRICAIN","ARNOTHY C.","2000000011875","Romans français",,,201187,"NULL",,
"CREPUSCULE TAILLE UNIQUE","DE RIVOYRE C.","2000000011882","Romans français",,,201188,"NULL",,
"LES FILS D'ABRAHAM","HALTER M.","2000000011899","Romans français",,,201189,"NULL",,
"DEDALE","COLLINS L.","2000000011905","Romans anglais",,,201190,"NULL",,
"LES DAMES DE MARSANGES","PEYRAMAURE M.","2000000011912","Romans français",,,201191,"NULL",,
"LE CAPITAINE ET L'ENNEMI","GREENE G.","2000000011929","Romans anglais",,,201192,"NULL",,
"MONTAGNE TERRIBLE","PEYRAMAURE M.","2000000011936","Romans français",,,201193,"NULL",,
"LA GRANDE BEKE","DE JAHAM M. R.","2000000011943","Romans français",,,201194,"NULL",,
"IL NEIGE ENCORE A VARSOVIE","VIOLLIER Y.","2000000011950","Romans français",,,201195,"NULL",,
"LES CHEMINS DE TRAVERSE","HULOT N.","2000000011974","Romans français",,,201197,"NULL",,
"GLORIA AMERICA","DUGRAND A.","2000000011981","Romans français",,,201198,"NULL",,
"MUTATION","COOK R.","2000000011998",,,,201199,"NULL",,
"L'ETENDARD DU PROPHETE","LABURTHE TOLRA P. H.","2000000012001","Romans français",,,201200,"NULL",,
"LA VOIE CRUELLE","MAILLARD E.","2000000012018","Romans français",,,201201,"NULL",,
"MEMOIRES D'UN NOMADE","BOWLES P.","2000000012025","Romans anglais",,,201202,"NULL",,
"LES FILLES DE L'ARMADA","VIALLET P.","2000000012032","Romans français",,,201203,"NULL",,
"LA MAHARANI","MEHTA G.","2000000012049","Romans anglais",,,201204,"NULL",,
"LA VERITE SUR LORIN JONES","LURIE A.","2000000012056","Romans anglais",,,201205,"NULL",,
"LE GRAND NULLE PART","ELLROY J.","2000000012063",,,,201206,"NULL",,
"L'ENFANT SANS NOM","TRYSTRAM F.","2000000012070","Romans français",,,201207,"NULL",,
"LA CROYANCE DES VOLEURS","CHAILLOU M.","2000000012087","Romans français",,,201208,"NULL",,
"LES ETOILES DU SUD","GREEN J.","2000000012094","Romans français",,,201209,"NULL",,
"LA PASSAGERE SANS ETOILE","MOATI N.","2000000012100","Romans français",,,201210,"NULL",,
"UNE PRIERE POUR OWEN","IRVING O.","2000000012117","Romans anglais",,,201211,"NULL",,
"LA VOIX","MATSUMOTO","2000000012124",,,,201212,"NULL",,
"L'HOMME A LA VIE INEXPLICABLE","GOUGAUD H.","2000000012131","Romans français",,,201213,"NULL",,
"LES DERNIERS JOURS DU PALAIS D'OR","TENNYSON JESSE F.","2000000012148","Romans anglais",,,201214,"NULL",,
"FOLLE...MOI ?","WELLES M. C.","2000000012155","Romans français",,,201215,"NULL",,
"MEURTRE EN BLOUSE BLANCHE","JAMES P. D.","2000000012162",,,,201216,"NULL",,
"LES ETRANGERS","KOONTZ D. R.","2000000012179",,,,201217,"",,
"LES PIPISTRELLES","CAGNATI I.","2000000012186","Romans français",,"2006-04-14T00:00:00.000Z",201218,"NULL",,
"MORT AUX ILES AMDAMAN","KAYE M. M.","2000000012193",,,,201219,"NULL",,
"L'AGENDA ICARE","LUDLUM R.","2000000012209","Romans anglais",,,201220,"NULL",,
"CASH CASH MILLIONS","VAN DE WETERING J.","2000000012216",,,,201221,"NULL",,
"LE VIEUX QUI LISAIT DES ROMANS D'AMOUR","SEPULVEDA.","2000000012223","Romans espagnols",,,201222,"NULL",,
"LA CHAIR DE LA ROBE","CHAPSAL M.","2000000012230","Romans français",,,201223,"NULL",,
"LE NAVIRE ARGO","JORIF R.","2000000012247","Romans français",,,201224,"NULL",,
"LES TROIS NOCES D'ANASTASIA","TORQUET A.","2000000012254","Romans français",2014-08-22T00:00:00Z,,201225,"NULL","","NULL"
"GRANDE PATIENCE 3 : LE COEUR DES VIVANTS","CLAVEL B.","2000000012261","Romans français",,,201226,"NULL",,
"GRANDE PATIENCE 2 : CELUI QUI VOULAIT VOIR LA MER","CLAVEL B.","2000000012278","Romans français",,,201227,"NULL",,
"L'HOMME A GENOUX","GOMEZ ARCOS A.","2000000012285","Romans français",,,201228,"NULL",,
"LE VERGER DU DIABLE","GERBER A.","2000000012292","Romans français",,,201229,"NULL",,
"DANS LES JARDINS DE MON PERE","AVRIL N.","2000000012308","Romans français",,,201230,"NULL",,
"MEMOIRES D'UN JEUNE GARCON","JAMES H.","2000000012315","Romans anglais",,,201231,"NULL",,
"L'ENFANT MULTIPLE","CHEDID A.","2000000012322","Romans français",,,201232,"NULL",,
"DORS MA JOLIE","HIGGINS CLARK M.","2000000012339",,,,201233,"NULL",,
"LES BALLONS","DOLLFUS C.","2000000012346",,,,201234,"NULL",,
"LES MARCHANDS  ADELAIDE","LANCAR C.","2000000012353","Romans français",,,201235,"NULL",,
"LA SUCCESSION BANNERMANN","KORDA M.","2000000012360","Romans anglais",,,201236,"NULL",,
"LE HARKI DE MERIEM","CHAREF M.","2000000012377","Romans français",,,201237,"NULL",,
"JOURS DE COLERE","GERMAIN S.","2000000012384","Romans français",,,201238,"NULL",,
"LE CIMETIERE DES FOUS","FRANCK D.","2000000012391","Romans français",,,201239,"NULL",,
"LES ESCALIERS DE CHAMBORD","QUIGNARD P.","2000000012407","Romans français",,,201240,"NULL",,
"SUR LE BORD DE LA RIVIERE PIEDRA, JE ME SUIS ASSISE ET JAI PLEURE","COEHLO P.","2000000012414",,,,201241,"NULL",,
"LE COURRIER DE TARTARIE","FLEMING P.","2000000012421","Romans anglais",,,201242,"NULL",,
"LE VRAI GOUT DE LA VIE 2 : UNE ODEUR D'HERBE FOLLE","JEURY M.","2000000012438","Romans français",,,201243,"NULL",,
"SUSPECTS","CAUNITZ W.","2000000012445","Romans français",,,201244,"NULL",,
"RENDEZ VOUS SUR LA TERRE","VISAGE B.","2000000012452",,,,201245,"NULL",,
"LE PIGEON","SUSKIND P.","2000000012469","Romans allemands",,,201246,"NULL",,
"EN ATTENDANT LA GUERRE","DELARUE C.","2000000012476","Romans français",,,201247,"NULL",,
"LAC","ECHENOZ J.","2000000012483","Romans français",,,201248,"NULL",,
"LE BURELAIN","JORIF R.","2000000012490","Romans français",,,201249,"NULL",,
"MORT D'UN POETE","DEL CASTILLO M.","2000000012506",,,,201250,"",,
"BELOVED","MORRISON T.","2000000012513","Romans anglais",,,201251,"NULL",,
"LE DERNIER FILS DU CIEL","POWER B.","2000000012520","Romans anglais",,,201252,"NULL",,
"EN PLEIN JOUR","HALL J.","2000000012537","Romans anglais",,,201253,"NULL",,
"LES VENTS DU NORD M'ONT DIT","DUQUESNE J.","2000000012544","Romans français",,,201254,"NULL",,
"LES FOLIES KONIGSMARK","LAPOUGE G.","2000000012551","Romans français",,,201255,"NULL",,
"LES YEUX FOUDROYES","KOONTZ D.","2000000012568","Romans anglais",,,201256,"NULL",,
"LES JEUX DE TIMOTHY","SANDRES L.","2000000012575",,,,201257,"NULL",,
"LA DANSE DES MASQUES","COATMEUR J. F.","2000000012582",,,,201258,"",,
"MARCHE OU CREVE","KING S. - BACHMAN R.","2000000012599",,,,201259,"NULL",,
"MEURTRE A LA BOURSE","SOULA C.","2000000012605",,,,201260,"NULL",,
"L'HOMME MICHEL ANGE","REY F.","2000000012612","Romans français",,,201261,"NULL",,
"MORT D'UN EXPERT","JAMES P. D.","2000000012629",,,,201262,"NULL",,
"A VISAGE COUVERT","JAMES P. D.","2000000012636",,,,201263,"NULL",,
"LA PYRAMIDE","KADARE I.","2000000012643",,,,201264,"NULL",,
"MEURTRE D'ANNIVERSAIRE","HEYER G.","2000000012650",,,,201265,"NULL",,
"CATHERINE DE MEDICIS","CLOULAS I.","2000000012667",,,,201266,"NULL",,
"LA PROIE POUR L'OMBRE","JAMES P. D.","2000000012674",,,,201267,"NULL",,
"FABRIQUE DE SUCRE","CARTER R.","2000000012681","Romans anglais",,,201268,"NULL",,
"LE LIVRE BRISE","DOUBROVSKY S.","2000000012698","Romans français",,,201269,"NULL",,
"UN GRAND PAS VERS LE BON DIEU","VAUTRIN J.","2000000012704","Romans français",,,201270,"NULL",,
"TRAITE DES COURTES MERVEILLES","JAMEK V.","2000000012711","Romans français",,,201271,"NULL",,
"LA PORTE DE BRANDEBOURG","BROOKNER A.","2000000012728","Romans anglais",,,201272,"NULL",,
"L'ITZA OU LE NAUFRAGE MAYA","PEISSEL M.","2000000012735","Romans français",,,201273,"NULL",,
"LA MAISON RUSSIE","LE CARRE J.","2000000012742",,,,201274,"NULL",,
"LA MEMOIRE DES CEDRES","MASSABKI J.","2000000012759","Romans français",,,201275,"NULL",,
"L'ILE AUX MORTS","JAMES P. D.","2000000012766",,,,201276,"NULL",,
"LA CHUTE DATLANTIS","ZIMMER BRADLEY M.","2000000012773","Romans anglais",,,201277,"NULL",,
"LE JAGUAR","DURAND L.","2000000012780","Romans français",,,201278,"NULL",,
"LE PALAIS DES NUAGES","CARRE P.","2000000012797","Romans français",,,201279,"NULL",,
"LE GRAND SANTINI","CONROY P.","2000000012803","Romans anglais",,,201280,"NULL",,
"MILLE FUSILS A LA MER","CAYCEDO G. C.","2000000012810","Romans espagnols",,,201281,"NULL",,
"UN TUEUR SUR LA ROUTE","ELLROY J.","2000000012827",,,,201282,"NULL",,
"LES COMPTOIRS DU SUD","DOUMENC P. H.","2000000012834","Romans français",,,201283,"NULL",,
"LA LETTRE A KIRILENKO","COULONGES","2000000012841","Romans français",,,201284,"NULL",,
"UNE SAISON BLANCHE ET SECHE","BRINK A.","2000000012858","Romans anglais",,,201285,"NULL",,
"SAILOR ET LULA","GIFFORD B.","2000000012865",,,,201286,"NULL",,
"PLUS GRND QUE L'AMOUR","LAPIERRE D. - COLLINS L.","2000000012872","Romans français",,,201287,"NULL",,
"LA DERNIERE CARTOUCHE","ZENA R.","2000000012889","Romans italiens",,,201288,"NULL",,
"L'IMMORTALITE","KUNDERA","2000000012896","Romans français",,,201289,"NULL",,
"LES CHASSEURS D'EPICES","VAXELAIRE D.","2000000012902","Romans français",,,201290,"NULL",,
"LE VOLEUR ET LES CHIENS","MAHFOUZ N.","2000000012919",,,,201291,"NULL",,
"LE GENERAL DANS SON LABYRINTHE","GARCIA MARQUEZ G.","2000000012926","Romans espagnols",,,201292,"NULL",,
