196;"1017";"livres";2009-12-21;2010-01-18
19;"4523";"livres";2014-08-05;2014-09-02
164;"4391";"livres";2014-07-28;2014-08-25
196;"1091";"livres";2008-10-16;2008-11-13
158;"4183";"livres";2014-08-05;2014-09-02
196;"637";"livres";2009-12-21;2010-01-18
262;"1931";"livres";2014-04-22;2014-05-20
5;"4692";"livres";2014-07-18;2014-08-15
262;"1223";"livres";2014-04-22;2014-05-20
36;"3414";"BD";2014-07-08;2014-07-23
250;" 2196";"livres";2014-08-26;2014-09-23
96;"2895";"BD";2014-07-29;2014-08-13
40;"QCH2014AOU";"revues";2014-07-29;2014-08-05
252;"2533";"BD";2011-03-18;2011-03-25
164;"4733";"livres";2014-07-28;2014-08-25
262;"1860";"livres";2014-08-26;2014-09-23
262;"1399";"livres";2014-04-22;2014-05-20
211;"234";"DVD";2008-09-16;2008-09-30
262;"312";"livres";2014-08-26;2014-09-23
62;"F702";"CD";2014-07-22;2014-08-05
62;"F1931";"CD";2014-07-22;2014-08-05
24;"4521";"livres";2014-07-08;2014-08-05
217;"3411";"BD";2014-07-08;2014-07-23
262;"577";"livres";2014-07-31;2014-08-28
164;"523";"DVD";2014-08-07;2014-08-21
244;"4263";"livres";2010-09-28;2010-10-26
262;"798";"livres";2014-04-22;2014-05-20
262;"1497";"livres";2014-04-22;2014-05-20
36;"1575";"BD";2014-06-27;2014-07-12
3;"770";"livres";2014-07-11;2014-08-08
164;"	4417";"livres";2009-11-03;2009-12-01
265;"2806";"BD";2014-06-10;2014-06-25
193;"CDA2005NOV";"revues";2011-06-28;2011-07-05
76;"2093";"livres";2014-07-28;2014-08-25
76;" 4431";"livres";2010-08-06;2010-09-03
6;"447";"DVD";2014-07-29;2014-08-12
205;"F2026";"CD";2014-08-12;2014-08-26
60;"4727";"livres";2014-08-19;2014-09-16
32;" 4361";"livres";2008-06-03;2008-07-01
31;"2521";"livres";2014-07-08;2014-08-05
261;"397";"DVD";2014-08-26;2014-09-09
21;" 4218";"livres";2011-09-06;2011-10-04
166;"4700";"livres";2014-08-19;2014-09-16
217;"3218";"BD";2014-07-08;2014-07-23
3;"4724";"livres";2014-08-28;2014-09-25
262;"931";"livres";2014-08-26;2014-09-23
256;"4709";"livres";2014-08-26;2014-09-23
127;"4722";"livres";2014-08-26;2014-09-23
262;"2251";"livres";2014-04-22;2014-05-20
262;"1607";"livres";2014-07-31;2014-08-28
164;"2907";"BD";2014-04-18;2014-04-25
262;"899";"livres";2014-08-26;2014-09-23
36;"755";"livres";2014-08-26;2014-09-23
62;"AED2014MAI";"revues";2014-07-22;2014-07-29
234;"3194";"BD";2014-07-22;2014-08-06
234;"3372";"BD";2014-07-22;2014-08-06
262;"2067";"livres";2014-04-22;2014-05-20
7;"3408";"BD";2014-07-22;2014-08-06
225;"3413";"BD";2014-08-05;2014-08-20
40;"F664";"CD";2014-07-29;2014-08-12
36;"1168";"livres";2014-07-29;2014-08-26
6;"A2071";"CD";2014-07-29;2014-08-12
164;"2908";"BD";2014-04-18;2014-04-25
160;"2562";"BD";2012-04-27;2012-05-04
196;"2529";"livres";2008-10-16;2008-11-13
262;"1799";"livres";2014-04-22;2014-05-20
262;"1538";"livres";2014-04-22;2014-05-20
262;"1398";"livres";2014-04-22;2014-05-20
7;"3406";"BD";2014-07-22;2014-08-06
262;"829";"livres";2014-08-26;2014-09-23
7;"3389";"BD";2014-07-22;2014-08-06
7;"OIN2014JUI";"revues";2014-07-22;2014-07-29
262;"2115";"livres";2014-04-22;2014-05-20
40;"STM2014JIN";"revues";2014-07-29;2014-08-05
27;" 4623";"livres";2013-01-08;2013-02-05
262;"760";"livres";2014-08-26;2014-09-23
262;"132";"livres";2014-08-26;2014-09-23
262;"495";"livres";2014-08-26;2014-09-23
196;"1471";"livres";2008-10-16;2008-11-13
262;"99";"livres";2014-08-26;2014-09-23
262;"827";"livres";2014-08-26;2014-09-23
76;"A2135";"CD";2014-07-22;2014-08-05
262;"130";"livres";2014-08-26;2014-09-23
96;"2999";"BD";2014-07-31;2014-08-15
47;" 4614";"livres";2013-07-09;2013-08-06
225;"537";"DVD";2014-08-05;2014-08-19
19;"4731";"livres";2014-07-29;2014-08-26
262;"1131";"livres";2014-04-22;2014-05-20
262;"576";"livres";2014-07-31;2014-08-28
262;"2192";"livres";2014-07-31;2014-08-28
236;"4728";"livres";2014-08-12;2014-09-09
236;"533";"DVD";2014-08-12;2014-08-26
231;"4504";"livres";2013-10-22;2013-11-19
205;"466";"DVD";2014-08-12;2014-08-26
57;"3346";"BD";2014-08-26;2014-09-10
244;"4257";"livres";2010-09-28;2010-10-26
244;"4247";"livres";2010-09-28;2010-10-26
262;"372";"livres";2014-04-22;2014-05-20
236;"CVF2014JIN";"revues";2014-08-12;2014-08-19
