"60M2003HOR105";"60 MILLIONS DE CONSOMMATEURS : HORS SERIE juillet 2003 Construire sa maison";2003-06-17;"60millionshs79.gif";NULL;NULL
"OIN2003JUI";"ORDINATEUR INDIVIDUEL : JUILLET 2003";2003-06-20;"OI152.gif";NULL;NULL
"AED2003JUI";"ART ET DéCORATION : JUIN 2003 n.401";2003-06-20;"arteetdeco401b.jpg";NULL;NULL
"AED2003AOU";"ART ET DéCORATION : JUILLET-AOUT 2003 n.402";2003-06-20;"arteetdeco402b.jpg";NULL;NULL
"EDP2003JIN";"L'éCOLE DES PARENTS : JUIN SEPTEMBRE 2003";2003-06-20;"ecolejuin03.jpg";NULL;NULL
"SEA2003HOR110";"SCIENCES ET AVENIR : HORS SERIE 2003 Juin-Juillet";2003-06-26;"sciencesetavenir.jpg";NULL;NULL
"SEA2003JUI";"SCIENCES ET AVENIR : JUILLET 2003 n.677";2003-06-26;"sciencesetavenir.jpg";NULL;NULL
"GEO2003JUI";"GéO : JUILLET 2003 n.293";2003-06-26;"geo293.gif";NULL;NULL
"QCH2003AOU";"QUE CHOISIR : JUILLET-AOUT 2003 n. 406";2003-06-27;"quechoisir406.gif";NULL;NULL
"AAM2003JUI";"ACTION AUTO MOTO : JUILLET 2003 n.102";2003-06-27;"actionauto102.gif";NULL;NULL
"60M2003JUI";"60 MILLIONS DE CONSOMMATEURS : JUILLET-AOUT 2003";2003-06-27;"60millions374.gif";NULL;NULL
"STM2003AOU";"STUDIO MAGAZINE : JUILLET AOUT 2003 N. 191";2003-07-03;"couvestudio.jpg";NULL;NULL
"DEF2003JUI";"DéTOURS EN FRANCE : JUILLET 2003 N°83";2003-07-04;"detour.jpg";NULL;NULL
"IJA2001SEP";"100 IDÉES JARDIN : automne  2001 n.11";2003-07-18;"100IDjardin.jpg";NULL;NULL
"DEF2000MAI";"DÉTOURS EN FRANCE : MAI 2000";2003-07-25;"detour.jpg";NULL;NULL
"GEO2003AOU";"GÉO : AOUT 2003 n 294";2003-08-08;"geo294.gif";NULL;NULL
"AAM2003AOU";"ACTION AUTO MOTO : AOUT 2003 n. 103";2003-08-08;"actionauto103.jpg";NULL;NULL
"CVF2003SEP";"CUISINE ET VINS DE FRANCE : SEPTEMBRE OCTOBRE 2003 n.93";2003-08-29;"cuisineetvins93.png";NULL;NULL
"STM2003HOR123";"STUDIO MAGAZINE : HORS SERIE 2003 SPECIAL HOLLYWOOD n. 192";2003-08-29;"couve2studio.png";NULL;NULL
"GEO2003SEP";"GÉO : SEPTEMBRE 2003 n.295";2003-08-29;"geo295.gif";NULL;NULL
"QCH2003SEP";"QUE CHOISIR : SEPTEMBRE 2003 n.407";2003-08-29;"quechoisir407.jpg";NULL;NULL
"OIN2003SEP";"ORDINATEUR INDIVIDUEL : SEPTEMBRE 2003 n.153";2003-08-29;"OrdinateurIndiv153.gif";NULL;NULL
"IJA2003NOV";"100 IDÉES JARDIN : AUTOMNE 2003 n.19";2003-08-29;"100IDjardinaut03.jpg";NULL;NULL
"AAM2003SEP";"ACTION AUTO MOTO : SEPTEMBRE 2003 n.104";2003-09-02;"actionauto104.gif";NULL;NULL
"DEF2003SEP";"DÉTOURS EN FRANCE : SEPTEMBRE 2003";2003-09-05;"detour.jpg";NULL;NULL
"SEA2003SEP";"SCIENCES ET AVENIR : SEPTEMBRE 2003";2003-09-05;"sciencesetavenir.jpg";NULL;NULL
"CVF2003HOR131";"CUISINE ET VINS DE FRANCE : HORS SERIE 2003 n.10 Spécial Vins";2003-09-05;"cuisineetvinsVINS.png";NULL;NULL
"60M2003HOR132";"60 MILLIONS DE CONSOMMATEURS : HORS SERIE TV n.113 2003";2003-09-08;"60millions113.jpg";NULL;NULL
"QCH2003HOR133";"QUE CHOISIR : HORS SERIE Argent n.91 2003";2003-09-08;"quechoisirhs91.jpg";NULL;NULL
"60M2003SEP";"60 MILLIONS DE CONSOMMATEURS : SEPTEMBRE 2003 n.375";2003-09-11;"60millions375.gif";NULL;NULL
"EDP2003SEP";"L'ÉCOLE DES PARENTS : SEPTEMBRE 2003";2003-09-12;"bandeau5ecoleparent.png";NULL;NULL
"QCH2003OCT";"QUE CHOISIR : OCTOBRE 2003 n408";2003-09-23;"quechoisir408.jpg";NULL;NULL
"STM2003HOR137";"STUDIO MAGAZINE : HORS SERIE 2003";2003-09-23;"couve2studio.png";NULL;NULL
"STM2003DEC";"STUDIO MAGAZINE : DECEMBRE 2003 n.195";2003-09-23;"couve2studio.png";NULL;NULL
"STM2003OCT";"STUDIO MAGAZINE : OCTOBRE 2003 n193";2003-09-23;"couve2studio193.jpg";NULL;NULL
"SEA2003HOR140";"SCIENCES ET AVENIR : HORS SERIE 2003 n136";2003-09-25;"sciencesetavenir.jpg";NULL;NULL
