951;"ALDISS B.";"LE PRINTEMPS D'HELLICONIA";"SF 810";NULL;NULL;NULL;NULL
952;"COLLECTIF";"TROPIQUE DES ETOILES";"SF 810";NULL;NULL;NULL;NULL
953;"COURCHAY C.";"AVRIL EST UN MOIS CRUEL";"808";NULL;NULL;NULL;NULL
954;"SAGAN F.";"UN SANG D'AQUARELLE";"808";NULL;NULL;NULL;NULL
955;"JAMES P. D.";"UN CERTAIN GOUT POUR LA MORT";"P 810";NULL;NULL;NULL;NULL
956;"PAASILINNA";"LE LIEVRE DE VATANEN";"894";NULL;NULL;NULL;NULL
957;"VIAN B.";"THEATRE I";"808";NULL;NULL;NULL;NULL
958;"CLAVEL B.";"AMAROK";"808";NULL;NULL;NULL;NULL
959;"BOURIN J.";"LES AMOURS BLESSES";"808";NULL;NULL;NULL;NULL
960;"PLAIN B.";"LA COUPE D'OR";"810";NULL;NULL;NULL;NULL
961;"COATMEUR J. F.";"NARCOSE";"P 808";NULL;NULL;NULL;NULL
962;"DURAND L.";"DADDY";"808";NULL;NULL;NULL;NULL
4141;NULL;"CARTE IGN 3713 EST BITCHE";"89";2005-03-04;NULL;NULL;NULL
964;"SIGNOL C.";"LES CHEMINS D'ETOILES";"808";NULL;NULL;NULL;NULL
965;"HEBRARD F.";"LE HAREM";"808";NULL;NULL;NULL;NULL
966;"LINDGREN T.";"LA LUMIERE";"837";NULL;NULL;NULL;NULL
967;"FORLANI R.";"QUAND LES PETITES FILLES S'APPELAIENT SARAH";"808";NULL;NULL;NULL;NULL
968;"LE VARLET B.";"LE CRIME DE COMBE JADOUILLE";"808";NULL;NULL;NULL;NULL
969;"BORNICHE R.";"LE COREEN";"P 808";NULL;NULL;NULL;NULL
970;"CRAWFORD F. M.";"CAR LA VIE EST DANS LE SANG";"P 810";NULL;NULL;NULL;NULL
971;"RENDELL R.";"VERA VA MOURIR";"P 810";NULL;NULL;NULL;NULL
973;"MAC CULLOUGH C.";"LES DAMES DE MISSALONGHI";"810";NULL;NULL;NULL;NULL
974;"MOUCHARD C.";"AVENTURIERES EN CRINOLINE";"808";NULL;NULL;NULL;NULL
975;"CAUVIN P.";"POVCHERI";"808";NULL;NULL;NULL;NULL
976;"DIWO J.";"LES DAMES DU FAUBOURG";"808";NULL;NULL;NULL;NULL
977;"NUCERA L.";"MES RAYONS DE SOLEIL";"808";NULL;NULL;NULL;NULL
978;"COPPEL A.";"CHRONIQUE DES MARBURG";"810";NULL;NULL;NULL;NULL
979;"NOLIN T.";"L'ORDALIE";"808";NULL;NULL;NULL;NULL
980;"BUTEN H.";"MONSIEUR BUTTERFLY";"810";NULL;NULL;NULL;NULL
981;"MARIAS J.";"DEMAIN DANS LA BATAILLE PENSE A MOI";"860";NULL;NULL;NULL;NULL
4142;NULL;"TÉLÉRAMA : LA DISCOTHÈQUE IDÉALE";"89";2005-03-11;NULL;NULL;NULL
983;"VAN GULIK";"MEURTRE SUR UN BATEAU DE FLEURS";"P 810";NULL;NULL;NULL;NULL
984;"DEGAUDEWZI";"ZONE";"808";NULL;NULL;NULL;NULL
985;"BELLOC D.";"NEONS";"808";NULL;NULL;NULL;NULL
986;"LOZERECH B.";"UNE FAMILLE";"808";NULL;NULL;NULL;NULL
987;"ABSIRE A.";"L'EGAL DE DIEU";"808";NULL;NULL;NULL;NULL
988;"GRANGER B.";"LE CONTRAT DE ZURICH";"P 810";NULL;NULL;NULL;NULL
989;"CARDINAL M.";"LES GRANDS DESORDRES";"808";NULL;NULL;NULL;NULL
991;"VINCENOT H.";"LE MAITRE DES ABEILLES";"808";NULL;NULL;NULL;NULL
992;"TILLINAC D.";"MAISON DE FAMILLE";"808";NULL;NULL;NULL;NULL
993;"DECOIN D.";"AUTOPSIE D'UNE ETOILE";"808";NULL;NULL;NULL;NULL
994;"BEN JELLOUN T.";"LA NUIT SACREE";"808";NULL;NULL;NULL;NULL
996;"HOCQUENGHEIM G.";"EVE";"808";NULL;NULL;NULL;NULL
997;"ROUART J. M.";"LE CAVALIER BLESSE";"808";NULL;NULL;NULL;NULL
999;"FAURE P.";"IMPASSE PIQUE";"808";NULL;NULL;NULL;NULL
1001;"MARTAINE F.";"LES POMMES NOIRES";"808";NULL;NULL;NULL;NULL
1003;"BORNICHE R.";"L'AFFAIRE DE LA MOME MOINEAU";"P 808";NULL;NULL;NULL;NULL
1004;"IRISH W.";"LADY FANTOME";"P 810";NULL;NULL;NULL;NULL
1005;"BROWNE G. A.";"STONE 588";"P 810";NULL;NULL;NULL;NULL
1006;"ADLER W.";"L'ENFANT CREPUSCULE";"810";NULL;NULL;NULL;NULL
1007;"HIGGINS J.";"L'IRLANDAIS";"P 810";NULL;NULL;NULL;NULL
1008;"RAGON M.";"LE MARIN DES SABLES";"808";NULL;NULL;NULL;NULL
1010;"LUDLUM R.";"UNE INVITATION POUR MATLOCK";"810";NULL;NULL;NULL;NULL
1011;"FRANCK - VAUTRIN F.";"LA DAME DE BERLIN";"808";NULL;NULL;2006-04-14;NULL
1012;"AVRIL N.";"SUR LA PEAU DU DIABLE";"808";NULL;NULL;NULL;NULL
1013;"LEGRIX D.";"NEE COMME CA : T 1";"920";NULL;NULL;NULL;NULL
1014;"LAXER G.";"LES VENDANGES DU SILENCE";"808";NULL;NULL;NULL;NULL
1015;"KING S.";"BRUME";"P 810";NULL;NULL;NULL;NULL
1016;"KAYE M. M.";"MORT A CHYPRE";"P 810";NULL;NULL;NULL;NULL
1017;"TROYAT H.";"TOUTE MA VIE SERA MENSONGE";"808";NULL;NULL;NULL;NULL
1018;"BROOKNER A.";"HOTEL DU LAC";"810";NULL;NULL;NULL;NULL
1020;"PAYSAN C.";"LA COLLINE D'EN FACE";"808";NULL;NULL;NULL;NULL
1021;"HERBERT F.";"DOSADI";"SF 810";NULL;NULL;NULL;NULL
1022;"SALVAING F.";"MISAYRE MISAYRE";"808";NULL;NULL;NULL;NULL
1023;"SAINT-ROCH E.";"PRIMA DONNA";"808";NULL;NULL;NULL;NULL
1024;"SILVERBERG R.";"L'ETOILE DES GITANS";"SF 810";NULL;NULL;NULL;NULL
1025;"NATHAN R. S.";"LE TIGRE BLANC";"P 810";NULL;NULL;NULL;NULL
1026;"BOUCHARDEAU H.";"CHOSES DITES DE PROFIL";"808";NULL;NULL;NULL;NULL
1027;"AXELRAD E.";"LE JAUNE";"808";NULL;NULL;NULL;NULL
1028;"MODIANO P.";"REMISE DE PEINE";"808";NULL;NULL;NULL;NULL
1029;"BACHMAN R.";"CHANTIER";"P 810";NULL;NULL;NULL;NULL
1031;"GROULT B.";"LES VAISSEAUX DU COEUR";"808";NULL;NULL;NULL;NULL
1032;"VIOLLIER Y.";"JEANNE LA POLONAISE";"808";NULL;NULL;NULL;NULL
1035;"RAYNAL P.";"FENETRES SUR FEMMES";"P 808";NULL;NULL;NULL;NULL
1036;"VINE B.";"LE TAPIS DU ROI SALOMON";"P 810";NULL;NULL;NULL;NULL
1037;"SULITZER P. L.";"KATE";"808";NULL;NULL;2006-04-14;NULL
1038;"FOWLES J.";"LA CREATURE";"810";NULL;NULL;NULL;NULL
1039;"BARKER C.";"LE JEU DE LA DAMNATION";"P 810";NULL;NULL;NULL;NULL
1040;"HIGGINS CLARK M.";"NE PLEURE PAS MA BELLE";"P 810";NULL;NULL;NULL;NULL
1041;"MALLET JORIS F.";"LA TRISTESSE DU CERF VOLANT";"808";NULL;NULL;NULL;NULL
1042;"GIBBONS K.";"ELLEN FOSTER";"810";NULL;NULL;NULL;NULL
1043;"BERNHEIM E.";"UN COUPLE";"808";NULL;NULL;NULL;NULL
1044;"DECOIN D.";"MEURTRE A L'ANGLAISE";"808";NULL;NULL;NULL;NULL
1045;"SAINT-LAURENT C.";"LUCRECE BORGIA";"808";NULL;NULL;NULL;NULL
1046;"O'BRIEN E.";"FILLES DE LA CAMPAGNE";"810";NULL;NULL;NULL;NULL
1047;"CLAVEL B.";"L'ANGELUS DU SOIR";"808";NULL;NULL;NULL;NULL
1048;"LESAGE M.";"LES AILES DU MATIN";"808";NULL;NULL;NULL;NULL
1049;"KARINA A.";"ON N'ACHETE PAS LE SOLEIL";"808";NULL;NULL;NULL;NULL
1050;"DUQUESNE J.";"AU DEBUT D'UN BEL ETE";"808";NULL;NULL;NULL;NULL
1051;"LAINE P.";"LES PETITES EGAREES";"808";NULL;NULL;NULL;NULL
1052;"GROSS - SALINGER";"NID DE FAUCON";"810";NULL;NULL;NULL;NULL
1053;"FORLANI R.";"TOUS LES CHATS NE SONT PAS EN PELUCHE";"808";NULL;NULL;NULL;NULL
1054;"MADSEN";"LES VIKINGS";"930";NULL;NULL;NULL;NULL
1056;"SALEM L.";"LE KRACH DE 1987";"332";NULL;NULL;NULL;NULL
1057;"DORIN F.";"LES CORBEAUX ET LES RENARDES";"808";NULL;NULL;NULL;NULL
1058;"CONROY P.";"LE PRINCE DES MAREES";"810";NULL;NULL;NULL;NULL
1059;"CARPENTIER A.";"LA DANSE SACRALE";"860";NULL;NULL;NULL;NULL
1060;"IRVING J.";"L'EPOPEE DU BUVEUR D'EAU";"810";NULL;NULL;NULL;NULL
1061;"BAYNAC J.";"LE CHEVAL BLEME";"808";NULL;NULL;NULL;NULL
1062;"BORNICHE R.";"LA FILIERE";"P 808";NULL;NULL;NULL;NULL
1063;"LUDLUM R.";"SUR LA ROUTE DE GANDOLFO";"P 810";NULL;NULL;NULL;NULL
1064;"MUNOZ MOLINA A.";"LE SCEAU DU SECRET";"860";NULL;NULL;NULL;NULL
1065;"SHEPARD L.";"LA VIE EN TEMPS DE GUERRE";"SF 810";NULL;NULL;NULL;NULL
1066;"BETTELHEIM B.";"POUR ETRE DES PARENTS ACCEPTABLES";"304";NULL;NULL;NULL;NULL
1067;"GRIMWOOD K.";"REPLAY";"810";NULL;NULL;NULL;NULL
1068;"EBERSOHN W.";"LES GRENIERS DE LA COLERE";"810";NULL;NULL;NULL;NULL
1069;"LE GAL A.";"HAWAI";"808";NULL;NULL;NULL;NULL
1070;"WALLRAFF G.";"TETE DE TURC";"830";NULL;NULL;NULL;NULL
1071;"JAMES P. D.";"UNE FOLIE MEURTRIERE";"P 810";NULL;NULL;NULL;NULL
1072;"BOWLES P.";"L'ECHO";"810";NULL;NULL;NULL;NULL
1073;"SANDERS L.";"LE PRIVE DE WALL STREET";"P 810";NULL;NULL;NULL;NULL
1074;"GALLANT M.";"CHRONIQUES DE MAI 68";"810";NULL;NULL;NULL;NULL
1075;"BOHRINGER R.";"C'EST BEAU UNE VILLE LA NUIT";"808";NULL;NULL;NULL;NULL
1076;"LURIE A.";"LA VILLE DE NULLE PART";"810";NULL;NULL;NULL;NULL
1077;"REY P.";"SUNSET";"808";NULL;NULL;NULL;NULL
1078;"XENAKIS F.";"LA VIE EXEMPLAIRE DE RITA CAPUCHON";"808";NULL;NULL;NULL;NULL
1079;"SOLLERS P.";"LES FOLIES FRANCAISES";"808";NULL;NULL;NULL;NULL
1080;"DJIAN P.";"ECHINE";"808";NULL;NULL;NULL;NULL
1081;"LIEBERMAN H.";"LE TRAIN VERT";"810";NULL;NULL;NULL;NULL
1082;"FANTE J.";"PLEINS DE VIE";"810";NULL;NULL;NULL;NULL
1083;"COELHO P.";"LALCHIMISTE";"860";NULL;NULL;NULL;NULL
1084;"CRESSANGES J.";"LES EAUX ROUGES";"808";NULL;NULL;NULL;NULL
1085;"ZELDE J.";"LES HORDES";"808";NULL;NULL;NULL;NULL
1086;"PEDRON F.";"L'HERITAGE FOGG";"808";NULL;NULL;NULL;NULL
1087;"ELLROY J.";"LE DAHLIA NOIR";"P 810";NULL;NULL;NULL;NULL
1088;"SIMON Y.";"LE VOYAGEUR MAGNIFIQUE";"808";NULL;NULL;NULL;NULL
1089;"MICHELET C.";"LES PROMESSES DU CIEL ET DE LA TERRE : T3  LE GRAND";"808";NULL;NULL;NULL;NULL
1090;"LABRO P.";"UN ETE DANS L'OUEST";"808";NULL;NULL;NULL;NULL
1091;"DOLTO F.";"QUAND LES PARENTS SE SEPARENT";"304";NULL;NULL;NULL;NULL
1093;"RASPAIL J.";"L'ILE BLEUE";"808";NULL;NULL;NULL;NULL
1094;"CARRERE E.";"HORS D'ATTEINTE ?";"P 808";NULL;NULL;NULL;NULL
1095;"DOLTO F.";"QUELQUES PAS SUR LE CHEMIN";"304";NULL;NULL;NULL;NULL
1096;"JOSSELIN J. F.";"QUELQUES JOURS AVEC MOI";"808";NULL;NULL;NULL;NULL
1097;"JEURY M.";"LE VRAI GOUT DE LA VIE 1";"808";NULL;NULL;NULL;NULL
1098;"XADARE I.";"LA GRANDE MURAILLE";"891";NULL;NULL;NULL;NULL
1099;"INOUE Y.";"LE LOUP BLEU";"890";NULL;NULL;NULL;NULL
1100;"GOYEN W.";"UNE FORME SUR LA VILLE";"810";NULL;NULL;NULL;NULL
1101;"QUEFFELEC Y.";"LA FEMME SOUS L'HORIZON";"808";NULL;NULL;NULL;NULL
1102;"BESSON P.";"LA STATUE DU COMMANDEUR";"808";NULL;NULL;NULL;NULL
1103;"RIHOIT C.";"RETOUR A CYTHERE";"808";NULL;NULL;NULL;NULL
1104;"BRUCKNER P.";"QUI DE NOUS DEUX INVENTA L'AUTRE ?";"808";NULL;NULL;NULL;NULL
1105;"KOONTZ D.";"CHASSE A MORT";"P 810";NULL;NULL;NULL;NULL
1106;"ORSENNA E.";"L'EXPOSITION COLONIALE";"808";NULL;NULL;NULL;NULL
1107;"ROUSSEAU F. O.";"LA GARE DE NANNSEE";"808";NULL;NULL;NULL;NULL
1108;"HERBERT - RANSOM";"LE FACTEUR ASCENSION";"SF 810";NULL;NULL;NULL;NULL
1109;"ALEXANDRE B.";"LE HORSAIN";"302";NULL;NULL;NULL;NULL
1110;"ASIMOV I.";"DESTINATION CERVEAU";"SF 810";NULL;NULL;NULL;NULL
1111;"POIVRE D'ARVOR P.";"LES FEMMES DE MA VIE";"808";NULL;NULL;NULL;NULL
1112;"LURIE A.";"LES AMOURS D'EMILIE TURNER";"810";NULL;NULL;NULL;NULL
1113;"BON G.";"LA SAISON DES BALS";"808";NULL;NULL;NULL;NULL
1114;"ALLENDE I.";"EVA LUNA";"860";NULL;NULL;NULL;NULL
1115;"GENTZBITTEL M.";"MADAME LE PROVISEUR";"808";NULL;NULL;NULL;NULL
1116;"BARTHELME F.";"SECOND MARIAGE";"810";NULL;NULL;NULL;NULL
1117;"MOORE L.";"DES HISTOIRES POUR RIEN";"810";NULL;NULL;NULL;NULL
1118;"GAARDER J.";"LE MONDE DE SOPHIE";"839";NULL;NULL;NULL;NULL
1119;"STEIL M.";"LE MAS DES MICOCOULIERS";"808";NULL;NULL;NULL;NULL
1120;"LENTERIC B.";"LES ENFANTS DE SALONIQUE";"808";NULL;NULL;NULL;NULL
1121;"RYCK F.";"LE PIEGE (DEUX MINUTES DE SOLEIL EN PLUS)";"P 808";NULL;NULL;NULL;NULL
1122;"KING S.";"CA T1";"P 810";NULL;NULL;NULL;NULL
1123;"KING S.";"CA T2";"P 810";NULL;NULL;NULL;NULL
1124;"GREER L.";"BONNE ESPERANCE";"810";NULL;NULL;NULL;NULL
1125;"CAUVIN P.";"WERTHER, CE SOIR...";"808";NULL;NULL;NULL;NULL
1126;"JACQ C.";"RAMSES T 01 : LE FILS DE LA LUMIERE";"808";NULL;NULL;NULL;NULL
1127;"HERMARY-VIEILLE C.";"LE JARDIN DES HENDERSON";"808";NULL;NULL;NULL;NULL
1128;"ROCHEFORT C.";"LA PORTE DU FOND";"808";NULL;NULL;NULL;NULL
1129;"COURRIERE Y.";"NORMANDIE NIEMEN";"904";NULL;NULL;NULL;NULL
1139;"LEGRIX D.";"NEE COMME CA : T 3 - VIVRE COMME LES AUTRES";"920";NULL;NULL;NULL;NULL
1130;"RASKIN B.";"BOUFFEES DE JEUNESSE";"810";NULL;NULL;NULL;NULL
1131;"CHAPSAL M.";"DOULEUR D'AOUT";"808";NULL;NULL;NULL;NULL
1132;"MORAVIA A.";"MOI ET LUI";"850";NULL;NULL;NULL;NULL
1133;"CHANDERNAGOR F.";"LA SANS PAREILLE";"808";NULL;NULL;NULL;NULL
1134;"CRICHTON M.";"SPHERE";"810";NULL;NULL;NULL;NULL
1135;"DIAMANT N.";"DESORDRES";"808";NULL;NULL;NULL;NULL
1136;"MAC BAIN E.";"CHRONIQUES DU 87è DISTRICT";"P 808";NULL;NULL;NULL;NULL
1137;"PIVOT B.";"LA BIBLIOTHEQUE IDEALE";"27";NULL;NULL;NULL;NULL
1138;"DIWO J.";"LE GENIE DE LA BASTILLE";"808";NULL;NULL;NULL;NULL
1143;"JARDIN A.";"LE ZEBRE";"808";NULL;NULL;NULL;NULL
1148;"LEVY B. H.";"LES DERNIERS JOURS DE CHARLES BAUDELAIRE";"808";NULL;NULL;NULL;NULL
1149;"CLAVEL B.";"MAUDITS SAUVAGES";"808";NULL;NULL;NULL;NULL
1150;"SIMIOT B.";"RENDEZ-VOUS A LA MALOUINIERE";"808";NULL;NULL;NULL;NULL
1151;"COURCHAY C.";"DES FOURMIS PLEIN LE COEUR";"808";NULL;NULL;NULL;NULL
1152;"KLOTZ";"KILLER KID";"810";NULL;NULL;NULL;NULL
1153;"BUCHARD P.";"PAROLE D'HOMME";"P 808";NULL;NULL;NULL;NULL
1154;"DORMANN G.";"LE BAL DU DODO";"808";NULL;NULL;NULL;NULL
1155;"PROU S.";"LA NOTAIRESSE";"808";NULL;NULL;NULL;NULL
1156;"ADLER P. H.";"GRAINE DE TENDRESSE";"808";NULL;NULL;NULL;NULL
1157;"FASQUELLE S.";"CECILE OU LA PART OBSCURE";"808";NULL;NULL;NULL;NULL
1158;"BARBER N.";"KORALOONA, L'AUTRE COTE DU PARADIS";"810";NULL;NULL;NULL;NULL
1159;"BRADFORD B.";"L'HERITAGE D'EMMA HARTE";"810";NULL;NULL;NULL;NULL
1162;"BOILEAU-NARCEJAC";"J'AI ETE UN FANTOME";"P 808";0000-00-00;"";0000-00-00;""
1163;"VINCENOT H.";"LE LIVRE DE RAISON DE GLAUDE BOURGUIGNON";"808";NULL;NULL;NULL;NULL
1164;"VARTIER J.";"BARRES OU LE CHASSEUR DE PAPILLONS";"808";NULL;NULL;NULL;NULL
1165;"SZERB A.";"LE LEGENDE DE PENDRAGON";"895";NULL;NULL;NULL;NULL
1166;"ZYKE C.";"PARANOIA";"808";NULL;NULL;NULL;NULL
1167;"SULITZER P. L.";"LES ROUTES DE PEKIN";"808";NULL;NULL;NULL;NULL
1168;"CHANDERNAGOR F.";"L'ARCHANGE DE VIENNE";"808";NULL;NULL;NULL;NULL
1169;"MERLE R.";"LE PROPRE DE L'HOMME";"808";NULL;NULL;2006-04-14;NULL
1170;"DEFORGES R.";"SOUS LE CIEL DE NOVGOROD";"808";NULL;NULL;NULL;NULL
1171;"ATTALI J.";"LA VIE ETERNELLE";"808";NULL;NULL;NULL;NULL
1172;"PASTEUR J.";"SELVA SAUVAGE";"808";NULL;NULL;NULL;NULL
1174;"DE BURON N.";"C'EST QUOI, CE PETIT BOULOT ?";"808";NULL;NULL;NULL;NULL
1175;"TROYAT H.";"GOUVERNANTE FRANCAISE";"808";NULL;NULL;NULL;NULL
1176;"GROULT F.";"BELLE OMBRE";"808";NULL;NULL;NULL;NULL
1177;"ANDREVON J. P.";"SHERMAN";"808";NULL;NULL;NULL;NULL
1178;"SARRAUTE C.";"MAMAN COQ";"808";NULL;NULL;NULL;NULL
1179;"PIAT J.";"LA PARCOURS DU COMBATTANT";"808";NULL;NULL;NULL;NULL
1180;"KUNDERA M.";"L'INSOUTENABLE LEGERETE DE L'ETRE";"808";NULL;NULL;NULL;NULL
1181;"BIANCIOTTI H.";"SEULES LES LARMES SERONT COMPTEES";"808";NULL;NULL;NULL;NULL
1182;"POIROT DELPECH B.";"LE GOLFE DE GASCOGNE";"808";NULL;NULL;NULL;NULL
1183;"TOURNIER M.";"LE MEDIANOCHE AMOUREUX";"808";NULL;NULL;NULL;NULL
1184;"CHARLES-ROUX E.";"UN DESIR D'ORIENT";"808";NULL;NULL;NULL;NULL
1185;"NUCERA L.";"LA CHANSON DE MARIA";"808";NULL;NULL;NULL;NULL
1186;"SEGAL E.";"DOCTEURS";"808";NULL;NULL;NULL;NULL
1187;"ARNOTHY C.";"VENT AFRICAIN";"808";NULL;NULL;NULL;NULL
1188;"DE RIVOYRE C.";"CREPUSCULE TAILLE UNIQUE";"808";NULL;NULL;NULL;NULL
1189;"HALTER M.";"LES FILS D'ABRAHAM";"808";NULL;NULL;NULL;NULL
1190;"COLLINS L.";"DEDALE";"810";NULL;NULL;NULL;NULL
1191;"PEYRAMAURE M.";"LES DAMES DE MARSANGES";"808";NULL;NULL;NULL;NULL
1192;"GREENE G.";"LE CAPITAINE ET L'ENNEMI";"810";NULL;NULL;NULL;NULL
1193;"PEYRAMAURE M.";"MONTAGNE TERRIBLE";"808";NULL;NULL;NULL;NULL
1194;"DE JAHAM M. R.";"LA GRANDE BEKE";"808";NULL;NULL;NULL;NULL
1195;"VIOLLIER Y.";"IL NEIGE ENCORE A VARSOVIE";"808";NULL;NULL;NULL;NULL
1197;"HULOT N.";"LES CHEMINS DE TRAVERSE";"808";NULL;NULL;NULL;NULL
1198;"DUGRAND A.";"GLORIA AMERICA";"808";NULL;NULL;NULL;NULL
1199;"COOK R.";"MUTATION";"P 810";NULL;NULL;NULL;NULL
1200;"LABURTHE TOLRA P. H.";"L'ETENDARD DU PROPHETE";"808";NULL;NULL;NULL;NULL
1201;"MAILLARD E.";"LA VOIE CRUELLE";"808";NULL;NULL;NULL;NULL
1202;"BOWLES P.";"MEMOIRES D'UN NOMADE";"810";NULL;NULL;NULL;NULL
1203;"VIALLET P.";"LES FILLES DE L'ARMADA";"808";NULL;NULL;NULL;NULL
1204;"MEHTA G.";"LA MAHARANI";"810";NULL;NULL;NULL;NULL
1205;"LURIE A.";"LA VERITE SUR LORIN JONES";"810";NULL;NULL;NULL;NULL
1206;"ELLROY J.";"LE GRAND NULLE PART";"P 810";NULL;NULL;NULL;NULL
1207;"TRYSTRAM F.";"L'ENFANT SANS NOM";"808";NULL;NULL;NULL;NULL
1208;"CHAILLOU M.";"LA CROYANCE DES VOLEURS";"808";NULL;NULL;NULL;NULL
1209;"GREEN J.";"LES ETOILES DU SUD";"808";NULL;NULL;NULL;NULL
1210;"MOATI N.";"LA PASSAGERE SANS ETOILE";"808";NULL;NULL;NULL;NULL
1211;"IRVING O.";"UNE PRIERE POUR OWEN";"810";NULL;NULL;NULL;NULL
1212;"MATSUMOTO";"LA VOIX";"P 895";NULL;NULL;NULL;NULL
1213;"GOUGAUD H.";"L'HOMME A LA VIE INEXPLICABLE";"808";NULL;NULL;NULL;NULL
1214;"TENNYSON JESSE F.";"LES DERNIERS JOURS DU PALAIS D'OR";"810";NULL;NULL;NULL;NULL
1215;"WELLES M. C.";"FOLLE...MOI ?";"808";NULL;NULL;NULL;NULL
1216;"JAMES P. D.";"MEURTRE EN BLOUSE BLANCHE";"P 810";NULL;NULL;NULL;NULL
1217;"KOONTZ D. R.";"LES ETRANGERS";"P 810";0000-00-00;"";0000-00-00;""
1218;"CAGNATI I.";"LES PIPISTRELLES";"808";NULL;NULL;2006-04-14;NULL
1219;"KAYE M. M.";"MORT AUX ILES AMDAMAN";"P 810";NULL;NULL;NULL;NULL
1220;"LUDLUM R.";"L'AGENDA ICARE";"810";NULL;NULL;NULL;NULL
1221;"VAN DE WETERING J.";"CASH CASH MILLIONS";"P 810";NULL;NULL;NULL;NULL
1222;"SEPULVEDA.";"LE VIEUX QUI LISAIT DES ROMANS D'AMOUR";"860";NULL;NULL;NULL;NULL
1223;"CHAPSAL M.";"LA CHAIR DE LA ROBE";"808";NULL;NULL;NULL;NULL
1224;"JORIF R.";"LE NAVIRE ARGO";"808";NULL;NULL;NULL;NULL
1225;"TORQUET A.";"LES TROIS NOCES D'ANASTASIA";"808";NULL;NULL;NULL;NULL
1226;"CLAVEL B.";"GRANDE PATIENCE 3 : LE COEUR DES VIVANTS";"808";NULL;NULL;NULL;NULL
1227;"CLAVEL B.";"GRANDE PATIENCE 2 : CELUI QUI VOULAIT VOIR LA MER";"808";NULL;NULL;NULL;NULL
1228;"GOMEZ ARCOS A.";"L'HOMME A GENOUX";"808";NULL;NULL;NULL;NULL
1229;"GERBER A.";"LE VERGER DU DIABLE";"808";NULL;NULL;NULL;NULL
1230;"AVRIL N.";"DANS LES JARDINS DE MON PERE";"808";NULL;NULL;NULL;NULL
1231;"JAMES H.";"MEMOIRES D'UN JEUNE GARCON";"810";NULL;NULL;NULL;NULL
1232;"CHEDID A.";"L'ENFANT MULTIPLE";"808";NULL;NULL;NULL;NULL
1233;"HIGGINS CLARK M.";"DORS MA JOLIE";"P 810";NULL;NULL;NULL;NULL
1234;"DOLLFUS C.";"LES BALLONS";"903";NULL;NULL;NULL;NULL
1235;"LANCAR C.";"LES MARCHANDS  ADELAIDE";"808";NULL;NULL;NULL;NULL
1236;"KORDA M.";"LA SUCCESSION BANNERMANN";"810";NULL;NULL;NULL;NULL
1237;"CHAREF M.";"LE HARKI DE MERIEM";"808";NULL;NULL;NULL;NULL
1238;"GERMAIN S.";"JOURS DE COLERE";"808";NULL;NULL;NULL;NULL
1239;"FRANCK D.";"LE CIMETIERE DES FOUS";"808";NULL;NULL;NULL;NULL
1240;"QUIGNARD P.";"LES ESCALIERS DE CHAMBORD";"808";NULL;NULL;NULL;NULL
1241;"COEHLO P.";"SUR LE BORD DE LA RIVIERE PIEDRA, JE ME SUIS ASSISE ET JAI PLEURE";"869";NULL;NULL;NULL;NULL
1242;"FLEMING P.";"LE COURRIER DE TARTARIE";"810";NULL;NULL;NULL;NULL
1243;"JEURY M.";"LE VRAI GOUT DE LA VIE 2 : UNE ODEUR D'HERBE FOLLE";"808";NULL;NULL;NULL;NULL
1244;"CAUNITZ W.";"SUSPECTS";"808";NULL;NULL;NULL;NULL
1245;"VISAGE B.";"RENDEZ VOUS SUR LA TERRE";"P 808";NULL;NULL;NULL;NULL
1246;"SUSKIND P.";"LE PIGEON";"830";NULL;NULL;NULL;NULL
1247;"DELARUE C.";"EN ATTENDANT LA GUERRE";"808";NULL;NULL;NULL;NULL
1248;"ECHENOZ J.";"LAC";"808";NULL;NULL;NULL;NULL
1249;"JORIF R.";"LE BURELAIN";"808";NULL;NULL;NULL;NULL
1250;"DEL CASTILLO M.";"MORT D'UN POETE";"P 808";0000-00-00;"";0000-00-00;""
1251;"MORRISON T.";"BELOVED";"810";NULL;NULL;NULL;NULL
1252;"POWER B.";"LE DERNIER FILS DU CIEL";"810";NULL;NULL;NULL;NULL
1253;"HALL J.";"EN PLEIN JOUR";"810";NULL;NULL;NULL;NULL
1254;"DUQUESNE J.";"LES VENTS DU NORD M'ONT DIT";"808";NULL;NULL;NULL;NULL
1255;"LAPOUGE G.";"LES FOLIES KONIGSMARK";"808";NULL;NULL;NULL;NULL
1256;"KOONTZ D.";"LES YEUX FOUDROYES";"810";NULL;NULL;NULL;NULL
1257;"SANDRES L.";"LES JEUX DE TIMOTHY";"P 810";NULL;NULL;NULL;NULL
1258;"COATMEUR J. F.";"LA DANSE DES MASQUES";"P 808";0000-00-00;"";0000-00-00;""
1259;"KING S. - BACHMAN R.";"MARCHE OU CREVE";"P 810";NULL;NULL;NULL;NULL
1260;"SOULA C.";"MEURTRE A LA BOURSE";"P 808";NULL;NULL;NULL;NULL
1261;"REY F.";"L'HOMME MICHEL ANGE";"808";NULL;NULL;NULL;NULL
1262;"JAMES P. D.";"MORT D'UN EXPERT";"P 810";NULL;NULL;NULL;NULL
1263;"JAMES P. D.";"A VISAGE COUVERT";"P 810";NULL;NULL;NULL;NULL
1264;"KADARE I.";"LA PYRAMIDE";"891";NULL;NULL;NULL;NULL
