1882;"DORMESSON J.";"HISTOIRE DU JUIF ERRANT";"808";NULL;NULL;NULL;NULL
1883;"BACHMAN R.";"RAGE";"P 810";NULL;NULL;NULL;NULL
1884;"LE TOUZE G.";"COMME TON PERE";"808";NULL;NULL;NULL;NULL
1885;"KUNDERA M.";"LES TESTAMENTS TRAHIS";"808";NULL;NULL;NULL;NULL
1886;"GRISHAM J.";"LE DROIT DE TUER";"P 810";NULL;NULL;NULL;NULL
1887;"KERVEAN J. F.";"LA FOLIE DU %MOMENT";"808";NULL;NULL;NULL;NULL
1888;"GULIK R.";"LE MONASTERE HANTE";"P 810";NULL;NULL;NULL;NULL
1889;"BICHELBERGER";"ANIUOTKA";"808";NULL;NULL;NULL;NULL
1890;"CLAVEL B.";"LES ROSES DE VERDUN";"808";NULL;NULL;NULL;NULL
1891;"GARCIA MARQUEZ G.";"CHRONIQUE D'UNE MORT ANNONCEE";"860";NULL;NULL;NULL;NULL
1892;"MAC BAIN E.";"MARY MARY";"P 810";NULL;NULL;NULL;NULL
1893;"KARVAN A.";"MEURTRES A BERLIN";"P 830";NULL;NULL;NULL;NULL
1894;"MURAKAMI R.";"LES BEBES DE LA CONSIGNE AUTOMATIQUE";"895";NULL;NULL;NULL;NULL
1895;"COOK R.";"BOMBE SURPRISE";"P 810";NULL;NULL;NULL;NULL
1896;"VAN CAUWELAERT D.";"UN ALLER SIMPLE";"808";NULL;NULL;NULL;NULL
1897;"ATWOOD M.";"LA VOLEUSE DHOMME";"810";NULL;NULL;NULL;NULL
1898;"BORDES G.";"A CHEVAL SOUS LA LUNE";"808";NULL;NULL;NULL;NULL
1899;"JARRY I.";"LARCHANGE PERDU";"808";NULL;NULL;NULL;NULL
1900;"TRILLARD M.";"ELDORADO 51";"808";NULL;NULL;NULL;NULL
1901;"DORIN F.";"LA MOUFLETTE";"808";NULL;NULL;NULL;NULL
1902;"SEMPRUN J.";"LECRITURE OU LA VIE";"808";NULL;NULL;NULL;NULL
1903;"BILLETDOUX R.";"MELANIE DANS UN VENT TERRIBLE";"808";NULL;NULL;NULL;NULL
1904;"SIMMONS D.";"LES FILS DES TENEBRES";"P 810";NULL;NULL;NULL;NULL
1905;"BRADBURY R.";"LARBRE DHALLOWEEN";"SF 810";NULL;NULL;NULL;NULL
1906;"DAENINCKX D.";"UN CHATEAU EN BOHEME";"808";NULL;NULL;NULL;NULL
1907;"CRUMLEY J.";"LE CANARD SIFFLEUR MEXICAIN";"P 810";NULL;NULL;NULL;NULL
1908;"VERNE J.";"PARIS AU XXème  SIECLE";"808";NULL;NULL;NULL;NULL
1909;"SAGAN F.";"UN CHAGRIN DE PASSAGE";"808";NULL;NULL;NULL;NULL
1910;"BACHMAN R.";"LES REGULATEURS";"P 810";NULL;NULL;NULL;NULL
1911;"LUBER P.";"PARDONNEZ -NOUS NOS PECHES";"P 810";NULL;NULL;NULL;NULL
1912;"JUIN H.";"VICTOR HUGO";"928";NULL;NULL;NULL;NULL
1913;"DICK P. K.";"LA PORTE OBSCURE";"SF 810";NULL;NULL;NULL;NULL
1914;"WERBER B.";"T2 : LE JOUR DES FOURMIS";"SF 808";NULL;NULL;NULL;NULL
1916;"OCONNELL C.";"MEURTRES A GRAMERCY PARK";"P 810";NULL;NULL;NULL;NULL
1917;"GEORGE E.";"UN GOUT DE CENDRES";"P 810";NULL;NULL;NULL;NULL
1918;"BRAMLY S.";"LE RESEAU MELCHIOR";"P 808";NULL;NULL;NULL;NULL
1919;"DEXTER P.";"DEADWOOD";"P 810";NULL;NULL;NULL;NULL
1920;"KING S.";"REVES ET CAUCHEMARS";"P 810";NULL;NULL;NULL;NULL
1921;"HILLERMAN T.";"SUIT NAVAJO 1";"P 810";NULL;NULL;NULL;NULL
1922;"CRICHTON M.";"HARCELEMENT";"810";NULL;NULL;NULL;NULL
4145;"HAASSE HELLA S.";"L' ANNEAU DE LA CLE";"89";2005-04-20;"clerecto.jpg cléverso.jpg";NULL;NULL
1924;"TIRTIAUX B.";"LES SEPT COULEURS DU VENT";"808";NULL;NULL;NULL;NULL
1925;"LAGERLOF S.";"LA LEGENDE DE GOSTA BERLING";"839";NULL;NULL;NULL;NULL
1926;"COLOANE F.";"CAP HORN";"860";NULL;NULL;NULL;NULL
1927;"BARBONI T.";"MAMAN VIT SA VIE";"808";NULL;NULL;NULL;NULL
1928;"RASPAIL J.";"LANNEAU DU PECHEUR";"808";NULL;NULL;NULL;NULL
1929;"OBRIEN E.";"LA MAISON DU SPLENDIDE ISOLEMENT";"810";NULL;NULL;NULL;NULL
1930;"ARAGON L.";"LE MENTIR VRAI";"808";NULL;NULL;NULL;NULL
1931;"GALLO M.";"LE FILS DE CLARA H.";"808";NULL;NULL;NULL;NULL
1932;"WOLFE T.";"LE BUCHER DES VANITES";"810";NULL;NULL;NULL;NULL
1933;"JARDIN A.";"L'ILE DES GAUCHERS";"808";NULL;NULL;NULL;NULL
1934;"MICHAELS B.";"LES JOYAUX DE LA NUIT";"P 810";NULL;NULL;NULL;NULL
1935;"DUFOUR H.";"LARBRE A PERRUQUE";"808";NULL;NULL;NULL;NULL
1936;"HIGGINS CLARK M.";"CE QUE VIVENT LES ROSES";"P 810";NULL;NULL;NULL;NULL
1937;"PEARCE M.";"ENLEVEMENTS AU CAIRE";"P 810";NULL;NULL;NULL;NULL
1938;"BEN JELLOUN T.";"LE PREMIER AMOUR EST TOUJOURS LE DERNIER";"808";NULL;NULL;NULL;NULL
1939;"CHAUCHAT C.";"LITTLE ITALY";"808";NULL;NULL;NULL;NULL
1940;"HEYER G.";"PEKINOIS, POLICIERS ET POLARS,";"P 810";NULL;NULL;NULL;NULL
1941;"GONZALEZ LEDESMA F.";"LES RUES DE BARCELONE";"860";NULL;NULL;NULL;NULL
1942;"HIGGINS CLARK M.";"UN JOUR TU VERRAS";"P 810";NULL;NULL;NULL;NULL
1943;"LARSSON B.";"LE CERCLE CELTIQUE";"839";NULL;NULL;NULL;NULL
1944;"HIGHSMITH P.";"SMALL G : UNE IDYLLE DETE";"810";NULL;NULL;NULL;NULL
1945;"HALL J.W.";"MAREE ROUGE";"P 810";NULL;NULL;NULL;NULL
1947;"WELSTAKE D.";"HISTOIRES DOS";"P 810";NULL;NULL;NULL;NULL
1948;"WERBER B.";"T1 : LES FOURMIS";"SF 808";NULL;NULL;NULL;NULL
1949;"PATTERSON  J.";"ET TOMBENT LES FILLES";"P 810";NULL;NULL;NULL;NULL
1950;"MAC BAIN E.";"POISSONS DAVRIL";"P 810";NULL;NULL;NULL;NULL
1951;"KAKONIS T.";"DOUBLE MISE";"P 810";NULL;NULL;NULL;NULL
1952;"ASIMOV I.";"LE GRAND LIVRE DES ROBOTS : T1 PRELUDE A TRANTOR";"SF 810";NULL;NULL;NULL;NULL
1953;"SABATIER R.";"LE CYGNE NOIR";"808";NULL;NULL;NULL;NULL
1954;"SEPUVELDA L.";"LE NEVEU DAMERIQUE";"860";NULL;NULL;NULL;NULL
1955;"LORIOT N.";"LES MECHANTES DAMES";"808";NULL;NULL;NULL;NULL
1956;"GUEGAN G.";"EURYDICE NE REPOND PLUS";"808";NULL;NULL;NULL;NULL
1957;"BALYLOCK J.";"LE TEMPS FUGITIF";"SF 810";NULL;NULL;NULL;NULL
1958;"PERRAULT G.";"LES JARDINS DE LOBSERVATOIRE";"808";NULL;NULL;NULL;NULL
1959;"RENDELL R.";"PLUMES DE SANG";"P 810";NULL;NULL;NULL;NULL
1968;"MARGOLIN P. M.";"LA ROSE NOIRE";"P 810";NULL;NULL;NULL;NULL
1969;"WALTERS M.";"CUISINE SANGLANTE";"P 810";NULL;NULL;NULL;NULL
1970;"AYME M.";"LA TETE DES AUTRES";"808";NULL;NULL;NULL;NULL
1971;"BOURSEILLER C.";"MESSAGE RECU";"808";NULL;NULL;NULL;NULL
1972;"PEREZ - REVERTE A.";"CLUB DUMAS";"P 860";NULL;NULL;NULL;NULL
1973;"RAYMO C.";"CHATTAROOGA";"810";NULL;NULL;NULL;NULL
1974;"CHAPSAL M.";"UNE FEMME HEUREUSE";"808";NULL;NULL;NULL;NULL
1975;"CHANDERNAGOR F.";"LENFANT DES LUMIERES";"808";NULL;NULL;NULL;NULL
1976;"SEMPRUN J.";"LECRITURE OU LA VIE";"808";NULL;NULL;NULL;NULL
1977;"MARTIN D.";"UN SI BEAU MENSONGE";"P 810";NULL;NULL;NULL;NULL
1978;"TOLKIEN J. R. R.";"LE SEIGNEUR DES ANNEAUX : T 3 LE RETOUR DU ROI";"SF 810";NULL;NULL;NULL;NULL
1979;"LABORDE C.";"INDIANOAK";"808";NULL;NULL;NULL;NULL
1980;"DU MAURIER D.";"MARY ANNE";"810";NULL;NULL;NULL;NULL
1981;"KUNDERA M.";"LA LENTEUR";"808";NULL;NULL;NULL;NULL
1982;"WOODS S.";"CHANGE MORTEL";"810";NULL;NULL;NULL;NULL
1983;"DIB M.";"HABEL";"890";NULL;NULL;NULL;NULL
1984;"MINOT S.";"LA VIE SECRETE DE LILIANE ELIOT";"810";NULL;NULL;NULL;NULL
1985;"SIMMONS D.";"LA CHUTE DHYPERION";"SF 810";NULL;NULL;NULL;NULL
1986;"GRIMES M.";"LES CLOCHES DE WHITECHAPEL";"P 810";NULL;NULL;NULL;NULL
1987;"FRAIN I.";"LHOMME FATAL";"808";NULL;NULL;NULL;NULL
1988;"IRVING J.";"UN ENFANT DE LA BALLE";"810";NULL;NULL;NULL;NULL
1989;"TOLKIEN J. R. R.";"LE SEIGNEUR DES ANNEAUX : T 1 LA COMMUNAUTE DE L'ANN";"SF 810";NULL;NULL;NULL;NULL
1990;"PENNAC D.";"MONSIEUR MALAUSSENE";"808";NULL;NULL;NULL;NULL
1991;"KING S.";"INSOMNIE";"P 810";NULL;NULL;NULL;NULL
1992;"CHARLES-ROUX E.";"NOMADE JETAIS";"808";NULL;NULL;NULL;NULL
1993;"YONGDEN L.";"LE LAMA AUX CINQ SAGESSES";"895";NULL;NULL;NULL;NULL
1994;"RENDELL R.";"FAUSSE ROUTE";"P 810";NULL;NULL;NULL;NULL
1995;"MERLE R.";"LES ROSES DE LA VIE";"808";NULL;NULL;2006-04-14;NULL
1996;"TAYLOR E.";"LE PAPIER TUE-MOUCHES";"810";NULL;NULL;NULL;NULL
1997;"COOPER L.";"FENUY";"810";NULL;NULL;NULL;NULL
1998;"HUSER F. - GENIES B.";"LA NUIT DE LICEBERG";"808";NULL;NULL;NULL;NULL
1999;"MESSADIE G.";"29 JOURS AVANT LA FIN DU MONDE";"808";NULL;NULL;NULL;NULL
2000;"FRYDMAN S.";"LES MOISSONS MORTES";"808";NULL;NULL;NULL;NULL
2001;"DUNANT S.";"POISON MORTEL";"P 810";NULL;NULL;NULL;NULL
2002;"DE AZUA F.";"QUELQUES QUESTIONS DE TROP";"860";NULL;NULL;NULL;NULL
2003;"KING L.";"UN TALENT MORTEL";"P 810";NULL;NULL;NULL;NULL
2004;"HITCHCOCK J. S.";"ILLUSIONS DOPTIQUE";"P 810";NULL;NULL;NULL;NULL
2005;"LACLAVETINE J. M.";"DEMAIN LA VEILLE";"808";NULL;NULL;NULL;NULL
2006;"MAC BAIN E.";"LA MAISON DE JACQUES";"P 810";NULL;NULL;NULL;NULL
2007;"LUDLUN R.";"LILLUSION SCORPIO";"P 810";NULL;NULL;NULL;NULL
2008;"WRIGHT L. R.";"PAS DE SANG DANS LA CLAIRIERE";"P 810";NULL;NULL;NULL;NULL
2009;"ECHENOZ J.";"LES GRANDES BLONDES";"808";NULL;NULL;NULL;NULL
2010;"LAPOUGE G.";"LINCENDIE DE COPENHAGUE";"808";NULL;NULL;NULL;NULL
2011;"GIONO J.";"LE HUSSARD SUR LE TOIT";"808";NULL;NULL;NULL;NULL
2012;"LANG L.";"FURIES";"808";NULL;NULL;NULL;NULL
2013;"SALVAYRE";"LA PUISSANCE DES MOUCHES";"808";NULL;NULL;NULL;NULL
2014;"KRISTOF A.";"HIER";"808";NULL;NULL;NULL;NULL
2015;"HARPMAN J.";"MOI QUI NAI PAS CONNU LES HOMMES";"808";NULL;NULL;NULL;NULL
2016;"BIANCIOTTI H.";"LE PAS SI LENT DE LAMOUR";"808";NULL;NULL;NULL;NULL
2017;"ALEXAKIS V.";"LA LANGUE MATERNELLE";"808";NULL;NULL;NULL;NULL
2018;"PICOULY";"LE CHAMP DE PERSONNE";"808";NULL;NULL;NULL;NULL
2019;"LAING DAWSON D.";"MINUIT PASSE : UNE ENQUETE DU DOCTEUR SNOW";"P 810";NULL;NULL;NULL;NULL
2020;"SCHNEIDER J. A.";"BAIGNADE INTERDITE";"P 810";NULL;NULL;NULL;NULL
2021;"SILVERBERG A.";"L'ENFANT DU TEMPS";"SF 810";NULL;NULL;NULL;NULL
2022;"BOUDARD A.";"MOURIR DENFANCE";"808";NULL;NULL;NULL;NULL
2023;"GALLO M.";"LAMBITIEUSE";"808";NULL;NULL;NULL;NULL
2024;"MOKEDDEM M.";"DES REVES ET DES ASSASSINS";"808";NULL;NULL;NULL;NULL
2025;"COMBAZ C.";"FRANZ";"808";NULL;NULL;NULL;NULL
2026;"BOBIN C.";"LA FOLLE ALLURE";"808";NULL;NULL;NULL;NULL
2027;"ROWE J.";"ONDES DE CHOC";"808";NULL;NULL;NULL;NULL
2028;"RENDELL R.";"LE GOUT DU RISQUE";"P 810";NULL;NULL;NULL;NULL
2029;"PEREZ - REVERTE A.";"LE TABLEAU DU MAITRE FLAMAND";"P 860";NULL;NULL;NULL;NULL
2030;"FYFIELD F.";"LE FANTOME DE LA PLAGE";"P 810";NULL;NULL;NULL;NULL
2031;"CHABROL J. P.";"LES AVEUX DU SILENCE";"808";NULL;NULL;NULL;NULL
2032;"BESSON P.";"LES BRABAN";"808";NULL;NULL;NULL;NULL
2033;"ZIMMER BRADLEY M.";"LES DAMES DU LAC : LES BRUMES D'AVALLON";"810";NULL;NULL;NULL;NULL
2034;"JACQ C.";"L'AFFAIRE TOUTANKHAMON";"808";NULL;NULL;2006-04-14;NULL
2035;"GONCOURT";"LA FEMME AU XVIII° SIECLE";"840";NULL;NULL;NULL;NULL
2036;"GIESBERT F. O.";"LA SOUILLE";"808";NULL;NULL;NULL;NULL
2037;"CARRIERE J.";"ACHIGAN";"808";NULL;NULL;NULL;NULL
2038;"FIELD M.";"CONTES CRUELLES POUR ANAELLE";"808";NULL;NULL;NULL;NULL
2039;"NOTHOMB";"LES CATALINAIRES";"808";NULL;NULL;NULL;NULL
2040;"HUNTER G .";"LA MALEDICTION DES BAYONS";"P 810";NULL;NULL;NULL;NULL
2041;"JONQUET T.";"LE SECRET DU RABBIN";"808";NULL;NULL;NULL;NULL
2043;"ROUAUD J.";"LE MONDE A PEU PRES";"808";NULL;NULL;NULL;NULL
2044;"CHAPSAL M.";"REVIENS, SIMONE !";"808";NULL;NULL;NULL;NULL
2045;"MONSIGNY J.";"LORENZO, LE MAGNIFIQUE";"808";NULL;NULL;NULL;NULL
2046;"JACQ C.";"RAMSES T 02 : LE TEMPLE DES MILLIONS D'ANNEES";"808";NULL;NULL;NULL;NULL
2047;"JACQ C.";"RAMSES T 03 : LA BATAILLE DE KADESH";"808";NULL;NULL;NULL;NULL
2048;"LODGE D.";"THERAPIE";"810";NULL;NULL;NULL;NULL
2049;"LENTERIC B.";"LA FORTUNE DES LAUFER";"808";NULL;NULL;NULL;NULL
2050;"CAUVIN P.";"PRESIDENTE";"808";NULL;NULL;NULL;NULL
2051;"BRAND C.";"MORT DANS LE BROUILLARD";"P 810";NULL;NULL;NULL;NULL
2052;"EGAN G.";"LA CITE DES PERMUTANTS";"810";NULL;NULL;NULL;NULL
2053;"DUNANT S.";"BEAUTE FATALE";"P 810";NULL;NULL;NULL;NULL
2054;"KING S.";"SALEM";"P 810";NULL;NULL;NULL;NULL
2055;"GRIMES M.";"LE MYSTERE DE TORN HOUSE";"P 810";NULL;NULL;NULL;NULL
2056;"VAZQUEZ MONTALBAN M.";"GALINDEZ";"860";NULL;NULL;NULL;NULL
2057;"KING S.";"LACCIDENT";"P 810";NULL;NULL;NULL;NULL
2058;"CORNWELL P.";"UNE MORT SANS NOM";"P 810";0000-00-00;"";0000-00-00;""
2059;"GERMAIN S.";"ECLATS DE SEL";"808";NULL;NULL;NULL;NULL
2060;"HIGGINS CLARK M.";"LA MAISON DU CLAIR DE LUNE";"P 810";NULL;NULL;NULL;NULL
2061;"LESSING D.";"LAMOUR, ENCORE";"810";NULL;NULL;NULL;NULL
2062;"WILKIE COLLINS W.";"LA DAME EN BLANC";"810";NULL;NULL;NULL;NULL
2063;"MAHFOUZ N.";"LA CHANSON DES GUEUX";"897";NULL;NULL;NULL;NULL
2064;"SINOUE G.";"LE LIVRE DE SAPHIR";"808";NULL;NULL;NULL;NULL
2065;"FRUTTERO C.";"CE QUE LON A VU DANS LOUEST";"850";NULL;NULL;NULL;NULL
2066;"DIWO J.";"LES DINERS DE CALPURNIA";"808";NULL;NULL;NULL;NULL
2067;"DEFORGES R.";"LA DERNIERE COLLINE";"808";NULL;NULL;NULL;NULL
2068;"LE CARRE J.";"NOTRE JEU";"P 810";NULL;NULL;NULL;NULL
2069;"";"L'EXPEDITION OLOF SUNDMAN";"839";NULL;NULL;NULL;NULL
2070;"TAYLOR E.";"UNE PARTIE DE CACHE-CACHE";"810";NULL;NULL;NULL;NULL
2071;"FRANCK - VAUTRIN";"MADEMOISELLE CHAT";"808";NULL;NULL;2006-04-14;NULL
2072;"GILL B. M.";"PETITS JEUX DE MASSACRE";"P 810";NULL;NULL;NULL;NULL
2073;"SIGNOL C.";"LES VIGNES DE SAINTE COLOMBE";"808";NULL;NULL;NULL;NULL
2074;"COEHLO P.";"LE PELERIN DE COMPOSTELLE";"869";NULL;NULL;NULL;NULL
2076;"HIGGINS CLARK M.";"RECHERCHE JEUNE FEMME AIMANT DANSER";"P 810";NULL;NULL;NULL;NULL
2077;"COATMEUR J. F.";"DES FEUX SOUS LA CENDRE";"P 808";NULL;NULL;NULL;NULL
2078;"BRAND C.";"LA ROSE DANS LES TENEBRES";"P 810";NULL;NULL;NULL;NULL
2079;"WRIGHT T.";"TONY ET SUSAN";"P 810";NULL;NULL;NULL;NULL
2080;"JACQ C.";"RAMSES T 04 : LA FEMME DABOU SIMBEL";"808";NULL;NULL;NULL;NULL
2081;"RODDATZ F. J.";"OEIL DE VEAU";"830";NULL;NULL;NULL;NULL
2082;"ASIMOV I.";"LE GRAND LIVRE DES ROBOTS : T2";"SF 810";NULL;NULL;NULL;NULL
2083;"PERRY T.";"UNE FILLE DE REVE";"P 810";NULL;NULL;NULL;NULL
2084;"";"SANG DENCRE";"P 808";NULL;NULL;NULL;NULL
2085;"NERUDA P.";"J'AVOUE QUE J'AI VECU";"860";NULL;NULL;NULL;NULL
2086;"ROZE P.";"LE CHASSEUR ZERO";"808";NULL;NULL;NULL;NULL
2087;"SCHREIBER B.";"UN SILENCE DENVIRON UNE œ  HEURE";"808";NULL;NULL;NULL;NULL
2088;"CHERER S.";"LES LOUPS DU PARADIS";"808";NULL;NULL;NULL;NULL
2089;"MAC DONALD P.";"UNE FEMME SOUS SURVEILLANCE";"P 810";NULL;NULL;NULL;NULL
2090;"HAMMETT D.";"LA MOISSON ROUGE";"P 810";NULL;NULL;NULL;NULL
2091;"GEDGE P.";"LA VENGEANCE DU SCORPION";"810";NULL;NULL;NULL;NULL
2092;"BRISAC G.";"WEEK-END DE CHASSE A LA MERE";"808";NULL;NULL;NULL;NULL
2093;"SIGNOL C.";"BONHEURS DENFANCE";"808";NULL;NULL;NULL;NULL
2094;"GURDJIEFF G. I.";"GURDJIEFF PARLE A SES ELEVES";"";NULL;NULL;NULL;NULL
2095;"GAZIER  M.";"UN CERCLE DE FAMILLE";"808";NULL;NULL;NULL;NULL
2096;"MANET E.";"RAPSODIE CUBAINE";"808";NULL;NULL;NULL;NULL
2097;"HARPMAN J.";"ORLANDA";"808";NULL;NULL;NULL;NULL
2099;"KORELITZ J. H.";"UN JURY SUR MESURE";"P 810";NULL;NULL;NULL;NULL
2100;"KOONTZ D.";"LA PORTE ROUGE";"810";NULL;NULL;NULL;NULL
2101;"HILLERMAN T.";"LES CLOWNS SACRES";"810";NULL;NULL;NULL;NULL
2102;"MAC BAIN E.";"LA NUIT DES NOUNOURS";"P 810";0000-00-00;"";0000-00-00;""
2103;"LA GALITE J.";"LE LEZARD VERT";"808";NULL;NULL;NULL;NULL
2104;"FAIRSTEIN L.";"LEPREUVE FINALE";"P 810";NULL;NULL;NULL;NULL
2105;"Le CLEZIO J. M. G.";"POISSON DOR";"808";NULL;NULL;NULL;NULL
2106;"ORSENNA E.";"DEUX ETES";"808";NULL;NULL;NULL;NULL
2107;"MODIANO P.";"DORA BRUDER";"808";NULL;NULL;NULL;NULL
2108;"DORMESSON J.";"CASIMIR MENE LA GRANDE VIE";"808";NULL;NULL;NULL;NULL
2109;"JACQ C.";"RAMSES T 05 : SOUS LACACIA DOCCIDENT";"808";NULL;NULL;NULL;NULL
2110;"REMY P. J.";"LE ROSE ET LE BLANC";"808";NULL;NULL;NULL;NULL
2111;"CHRISTIAN J. D.";"LA FEMME ECARLATE";"810";NULL;NULL;NULL;NULL
2112;"ZIMMER BRADLEY M.";"SARA";"810";NULL;NULL;NULL;NULL
2113;"BAUDY J. D.";"LE SCAPHANDRE ET LE PAPILLON";"808";NULL;NULL;NULL;NULL
2114;"GALLOIS C.";"TRAHISONS SINCERES";"808";NULL;NULL;NULL;NULL
2115;"BENZONI J.";"LA CHAMBRE ET LA REINE";"808";NULL;NULL;NULL;NULL
2116;"ALTEN S.";"MEGALODON";"810";NULL;NULL;NULL;NULL
2117;"BEN JELLOUN T.";"LA NUIT DE LERREUR";"808";NULL;NULL;NULL;NULL
2118;"SIGNOL C.";"LA LUMIERE DES COLLINES";"808";NULL;NULL;NULL;NULL
2120;"ZIMMER BRADLEY M.";"LES TROIS AMAZONES";"810";NULL;NULL;NULL;NULL
2121;"GRASS G.";"UNE RENCONTRE EN WESTPHALIE";"830";NULL;NULL;NULL;NULL
2122;"ZAHN T.";"LE SANG DU CONQUERANT";"SF 810";NULL;NULL;NULL;NULL
2123;"KIMBALL M.";"UN CERCUEIL POUR LES CAIMANS";"P 810";NULL;NULL;NULL;NULL
2124;"HIGGINS CLARK M.";"NI VUE  NI CONNUE";"P 810";NULL;NULL;NULL;NULL
2125;"KELLERMAN J.";"LE NID DE LARAIGNEE";"P 810";NULL;NULL;NULL;NULL
2126;"LEFEVRE F.";"UN SOIR SANS RAISON";"808";NULL;NULL;NULL;NULL
2127;"REZA Y.";"HAMMERKAVIE";"808";NULL;NULL;NULL;NULL
2128;"NOTHOMB A.";"LE SABOTAGE AMOUREUX";"808";NULL;NULL;NULL;NULL
2129;"HUSTON N.";"INSTRUMENTS DES TENEBRES";"808";NULL;NULL;NULL;NULL
2130;"DJEBAR A.";"LES NUITS DE STRASBOURG";"808";NULL;NULL;NULL;NULL
2131;"PRATCHETT T.";"TROIS SOEURCIERES";"810";NULL;NULL;NULL;NULL
2132;"ZINAI-KOUDIL H.";"SANS VOIX";"808";NULL;NULL;NULL;NULL
2133;"PEARS T.";"UN ETE BRULANT";"810";NULL;NULL;NULL;NULL
2134;"LEON D.";"MORT EN TERRE ETRANGERE";"P 810";NULL;NULL;NULL;NULL
2135;"PROULX E. A.";"NOEUDS ET DENOUEMENTS";"810";NULL;NULL;NULL;NULL
2136;"MAC COURT F.";"LES CENDRES D'ANGELA";"810";NULL;NULL;NULL;NULL
2137;"CLEMENT C.";"LE VOYAGE DE THEO";"808";NULL;NULL;NULL;NULL
2138;"MAC DONALD P.";"PERSONNES DISPARUES";"P 810";NULL;NULL;NULL;NULL
2139;"SIMMONS D.";"HYPERION";"SF 810";NULL;NULL;NULL;NULL
2140;"LE CARRE J.";"LE TAILLEUR DE PANAMA";"810";NULL;NULL;NULL;NULL
2141;"JACQ C.";"LE PHARAON NOIR";"808";NULL;NULL;NULL;NULL
2142;"MERLE R.";"LE LYS ET LA POURPRE";"808";NULL;NULL;2006-04-14;NULL
2143;"BENZONI J.";"DE DEUX ROSES L'UNE";"808";NULL;NULL;NULL;NULL
2144;"PARETSKY S.";"ANGLE MORT";"P 810";NULL;NULL;NULL;NULL
2145;"BONNAFE C.";"UNE LUMIERE DANS L'ILE";"808";NULL;NULL;NULL;NULL
2146;"HOLT A. J.";"MEURTRES EN RESEAU";"P 810";NULL;NULL;NULL;NULL
2147;"CHILD L.";"DU FOND DE L'ABIME";"P 810";NULL;NULL;NULL;NULL
2148;"FOLLETT K.";"LE TROISIEME JUMEAU";"P 810";NULL;NULL;NULL;NULL
2149;"THOMAS C.";"FROIDE VENGEANCE";"P 810";NULL;NULL;NULL;NULL
2150;"";"IL ETAIT UNE FOIS ...SAMUEL FULLER";"791";NULL;NULL;NULL;NULL
2151;"JONG E.";"NANA BLUES";"810";NULL;NULL;NULL;NULL
2152;"JAN DE HARTOG";"LES ENFANTS DE LUMIERE";"810";NULL;NULL;NULL;NULL
2153;"MESURET B.";"MIRANDA ET LES HAUTES MAISONS DE  NY";"808";NULL;NULL;NULL;NULL
2154;"BOULENGER J.";"LES ROMANS DE LA TABLE RONDE";"808";NULL;NULL;NULL;NULL
2155;"PIERRE DE LA CHAPELLE";"LES SENTIERS DE CAPVIRADE";"808";NULL;NULL;NULL;NULL
2156;"HILLERMAN T.";"UN HOMME EST TOMBE";"P 810";NULL;NULL;NULL;NULL
2157;"BARJAVEL R.";"ROMANS EXTRAORDINAIRES";"SF 808";NULL;NULL;NULL;NULL
2158;"GRANGE J. C.";"LES RIVIERES POURPRES";"P 808";NULL;NULL;NULL;NULL
2159;"CORNWELL P.";"MORDOC";"P 810";NULL;NULL;NULL;NULL
2160;"SIGNOL C.";"LA PROMESSE DES SOURCES";"808";NULL;NULL;NULL;NULL
2161;"ORSENNA E.";"LONGTEMPS";"808";NULL;NULL;NULL;NULL
2162;"WILKIE COLLINS W.";"HISTOIRES REGRETTABLES";"P 810";0000-00-00;"";0000-00-00;""
2163;"ANDERSON DARGATZ G.";"REMEDE A LA MORT...";"810";NULL;NULL;NULL;NULL
2164;"JOLLEY E.";"LE PUITS";"810";NULL;NULL;NULL;NULL
2165;"BOURAOUI";"L'AGE BLESSE";"808";NULL;NULL;NULL;NULL
2166;"NEUHOFF E.";"LA PETITE FRANCAISE";"808";NULL;NULL;NULL;NULL
2167;"HARPMAN J.";"L'ORAGE ROMPU";"808";NULL;NULL;NULL;NULL
2168;"KUNDERA M.";"L'IDENTITE";"808";NULL;NULL;NULL;NULL
2169;"JARDIN A.";"LE ZUBIAL";"808";NULL;NULL;NULL;NULL
2170;"TSCHINAG G.";"CIEL BLEU";"830";NULL;NULL;NULL;NULL
2171;"DARRIEUSSECQ M.";"TRUISMES";"808";NULL;NULL;NULL;NULL
2172;"PENNAC D.";"MESSIEURS LES ENFANTS";"808";NULL;NULL;NULL;NULL
2173;"DARRIEUSSECQ M.";"NAISSANCE DES FANTOMES";"808";NULL;NULL;NULL;NULL
2174;"PILHES R. V.";"LE CHRISTI";"808";NULL;NULL;NULL;NULL
2175;"RAMBAUD P.";"LA BATAILLE";"808";NULL;NULL;NULL;NULL
2176;"GOLDBERG L.";"SOINS MORTELS";"P 810";NULL;NULL;NULL;NULL
2177;"ASIMOV I.";"FONDATION EN PERIL";"SF 810";NULL;NULL;NULL;NULL
2178;"DUNANT S.";"TRANSGRESSION";"P 810";NULL;NULL;NULL;NULL
2179;"DELERM P.";"LA PREMIERE GORGEE DE BIERE";"808";NULL;NULL;NULL;NULL
2180;"BRUCKNER P.";"LES VOLEURS DE BEAUTE";"808";NULL;NULL;NULL;NULL
2181;"RUSSEL M. D.";"LE MOINEAU DE DIEU";"810";NULL;NULL;NULL;NULL
